"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out16/dstat_out_upload.csv -D vdb",,,,"Date:","20 Apr 2024 19:15:46 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,20-04 19:15:46
1.998,1.998,7.994,7.994,20-04 19:15:47
0,0,0,0,20-04 19:15:48
0,1.000,0,16.000,20-04 19:15:49
0,0,0,0,20-04 19:15:50
0,2.000,0,204.004,20-04 19:15:51
0,0,0,0,20-04 19:15:52
0,0,0,0,20-04 19:15:53
0,32.001,0,960.031,20-04 19:15:54
0,0,0,0,20-04 19:15:55
0,2.000,0,12.000,20-04 19:15:56
0,62.999,0,55983.131,20-04 19:15:57
0,297.962,0,302961.721,20-04 19:15:58
0,509.092,0,523330.936,20-04 19:15:59
0,475.007,0,489091.041,20-04 19:16:00
0,318.982,0,362088.087,20-04 19:16:01
0,0,0,0,20-04 19:16:02
0,0,0,0,20-04 19:16:03
0,0,0,0,20-04 19:16:04
0,0,0,0,20-04 19:16:05
0,49.002,0,44677.632,20-04 19:16:06
0,512.997,0,596732.047,20-04 19:16:07
0,480.001,0,560129.081,20-04 19:16:08
0,174.993,0,203511.310,20-04 19:16:09
0,0,0,0,20-04 19:16:10
0,2.000,0,75.999,20-04 19:16:11
0,0,0,0,20-04 19:16:12
0,0,0,0,20-04 19:16:13
0,107.965,0,126423.005,20-04 19:16:14
0,462.112,0,536961.838,20-04 19:16:15
0,567.092,0,657366.593,20-04 19:16:16
0,71.990,0,83443.874,20-04 19:16:17
0,0,0,0,20-04 19:16:18
0,0,0,0,20-04 19:16:19
0,0,0,0,20-04 19:16:20
0,2.000,0,40.001,20-04 19:16:21
0,297.981,0,342566.439,20-04 19:16:22
0,307.036,0,356994.329,20-04 19:16:23
0,0,0,0,20-04 19:16:24
0,0,0,0,20-04 19:16:25
0,95.005,0,108853.401,20-04 19:16:26
0,184.999,0,216742.421,20-04 19:16:27
0,473.003,0,553307.857,20-04 19:16:28
0,411.009,0,480690.020,20-04 19:16:29
0,332.990,0,389364.656,20-04 19:16:30
0,7.000,0,187.998,20-04 19:16:31
0,0,0,0,20-04 19:16:32
0,0,0,0,20-04 19:16:33
0,0,0,0,20-04 19:16:34
0,0,0,0,20-04 19:16:35
0,366.994,0,428056.610,20-04 19:16:36
0,270.005,0,315397.813,20-04 19:16:37
0,0,0,0,20-04 19:16:38
0,0,0,0,20-04 19:16:39
0,186.017,0,217107.767,20-04 19:16:40
0,385.020,0,449363.288,20-04 19:16:41
0,483.948,0,564459.697,20-04 19:16:42
0,440.049,0,514104.785,20-04 19:16:43
0,0,0,0,20-04 19:16:44
0,0,0,0,20-04 19:16:45
0,2.000,0,68.002,20-04 19:16:46
0,0,0,0,20-04 19:16:47
0,0,0,0,20-04 19:16:48
0,170.007,0,168454.956,20-04 19:16:49
0,424.987,0,497136.430,20-04 19:16:50
0,20.000,0,16504.049,20-04 19:16:51
0,0,0,0,20-04 19:16:52
0,173.001,0,174801.224,20-04 19:16:53
0,136.002,0,156977.796,20-04 19:16:54
0,481.004,0,563717.160,20-04 19:16:55
0,424.025,0,493676.774,20-04 19:16:56
0,304.954,0,349643.559,20-04 19:16:57
0,0,0,0,20-04 19:16:58
0,0,0,0,20-04 19:16:59
0,0,0,0,20-04 19:17:00
0,2.000,0,39.998,20-04 19:17:01
0,159.008,0,154679.519,20-04 19:17:02
46.001,443.008,8664.149,469036.072,20-04 19:17:03
1196.988,0,152830.530,0,20-04 19:17:04
1054.008,0,134657.085,0,20-04 19:17:05
1100.987,2.000,140670.399,63.999,20-04 19:17:06
1287.036,109.003,164356.619,114787.226,20-04 19:17:07
1085.611,158.943,138830.295,167416.060,20-04 19:17:08
960.350,323.118,122796.760,357406.276,20-04 19:17:09
1270.118,336.031,162319.035,363905.706,20-04 19:17:10
1116.655,347.892,142675.906,367282.492,20-04 19:17:11
1260.249,324.064,161055.867,366548.526,20-04 19:17:12
1421.107,0,181901.667,0,20-04 19:17:13
1427.891,0,182514.121,0,20-04 19:17:14
1234.012,0,157697.588,0,20-04 19:17:15
1175.984,2.000,150397.972,63.999,20-04 19:17:16
1355.933,0,173431.377,0,20-04 19:17:17
1215.038,226.007,155268.917,254360.056,20-04 19:17:18
1326.761,297.946,169569.465,347073.500,20-04 19:17:19
1251.268,374.080,160034.214,437341.500,20-04 19:17:20
1150.606,367.193,147149.481,419136.695,20-04 19:17:21
1419.177,0,181398.853,0,20-04 19:17:22
1529.986,0,195454.248,0,20-04 19:17:23
1458.037,0,186628.780,0,20-04 19:17:24
1460.947,0,186745.246,0,20-04 19:17:25
1459.001,24.000,186752.088,25892.012,20-04 19:17:26
1234.097,332.026,157708.449,383322.259,20-04 19:17:27
1262.932,310.983,161655.245,363520.311,20-04 19:17:28
1185.018,347.005,151554.288,406514.138,20-04 19:17:29
1348.996,311.999,172415.470,352766.915,20-04 19:17:30
1489.032,2.000,190596.079,80.002,20-04 19:17:31
1423.778,0,182115.657,0,20-04 19:17:32
1528.233,0,195613.780,0,20-04 19:17:33
1471.941,0,188280.426,0,20-04 19:17:34
1436.082,112.006,183818.555,131079.526,20-04 19:17:35
1109.962,310.989,142075.108,343948.156,20-04 19:17:36
1186.001,321.000,151680.088,369616.215,20-04 19:17:37
1206.981,367.994,154493.615,426625.414,20-04 19:17:38
1293.007,245.001,165248.853,264825.366,20-04 19:17:39
1279.003,0,163712.387,0,20-04 19:17:40
1343.027,2.000,171907.517,64.001,20-04 19:17:41
1427.971,0,182652.318,0,20-04 19:17:42
1425.039,0,182404.967,0,20-04 19:17:43
1293.989,49.000,165502.649,54063.559,20-04 19:17:44
1117.003,345.001,142848.366,367568.943,20-04 19:17:45
974.099,337.034,124556.645,373549.923,20-04 19:17:46
1169.919,353.975,149749.629,403760.036,20-04 19:17:47
1127.966,273.992,144379.666,309878.699,20-04 19:17:48
1533.991,0,196222.901,0,20-04 19:17:49
1228.994,0,157311.218,0,20-04 19:17:50
1318.995,6.000,168703.400,120.000,20-04 19:17:51
1452.982,0,185853.751,0,20-04 19:17:52
1425.000,18.000,182399.943,19755.994,20-04 19:17:53
1136.126,272.030,145296.155,306422.071,20-04 19:17:54
1217.876,322.967,155760.100,374233.798,20-04 19:17:55
1234.052,230.010,157958.667,262975.100,20-04 19:17:56
1443.970,0,184700.146,0,20-04 19:17:57
1468.026,0,187907.340,0,20-04 19:17:58
1443.003,8.000,184576.348,9344.018,20-04 19:17:59
1313.001,199.000,167808.096,226704.129,20-04 19:18:00
1188.987,104.999,152190.306,120342.661,20-04 19:18:01
1168.087,155.011,149259.067,176197.065,20-04 19:18:02
1148.895,143.987,146930.526,167920.602,20-04 19:18:03
1410.124,136.012,180495.843,155661.663,20-04 19:18:04
1151.924,240.984,147446.330,282477.475,20-04 19:18:05
875.013,385.006,111873.688,444998.714,20-04 19:18:06
1322.018,338.005,169218.289,377025.100,20-04 19:18:07
1275.053,290.012,163206.833,336210.077,20-04 19:18:08
1545.025,96.002,197635.138,96129.527,20-04 19:18:09
1436.995,0,183807.372,0,20-04 19:18:10
1196.001,6.000,153088.124,148.000,20-04 19:18:11
1334.002,0,170624.318,0,20-04 19:18:12
1444.887,0,184945.544,0,20-04 19:18:13
1383.018,159.002,176898.322,177282.327,20-04 19:18:14
1167.969,335.991,149244.053,380041.949,20-04 19:18:15
1229.981,214.997,157437.520,223512.480,20-04 19:18:16
1164.004,0,148992.469,0,20-04 19:18:17
1317.031,0,168324.010,0,20-04 19:18:18
1283.030,103.002,164227.846,116738.734,20-04 19:18:19
1215.943,161.992,155640.671,178167.611,20-04 19:18:20
1198.012,130.001,153089.472,143465.380,20-04 19:18:21
1322.112,133.011,169230.297,143372.112,20-04 19:18:22
1227.898,147.988,157043.007,169745.956,20-04 19:18:23
684.008,272.003,87329.030,293119.456,20-04 19:18:24
142.000,342.000,18079.981,371171.603,20-04 19:18:25
0,365.998,0,412117.874,20-04 19:18:26
3.000,230.025,2040.220,260652.141,20-04 19:18:27
3.000,0,2039.896,0,20-04 19:18:28
2.000,0,8.000,0,20-04 19:18:29
0,0,0,0,20-04 19:18:30
0,0,0,0,20-04 19:18:31
0,4.000,0,604.030,20-04 19:18:32
15.999,0,271.990,0,20-04 19:18:33
10.000,3.000,40.000,12.000,20-04 19:18:34
2.000,3.000,8.000,12.000,20-04 19:18:35
6.000,0,24.000,0,20-04 19:18:36
0,17.000,0,467.998,20-04 19:18:37
