"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out25/dstat_out_wf.csv -D vdb",,,,"Date:","07 May 2024 04:12:42 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,07-05 04:12:42
0,0,0,0,07-05 04:12:43
130.992,0,5131.672,0,07-05 04:12:44
0,0,0,0,07-05 04:12:45
0,0,0,0,07-05 04:12:46
0,0,0,0,07-05 04:12:47
0,0,0,0,07-05 04:12:48
154.029,7.001,2140.399,412.077,07-05 04:12:49
142.993,0,2395.877,0,07-05 04:12:50
434.982,0,24594.973,0,07-05 04:12:51
452.033,0,29138.125,0,07-05 04:12:52
488.976,0,33230.390,0,07-05 04:12:53
613.983,2.000,55938.492,63.998,07-05 04:12:54
644.025,0,46805.797,0,07-05 04:12:55
281.003,0,72952.706,0,07-05 04:12:56
361.037,0,76747.898,0,07-05 04:12:57
553.519,0,70850.447,0,07-05 04:12:58
319.000,0,40831.944,0,07-05 04:12:59
154.001,0,19712.155,0,07-05 04:13:00
170.003,0,21760.421,0,07-05 04:13:01
171.005,2.000,21888.581,12.000,07-05 04:13:02
170.000,0,21759.961,0,07-05 04:13:03
195.997,0,25087.603,0,07-05 04:13:04
154.001,21.000,19712.099,184.001,07-05 04:13:05
161.997,0,20735.679,0,07-05 04:13:06
170.002,0,21760.247,0,07-05 04:13:07
164.994,0,21119.263,0,07-05 04:13:08
153.006,0,19584.760,0,07-05 04:13:09
168.001,0,21504.081,0,07-05 04:13:10
224.993,0,28799.073,0,07-05 04:13:11
227.006,0,29056.774,0,07-05 04:13:12
141.988,0,18174.447,0,07-05 04:13:13
199.018,0,25474.243,0,07-05 04:13:14
141.994,0,18175.256,0,07-05 04:13:15
199.007,0,25472.920,0,07-05 04:13:16
228.000,0,29056.004,0,07-05 04:13:17
199.000,0,25471.942,0,07-05 04:13:18
144.001,0,18432.086,0,07-05 04:13:19
196.999,3.000,25215.866,24.000,07-05 04:13:20
123.006,0,15744.734,0,07-05 04:13:21
160.990,0,20606.759,0,07-05 04:13:22
199.009,0,25473.212,0,07-05 04:13:23
207.994,0,26623.198,0,07-05 04:13:24
190.005,2.000,24320.629,8.000,07-05 04:13:25
170.989,2.000,21886.640,11.999,07-05 04:13:26
228.008,0,29185.079,0,07-05 04:13:27
142.004,0,18176.489,0,07-05 04:13:28
142.998,0,18303.680,0,07-05 04:13:29
200.001,0,25476.096,0,07-05 04:13:30
228.000,0,29183.948,0,07-05 04:13:31
202.999,0,25983.817,0,07-05 04:13:32
119.000,0,15232.035,0,07-05 04:13:33
220.000,0,28159.938,0,07-05 04:13:34
181.997,0,23295.679,0,07-05 04:13:35
159.002,2.000,20352.308,12.000,07-05 04:13:36
199.998,0,25599.718,0,07-05 04:13:37
142.004,0,18176.491,0,07-05 04:13:38
170.997,0,21887.639,0,07-05 04:13:39
227.989,0,29182.560,0,07-05 04:13:40
171.010,1.000,21889.242,4.000,07-05 04:13:41
170.995,0,21887.358,0,07-05 04:13:42
143.005,0,18304.686,0,07-05 04:13:43
172.997,0,22143.649,0,07-05 04:13:44
224.992,0,28798.951,0,07-05 04:13:45
172.001,0,22016.149,0,07-05 04:13:46
171.005,0,21888.656,0,07-05 04:13:47
170.002,0,21760.200,0,07-05 04:13:48
170.968,0,21883.907,0,07-05 04:13:49
212.042,0,27141.399,0,07-05 04:13:50
186.994,0,23935.282,0,07-05 04:13:51
228.004,0,29184.568,0,07-05 04:13:52
113.994,2.000,14591.181,11.999,07-05 04:13:53
171.011,0,21889.454,0,07-05 04:13:54
199.999,0,25599.934,0,07-05 04:13:55
171.000,0,21888.059,0,07-05 04:13:56
141.993,0,18175.146,0,07-05 04:13:57
199.010,0,25473.230,0,07-05 04:13:58
143.000,0,18303.949,0,07-05 04:13:59
198.985,0,25470.065,0,07-05 04:14:00
168.007,0,21504.914,0,07-05 04:14:01
145.999,1.000,18687.927,4.000,07-05 04:14:02
178.009,0,22785.156,0,07-05 04:14:03
163.968,0,20987.871,0,07-05 04:14:04
142.023,0,18178.919,0,07-05 04:14:05
199.990,0,25598.758,0,07-05 04:14:06
171.008,0,21888.978,0,07-05 04:14:07
199.001,0,25472.172,0,07-05 04:14:08
142.994,2.000,18303.288,12.000,07-05 04:14:09
199.007,0,25472.848,0,07-05 04:14:10
198.996,0,25471.440,0,07-05 04:14:11
145.004,0,18560.491,0,07-05 04:14:12
168.988,0,21630.405,0,07-05 04:14:13
199.006,0,25472.775,0,07-05 04:14:14
181.998,0,23295.720,0,07-05 04:14:15
160.008,0,20481.076,0,07-05 04:14:16
227.980,2.000,29181.399,11.999,07-05 04:14:17
164.982,0,21117.675,0,07-05 04:14:18
149.018,0,19074.274,0,07-05 04:14:19
194.001,0,24832.124,0,07-05 04:14:20
148.003,0,18944.440,0,07-05 04:14:21
227.996,0,29183.464,0,07-05 04:14:22
180.009,0,23041.175,0,07-05 04:14:23
132.998,2.000,17023.756,12.000,07-05 04:14:24
187.002,0,23936.225,0,07-05 04:14:25
182.999,0,23423.864,0,07-05 04:14:26
227.989,1.000,29182.612,4.000,07-05 04:14:27
143.004,0,18304.484,0,07-05 04:14:28
126.000,0,16127.939,0,07-05 04:14:29
216.006,0,27648.814,0,07-05 04:14:30
227.973,0,29180.500,0,07-05 04:14:31
156.012,0,19969.544,0,07-05 04:14:32
162.998,3.000,20863.746,16.000,07-05 04:14:33
164.988,0,21118.490,0,07-05 04:14:34
200.014,0,25601.811,0,07-05 04:14:35
169.992,0,21758.916,0,07-05 04:14:36
228.017,0,29186.200,0,07-05 04:14:37
142.982,0,18301.632,0,07-05 04:14:38
124.010,0,15873.247,0,07-05 04:14:39
161.002,2.000,20608.258,12.000,07-05 04:14:40
199.005,0,25472.694,0,07-05 04:14:41
179.002,0,22912.302,0,07-05 04:14:42
134.970,0,17276.223,0,07-05 04:14:43
199.992,0,25470.950,0,07-05 04:14:44
171.003,0,21888.387,0,07-05 04:14:45
227.956,0,29178.390,0,07-05 04:14:46
142.058,0,18183.469,0,07-05 04:14:47
143.006,0,18304.713,0,07-05 04:14:48
170.995,0,21887.413,0,07-05 04:14:49
170.999,0,21887.845,0,07-05 04:14:50
171.004,0,21888.451,0,07-05 04:14:51
171.004,0,21888.562,0,07-05 04:14:52
176.001,0,22528.145,0,07-05 04:14:53
136.999,0,17535.928,0,07-05 04:14:54
200.000,0,25599.993,0,07-05 04:14:55
142.001,0,18176.064,0,07-05 04:14:56
200.000,0,25599.997,0,07-05 04:14:57
198.924,1.999,25462.302,11.995,07-05 04:14:58
143.047,0,18310.061,0,07-05 04:14:59
218.999,0,28031.935,0,07-05 04:15:00
121.998,0,15615.701,0,07-05 04:15:01
143.003,0,18304.320,0,07-05 04:15:02
170.993,2.000,21887.131,8.000,07-05 04:15:03
199.008,0,25473.042,0,07-05 04:15:04
200.000,0,25600.028,0,07-05 04:15:05
227.996,0,29183.530,0,07-05 04:15:06
28.000,0,3584.055,0,07-05 04:15:07
200.002,1.000,25600.258,4.000,07-05 04:15:08
198.995,0,25471.403,0,07-05 04:15:09
171.000,0,21888.020,0,07-05 04:15:10
187.008,0,23936.980,0,07-05 04:15:11
155.000,0,19840.017,0,07-05 04:15:12
141.999,0,18175.855,0,07-05 04:15:13
200.004,2.000,25600.465,12.000,07-05 04:15:14
199.001,0,25472.182,0,07-05 04:15:15
143.000,0,18303.962,0,07-05 04:15:16
157.002,0,20096.309,0,07-05 04:15:17
155.998,0,19967.749,0,07-05 04:15:18
199.999,0,25599.904,0,07-05 04:15:19
198.848,0,25452.494,0,07-05 04:15:20
143.104,0,18317.345,0,07-05 04:15:21
199.005,0,25472.678,0,07-05 04:15:22
199.003,0,25472.348,0,07-05 04:15:23
172.001,0,22016.139,0,07-05 04:15:24
151.989,0,19454.639,0,07-05 04:15:25
215.004,0,27520.459,0,07-05 04:15:26
145.000,0,18560.018,0,07-05 04:15:27
199.999,0,25599.902,0,07-05 04:15:28
171.001,0,21888.186,0,07-05 04:15:29
170.999,2.000,21887.875,12.000,07-05 04:15:30
171.002,0,21888.283,0,07-05 04:15:31
179.001,0,22912.109,0,07-05 04:15:32
162.999,0,20863.868,0,07-05 04:15:33
171.003,0,21888.387,0,07-05 04:15:34
170.999,0,21887.922,0,07-05 04:15:35
226.997,0,29055.566,0,07-05 04:15:36
114.000,0,14591.959,0,07-05 04:15:37
199.999,0,25599.935,0,07-05 04:15:38
198.997,0,25471.634,0,07-05 04:15:39
171.002,0,21888.303,0,07-05 04:15:40
143.000,0,18303.972,0,07-05 04:15:41
227.944,0,29176.870,0,07-05 04:15:42
113.997,0,14591.669,0,07-05 04:15:43
199.028,0,25475.617,0,07-05 04:15:44
171.025,0,21891.171,0,07-05 04:15:45
228.001,2.000,29184.155,12.000,07-05 04:15:46
142.926,0,18294.481,0,07-05 04:15:47
171.044,0,21893.587,0,07-05 04:15:48
188.051,0,24070.511,0,07-05 04:15:49
124.932,0,15991.322,0,07-05 04:15:50
156.084,0,19978.787,0,07-05 04:15:51
185.934,0,23799.497,0,07-05 04:15:52
228.077,0,29193.871,0,07-05 04:15:53
129.999,0,16639.858,0,07-05 04:15:54
183.000,2.000,23424.053,8.000,07-05 04:15:55
170.958,0,21882.659,0,07-05 04:15:56
180.044,0,23045.669,0,07-05 04:15:57
243.995,0,31231.372,0,07-05 04:15:58
146.000,0,18687.959,0,07-05 04:15:59
182.999,0,23423.926,0,07-05 04:16:00
178.001,2.000,22784.135,20.000,07-05 04:16:01
209.003,0,26752.343,0,07-05 04:16:02
169.004,0,21632.570,0,07-05 04:16:03
122.002,0,15616.221,0,07-05 04:16:04
192.967,0,24699.823,0,07-05 04:16:05
200.014,0,25601.812,0,07-05 04:16:06
198.911,0,25460.567,0,07-05 04:16:07
200.100,0,25612.777,0,07-05 04:16:08
200.997,0,25727.570,0,07-05 04:16:09
66.993,0,8575.115,0,07-05 04:16:10
217.033,0,27652.260,0,07-05 04:16:11
170.833,0,21866.637,0,07-05 04:16:12
143.142,0,18322.163,0,07-05 04:16:13
113.982,0,14589.677,0,07-05 04:16:14
199.037,0,25476.748,0,07-05 04:16:15
222.001,0,28416.170,0,07-05 04:16:16
177.000,0,22655.998,0,07-05 04:16:17
138.756,0,17760.737,0,07-05 04:16:18
160.272,2.003,20514.875,12.020,07-05 04:16:19
157.005,3.000,20096.687,12.000,07-05 04:16:20
228.000,0,29183.979,0,07-05 04:16:21
200.001,0,25472.077,0,07-05 04:16:22
114.001,0,14592.137,0,07-05 04:16:23
193.999,0,24831.909,0,07-05 04:16:24
203.000,0,25983.957,0,07-05 04:16:25
