"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out8/dstat_out_wf.csv -D vdb",,,,"Date:","09 May 2024 16:56:23 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,09-05 16:56:23
0,4.995,0,35.962,09-05 16:56:24
10.998,0,455.929,0,09-05 16:56:25
0,0,0,0,09-05 16:56:26
0,10.999,0,51.996,09-05 16:56:27
0,0,0,0,09-05 16:56:28
142.018,6.001,17906.230,128.016,09-05 16:56:29
659.885,0,84465.307,0,09-05 16:56:30
166.020,0,21250.554,0,09-05 16:56:31
171.011,0,21889.456,0,09-05 16:56:32
197.991,0,25342.839,0,09-05 16:56:33
228.010,0,29185.322,0,09-05 16:56:34
36.994,11.998,4735.244,127.980,09-05 16:56:35
198.026,0,25347.298,0,09-05 16:56:36
190.587,0,24395.172,0,09-05 16:56:37
229.504,6.013,29252.283,276.608,09-05 16:56:38
169.992,0,21758.956,0,09-05 16:56:39
227.013,0,29057.697,0,09-05 16:56:40
85.993,0,11007.157,0,09-05 16:56:41
170.004,0,21760.495,0,09-05 16:56:42
171.005,0,21888.676,0,09-05 16:56:43
198.972,3.000,25468.413,39.994,09-05 16:56:44
113.019,0,14466.415,0,09-05 16:56:45
192.988,0,24702.403,0,09-05 16:56:46
178.014,0,22661.770,0,09-05 16:56:47
159.998,0,20479.746,0,09-05 16:56:48
152.002,0,19456.295,0,09-05 16:56:49
198.995,0,25471.307,0,09-05 16:56:50
140.004,0,17920.499,0,09-05 16:56:51
200.993,0,25727.058,0,09-05 16:56:52
87.002,4.000,11136.241,12.000,09-05 16:56:53
226.011,0,28929.402,0,09-05 16:56:54
159.980,0,20477.427,0,09-05 16:56:55
152.020,0,19458.509,0,09-05 16:56:56
157.966,0,20219.710,0,09-05 16:56:57
155.008,0,19841.025,0,09-05 16:56:58
169.986,0,21758.148,0,09-05 16:56:59
117.022,0,14978.762,0,09-05 16:57:00
196.986,0,25214.246,0,09-05 16:57:01
171.010,0,21889.300,0,09-05 16:57:02
161.990,0,20734.675,0,09-05 16:57:03
180.015,0,23041.871,0,09-05 16:57:04
141.983,0,18173.862,0,09-05 16:57:05
171.018,0,21890.254,0,09-05 16:57:06
114.006,0,14592.818,0,09-05 16:57:07
199.982,0,25597.714,0,09-05 16:57:08
123.007,0,15744.936,0,09-05 16:57:09
132.992,4.000,17023.024,11.999,09-05 16:57:10
199.010,0,25473.306,0,09-05 16:57:11
195.984,0,25085.977,0,09-05 16:57:12
72.004,0,9216.526,0,09-05 16:57:13
201.991,0,25854.848,0,09-05 16:57:14
157.012,6.000,20097.497,32.002,09-05 16:57:15
164.986,0,21118.223,0,09-05 16:57:16
149.013,0,19073.701,0,09-05 16:57:17
227.988,0,29182.476,0,09-05 16:57:18
114.002,0,14592.233,0,09-05 16:57:19
198.993,1.000,25471.119,4.000,09-05 16:57:20
106.999,0,13695.869,0,09-05 16:57:21
178.000,3.000,22784.054,16.000,09-05 16:57:22
227.993,0,29183.091,0,09-05 16:57:23
182.988,0,23422.515,0,09-05 16:57:24
130.012,0,16641.491,0,09-05 16:57:25
143.006,0,18304.770,0,09-05 16:57:26
198.988,2.000,25470.438,8.000,09-05 16:57:27
184.012,3.000,23553.506,12.001,09-05 16:57:28
186.995,0,23935.346,0,09-05 16:57:29
199.006,0,25472.754,0,09-05 16:57:30
132.996,0,17023.526,0,09-05 16:57:31
181.002,0,23168.318,0,09-05 16:57:32
170.006,1.000,21760.769,4.000,09-05 16:57:33
142.996,0,18303.488,0,09-05 16:57:34
171.004,0,21888.539,0,09-05 16:57:35
171.001,0,21888.135,0,09-05 16:57:36
170.998,0,21887.726,0,09-05 16:57:37
144.005,0,18432.589,0,09-05 16:57:38
168.999,0,21631.934,0,09-05 16:57:39
199.996,0,25599.427,0,09-05 16:57:40
142.000,0,18175.970,0,09-05 16:57:41
133.000,0,17024.032,0,09-05 16:57:42
152.001,0,19456.098,0,09-05 16:57:43
195.986,1.000,25086.208,4.000,09-05 16:57:44
118.006,3.000,15104.807,12.001,09-05 16:57:45
178.002,0,22784.318,0,09-05 16:57:46
163.998,0,20991.770,0,09-05 16:57:47
199.001,0,25472.103,0,09-05 16:57:48
124.001,0,15872.071,0,09-05 16:57:49
132.998,1.000,17023.712,4.000,09-05 16:57:50
200.002,0,25472.254,0,09-05 16:57:51
142.001,0,18176.173,0,09-05 16:57:52
170.994,0,21887.193,0,09-05 16:57:53
75.000,0,9599.945,0,09-05 16:57:54
210.009,0,26881.108,0,09-05 16:57:55
114.001,0,14592.129,0,09-05 16:57:56
170.987,0,21886.325,0,09-05 16:57:57
228.020,0,29186.577,0,09-05 16:57:58
141.000,0,18047.942,0,09-05 16:57:59
143.998,0,18431.693,0,09-05 16:58:00
170.995,0,21887.321,0,09-05 16:58:01
198.999,1.000,25471.838,4.000,09-05 16:58:02
171.008,4.000,21888.969,12.001,09-05 16:58:03
149.000,0,19072.014,0,09-05 16:58:04
136.007,0,17408.842,0,09-05 16:58:05
170.997,0,21887.606,0,09-05 16:58:06
170.991,0,21886.870,0,09-05 16:58:07
143.002,1.000,18304.298,4.000,09-05 16:58:08
171.001,0,21888.077,0,09-05 16:58:09
151.004,0,19328.535,0,09-05 16:58:10
190.996,0,24447.488,0,09-05 16:58:11
171.997,0,22015.671,0,09-05 16:58:12
143.003,0,18304.358,0,09-05 16:58:13
157.998,0,20223.689,0,09-05 16:58:14
169.000,0,21632.063,0,09-05 16:58:15
155.000,0,19839.987,0,09-05 16:58:16
200.001,0,25600.135,0,09-05 16:58:17
181.999,0,23295.874,0,09-05 16:58:18
103.004,0,13184.466,0,09-05 16:58:19
199.000,4.000,25472.032,16.000,09-05 16:58:20
170.996,0,21887.517,0,09-05 16:58:21
143.004,0,18304.450,0,09-05 16:58:22
170.989,0,21886.604,0,09-05 16:58:23
143.009,0,18177.123,0,09-05 16:58:24
117.000,1.000,14975.950,4.000,09-05 16:58:25
160.002,0,20480.257,0,09-05 16:58:26
178.997,0,22911.573,0,09-05 16:58:27
114.001,0,14592.119,0,09-05 16:58:28
171.003,0,21888.330,0,09-05 16:58:29
171.001,0,21888.119,0,09-05 16:58:30
113.999,0,14591.885,0,09-05 16:58:31
170.983,0,21885.798,0,09-05 16:58:32
205.018,0,26242.281,0,09-05 16:58:33
128.992,0,16511.040,0,09-05 16:58:34
179.010,0,22913.260,0,09-05 16:58:35
141.988,0,18174.486,0,09-05 16:58:36
