"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out38/dstat_out_wf.csv -D vdb",,,,"Date:","21 Apr 2024 14:53:13 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,21-04 14:53:13
94.902,0,7244.530,0,21-04 14:53:14
168.999,0,6003.948,0,21-04 14:53:15
0,0,0,0,21-04 14:53:16
0,10.000,0,52.000,21-04 14:53:17
0,1.000,0,4.000,21-04 14:53:18
0,0,0,0,21-04 14:53:19
0,2.000,0,175.995,21-04 14:53:20
0,0,0,0,21-04 14:53:21
0,0,0,0,21-04 14:53:22
0,0,0,0,21-04 14:53:23
0,0,0,0,21-04 14:53:24
0,19.000,0,164.000,21-04 14:53:25
0,0,0,0,21-04 14:53:26
0,0,0,0,21-04 14:53:27
0,0,0,0,21-04 14:53:28
0,2.000,0,12.000,21-04 14:53:29
0,0,0,0,21-04 14:53:30
0,0,0,0,21-04 14:53:31
0,0,0,0,21-04 14:53:32
0,0,0,0,21-04 14:53:33
0,1.000,0,4.000,21-04 14:53:34
0,0,0,0,21-04 14:53:35
0,0,0,0,21-04 14:53:36
0,0,0,0,21-04 14:53:37
0,0,0,0,21-04 14:53:38
0,0,0,0,21-04 14:53:39
0,0,0,0,21-04 14:53:40
0,0,0,0,21-04 14:53:41
0,2.000,0,12.000,21-04 14:53:42
0,0,0,0,21-04 14:53:43
0,0,0,0,21-04 14:53:44
0,5.000,0,324.015,21-04 14:53:45
0,0,0,0,21-04 14:53:46
0,1.000,0,4.000,21-04 14:53:47
0,2.000,0,40.001,21-04 14:53:48
0,0,0,0,21-04 14:53:49
0,2.000,0,84.003,21-04 14:53:50
0,0,0,0,21-04 14:53:51
0,0,0,0,21-04 14:53:52
152.989,6.000,19038.667,31.998,21-04 14:53:53
709.076,0,90761.747,0,21-04 14:53:54
775.017,2.000,99202.138,180.004,21-04 14:53:55
345.008,0,44161.007,0,21-04 14:53:56
0,0,0,0,21-04 14:53:57
0,3.000,0,11.999,21-04 14:53:58
0,0,0,0,21-04 14:53:59
0,7.000,0,132.000,21-04 14:54:00
0,1.000,0,35.999,21-04 14:54:01
0,0,0,0,21-04 14:54:02
0,2.000,0,88.005,21-04 14:54:03
0,0,0,0,21-04 14:54:04
0,0,0,0,21-04 14:54:05
0,0,0,0,21-04 14:54:06
0,9.000,0,7844.159,21-04 14:54:07
0,10.000,0,207.999,21-04 14:54:08
0,0,0,0,21-04 14:54:09
250.028,0,32003.608,0,21-04 14:54:10
300.996,0,38527.482,0,21-04 14:54:11
762.010,185.002,97153.252,181234.335,21-04 14:54:12
480.998,403.998,61567.709,393290.141,21-04 14:54:13
213.001,197.001,27264.086,192364.609,21-04 14:54:14
0,0,0,0,21-04 14:54:15
0,0,0,0,21-04 14:54:16
0,0,0,0,21-04 14:54:17
0,10.000,0,203.999,21-04 14:54:18
0,0,0,0,21-04 14:54:19
0,0,0,0,21-04 14:54:20
0,0,0,0,21-04 14:54:21
0,0,0,0,21-04 14:54:22
0,2.000,0,115.999,21-04 14:54:23
0,0,0,0,21-04 14:54:24
0,0,0,0,21-04 14:54:25
107.988,0,13822.445,0,21-04 14:54:26
392.042,0,50181.329,0,21-04 14:54:27
0,2.000,0,116.000,21-04 14:54:28
924.002,23.000,118272.258,11864.026,21-04 14:54:29
322.002,408.002,41216.192,206092.962,21-04 14:54:30
251.713,540.384,31963.556,301020.787,21-04 14:54:31
0,615.720,0,288509.420,21-04 14:54:32
1.000,110.994,4.000,68791.974,21-04 14:54:33
0,0,0,0,21-04 14:54:34
0,0,0,0,21-04 14:54:35
0,0,0,0,21-04 14:54:36
0,0,0,0,21-04 14:54:37
0,2.000,0,116.000,21-04 14:54:38
0,0,0,0,21-04 14:54:39
0,0,0,0,21-04 14:54:40
243.986,0,31230.152,0,21-04 14:54:41
6.000,0,768.054,0,21-04 14:54:42
