"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out19/dstat_out_upload.csv -D vdb",,,,"Date:","19 Apr 2024 00:35:32 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,19-04 00:35:32
0,0.999,0,3.996,19-04 00:35:33
0,0,0,0,19-04 00:35:34
0,0,0,0,19-04 00:35:35
0,0,0,0,19-04 00:35:36
0,4.000,0,256.000,19-04 00:35:37
1.000,243.000,4.000,240980.160,19-04 00:35:38
0,0,0,0,19-04 00:35:39
0,0,0,0,19-04 00:35:40
1.000,86.012,4.001,77134.814,19-04 00:35:41
0,304.949,0,307252.477,19-04 00:35:42
1.000,374.019,4.000,283238.346,19-04 00:35:43
0,0,0,0,19-04 00:35:44
0,0,0,0,19-04 00:35:45
0,0,0,0,19-04 00:35:46
0,6.000,0,47.999,19-04 00:35:47
4.001,271.078,16.005,274510.634,19-04 00:35:48
0,354.906,0,363424.188,19-04 00:35:49
0,0,0,0,19-04 00:35:50
2.000,13.000,8.000,10240.299,19-04 00:35:51
0,426.001,0,433137.027,19-04 00:35:52
0,214.005,0,216176.894,19-04 00:35:53
0,0,0,0,19-04 00:35:54
0,0,0,0,19-04 00:35:55
0,0,0,0,19-04 00:35:56
2.000,121.999,8.000,119830.944,19-04 00:35:57
0,500.208,0,503056.729,19-04 00:35:58
1.999,200.921,7.997,198578.361,19-04 00:35:59
0,360.988,0,366580.165,19-04 00:36:00
0,0,0,0,19-04 00:36:01
0,6.000,0,63.999,19-04 00:36:02
0,3.000,0,16.000,19-04 00:36:03
1.000,178.997,4.000,170036.841,19-04 00:36:04
0,461.021,0,461844.889,19-04 00:36:05
0,293.997,0,301053.010,19-04 00:36:06
0,6.000,0,76.000,19-04 00:36:07
0,0,0,0,19-04 00:36:08
1.000,4.000,4.000,1035.974,19-04 00:36:09
3.998,363.850,15.993,371546.683,19-04 00:36:10
2.000,575.996,8.000,587771.927,19-04 00:36:11
0,376.011,0,367814.976,19-04 00:36:12
0,0,0,0,19-04 00:36:13
0,0,0,0,19-04 00:36:14
0,100.959,0,102357.939,19-04 00:36:15
0,0,0,0,19-04 00:36:16
0,5.002,0,40.018,19-04 00:36:17
0,0,0,0,19-04 00:36:18
1.000,205.043,4.001,204842.840,19-04 00:36:19
1.000,313.998,4.000,319485.886,19-04 00:36:20
0,105.045,0,106541.706,19-04 00:36:21
1.000,24.991,3.999,16470.253,19-04 00:36:22
1.000,476.974,4.000,487397.117,19-04 00:36:23
0,213.997,0,218109.387,19-04 00:36:24
2.000,126.004,8.000,123908.155,19-04 00:36:25
1.000,471.988,4.000,482292.160,19-04 00:36:26
0,158.067,0,157898.868,19-04 00:36:27
0,0,0,0,19-04 00:36:28
0,105.000,0,106496.321,19-04 00:36:29
0,0,0,0,19-04 00:36:30
0,0,0,0,19-04 00:36:31
1.000,171.001,4.000,173000.953,19-04 00:36:32
0,161.999,0,158867.087,19-04 00:36:33
0,61.000,0,62407.680,19-04 00:36:34
4.002,247.101,16.007,252063.359,19-04 00:36:35
0,501.789,0,510761.316,19-04 00:36:36
0,21.000,0,13372.090,19-04 00:36:37
0,7.003,0,60.024,19-04 00:36:38
2.000,0,8.000,0,19-04 00:36:39
2.999,474.780,11.994,483048.305,19-04 00:36:40
0,443.982,0,452338.142,19-04 00:36:41
0,3.000,0,56.005,19-04 00:36:42
0,0,0,0,19-04 00:36:43
0,0,0,0,19-04 00:36:44
0,0,0,0,19-04 00:36:45
0.998,295.421,3.992,299444.934,19-04 00:36:46
1.002,552.112,4.008,562564.806,19-04 00:36:47
0,159.071,0,156805.832,19-04 00:36:48
0,0,0,0,19-04 00:36:49
0,0,0,0,19-04 00:36:50
1.000,215.063,4.001,219200.716,19-04 00:36:51
0,412.839,0,410612.143,19-04 00:36:52
0,263.974,0,253978.632,19-04 00:36:53
0,0,0,0,19-04 00:36:54
0,0,0,0,19-04 00:36:55
0,0,0,0,19-04 00:36:56
60.999,4.000,9195.778,39.999,19-04 00:36:57
107.053,184.092,13638.783,180313.674,19-04 00:36:58
6.997,499.804,2187.142,504538.177,19-04 00:36:59
0,573.212,0,576821.000,19-04 00:37:00
2.000,492.001,8.000,499393.183,19-04 00:37:01
0,371.858,0,371194.126,19-04 00:37:02
0,467.978,0,456002.827,19-04 00:37:03
0,402.017,0,386148.487,19-04 00:37:04
0,466.970,0,453458.849,19-04 00:37:05
0,183.000,0,179919.725,19-04 00:37:06
0,308.014,0,312333.911,19-04 00:37:07
1.000,585.244,4.002,585524.472,19-04 00:37:08
