"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out10/dstat_out_wf.csv -D vdb",,,,"Date:","13 Apr 2024 16:56:05 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,13-04 16:56:05
1.000,2.000,4.000,111.989,13-04 16:56:06
195.831,0,10434.982,0,13-04 16:56:07
39.003,0,2244.148,0,13-04 16:56:08
0,0,0,0,13-04 16:56:09
0,0,0,0,13-04 16:56:10
0,0,0,0,13-04 16:56:11
0,2.002,0,92.072,13-04 16:56:12
0,0,0,0,13-04 16:56:13
0,34.000,0,879.997,13-04 16:56:14
0,0,0,0,13-04 16:56:15
0,0,0,0,13-04 16:56:16
0,0,0,0,13-04 16:56:17
0,0,0,0,13-04 16:56:18
0,0,0,0,13-04 16:56:19
0,0,0,0,13-04 16:56:20
0,0,0,0,13-04 16:56:21
0,0,0,0,13-04 16:56:22
0,0,0,0,13-04 16:56:23
0,0,0,0,13-04 16:56:24
0,0,0,0,13-04 16:56:25
0,0,0,0,13-04 16:56:26
0,0,0,0,13-04 16:56:27
0,0,0,0,13-04 16:56:28
0,0,0,0,13-04 16:56:29
0,0,0,0,13-04 16:56:30
0,0,0,0,13-04 16:56:31
0,0,0,0,13-04 16:56:32
0,0,0,0,13-04 16:56:33
0,0,0,0,13-04 16:56:34
0,0,0,0,13-04 16:56:35
0,0,0,0,13-04 16:56:36
0,0,0,0,13-04 16:56:37
0,0,0,0,13-04 16:56:38
0,0,0,0,13-04 16:56:39
0,6.005,0,304.255,13-04 16:56:40
28.001,0,3040.118,0,13-04 16:56:41
78.003,0,9984.413,0,13-04 16:56:42
87.993,0,11263.120,0,13-04 16:56:43
90.002,0,11520.233,0,13-04 16:56:44
97.004,2.000,12288.451,36.001,13-04 16:56:45
92.001,0,11776.070,0,13-04 16:56:46
92.999,0,11775.912,0,13-04 16:56:47
83.001,0,10496.156,0,13-04 16:56:48
101.001,0,12800.160,0,13-04 16:56:49
101.999,4.000,13055.933,28.000,13-04 16:56:50
98.996,0,12543.454,0,13-04 16:56:51
122.999,0,15615.885,0,13-04 16:56:52
105.000,0,13312.022,0,13-04 16:56:53
105.001,0,13312.177,0,13-04 16:56:54
110.999,0,14079.915,0,13-04 16:56:55
48.002,0,6144.268,0,13-04 16:56:56
27.999,0,3583.820,0,13-04 16:56:57
111.000,0,14080.015,0,13-04 16:56:58
115.003,0,14592.431,0,13-04 16:56:59
102.001,0,13056.184,0,13-04 16:57:00
94.999,0,12159.894,0,13-04 16:57:01
91.997,0,11647.643,0,13-04 16:57:02
94.000,0,12031.957,0,13-04 16:57:03
107.001,0,13568.125,0,13-04 16:57:04
86.001,0,11008.083,0,13-04 16:57:05
84.999,0,10751.817,0,13-04 16:57:06
114.003,0,14336.351,0,13-04 16:57:07
100.998,0,12799.686,0,13-04 16:57:08
88.001,0,11264.071,0,13-04 16:57:09
80.001,0,10240.141,0,13-04 16:57:10
91.994,0,11775.256,0,13-04 16:57:11
112.006,0,14336.811,0,13-04 16:57:12
81.999,0,10495.920,0,13-04 16:57:13
107.998,0,13823.803,0,13-04 16:57:14
56.001,0,7168.126,0,13-04 16:57:15
103.999,0,13311.924,0,13-04 16:57:16
92.002,0,11776.242,0,13-04 16:57:17
59.001,0,7552.067,0,13-04 16:57:18
76.998,0,9855.765,0,13-04 16:57:19
88.000,0,11264.062,0,13-04 16:57:20
83.996,0,10751.503,0,13-04 16:57:21
54.000,0,6911.950,0,13-04 16:57:22
78.001,0,9984.157,0,13-04 16:57:23
68.003,0,8704.372,0,13-04 16:57:24
71.999,0,9215.876,0,13-04 16:57:25
94.002,0,12032.197,0,13-04 16:57:26
112.998,0,14463.683,0,13-04 16:57:27
78.999,0,10111.844,0,13-04 16:57:28
99.999,0,12799.876,0,13-04 16:57:29
108.007,0,13824.865,0,13-04 16:57:30
49.999,0,6399.855,0,13-04 16:57:31
99.999,0,12799.918,0,13-04 16:57:32
44.000,0,5632.044,0,13-04 16:57:33
108.001,0,13824.145,0,13-04 16:57:34
91.969,0,11772.010,0,13-04 16:57:35
91.951,0,11769.759,0,13-04 16:57:36
96.000,0,12287.951,0,13-04 16:57:37
89.074,0,11273.315,0,13-04 16:57:38
92.002,0,11776.264,0,13-04 16:57:39
118.003,0,15104.443,0,13-04 16:57:40
95.996,0,12287.521,0,13-04 16:57:41
91.999,0,11775.924,0,13-04 16:57:42
74.000,0,9472.062,0,13-04 16:57:43
66.003,0,8448.418,0,13-04 16:57:44
113.997,0,14591.631,0,13-04 16:57:45
125.997,0,16127.607,0,13-04 16:57:46
108.004,0,13824.547,0,13-04 16:57:47
68.001,0,8704.074,0,13-04 16:57:48
61.998,0,7935.783,0,13-04 16:57:49
87.999,0,11263.831,0,13-04 16:57:50
104.003,0,13312.380,0,13-04 16:57:51
46.001,0,5888.077,0,13-04 16:57:52
58.000,0,7423.967,0,13-04 16:57:53
42.000,0,5376.009,0,13-04 16:57:54
37.000,0,4736.049,0,13-04 16:57:55
32.999,0,4223.855,0,13-04 16:57:56
88.001,0,11264.146,0,13-04 16:57:57
116.000,0,14847.968,0,13-04 16:57:58
131.996,0,16895.542,0,13-04 16:57:59
92.002,0,11776.249,0,13-04 16:58:00
28.000,0,3584.012,0,13-04 16:58:01
29.998,0,3839.804,0,13-04 16:58:02
30.003,0,3840.379,0,13-04 16:58:03
26.000,0,3327.967,0,13-04 16:58:04
24.000,0,3071.960,0,13-04 16:58:05
26.000,0,3328.056,0,13-04 16:58:06
55.997,0,7167.634,0,13-04 16:58:07
102.003,0,13056.429,0,13-04 16:58:08
90.001,0,11520.071,0,13-04 16:58:09
102.000,0,13056.011,0,13-04 16:58:10
95.995,0,12287.372,0,13-04 16:58:11
84.004,0,10752.464,0,13-04 16:58:12
79.996,0,10239.536,0,13-04 16:58:13
116.003,0,14848.361,0,13-04 16:58:14
103.999,0,13311.844,0,13-04 16:58:15
91.000,0,11648.011,0,13-04 16:58:16
84.985,0,10878.046,0,13-04 16:58:17
112.019,0,14338.484,0,13-04 16:58:18
112.004,0,14336.547,0,13-04 16:58:19
137.999,0,17663.902,0,13-04 16:58:20
