"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out36/dstat_out_upload.csv -D vdb",,,,"Date:","21 Apr 2024 13:05:26 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,21-04 13:05:26
0,0.999,0,3.997,21-04 13:05:27
0,0,0,0,21-04 13:05:28
0,0,0,0,21-04 13:05:29
0,0,0,0,21-04 13:05:30
0,2.997,0,215.819,21-04 13:05:31
1.000,147.999,4.000,143699.270,21-04 13:05:32
0,0,0,0,21-04 13:05:33
0,0,0,0,21-04 13:05:34
0,0,0,0,21-04 13:05:35
1.000,141.006,4.000,139609.964,21-04 13:05:36
0,28.001,0,4384.165,21-04 13:05:37
0,482.312,0,495552.135,21-04 13:05:38
0,118.918,0,135458.650,21-04 13:05:39
0,0,0,0,21-04 13:05:40
0,0,0,0,21-04 13:05:41
0,389.627,0,396991.822,21-04 13:05:42
1.000,445.017,4.000,499218.669,21-04 13:05:43
0,320.989,0,373747.197,21-04 13:05:44
0,53.998,0,61949.835,21-04 13:05:45
0,0,0,0,21-04 13:05:46
0,9.001,0,172.011,21-04 13:05:47
0,0,0,0,21-04 13:05:48
0,0,0,0,21-04 13:05:49
2.000,267.999,8.000,312319.311,21-04 13:05:50
2.000,461.042,8.001,535601.146,21-04 13:05:51
0,78.996,0,90011.056,21-04 13:05:52
0,0,0,0,21-04 13:05:53
0,0,0,0,21-04 13:05:54
2.000,237.998,8.000,277501.899,21-04 13:05:55
2.000,430.006,8.000,503559.168,21-04 13:05:56
2.000,421.001,8.000,484732.732,21-04 13:05:57
0,52.001,0,61160.663,21-04 13:05:58
0,0,0,0,21-04 13:05:59
0,0,0,0,21-04 13:06:00
1.000,302.026,4.000,351930.206,21-04 13:06:01
0,402.985,0,468529.998,21-04 13:06:02
1.000,101.000,4.000,118783.539,21-04 13:06:03
0,0,0,0,21-04 13:06:04
0,0,0,0,21-04 13:06:05
0,0,0,0,21-04 13:06:06
0,141.019,0,158617.058,21-04 13:06:07
0,210.997,0,247011.933,21-04 13:06:08
0,137.006,0,159751.370,21-04 13:06:09
1.000,135.993,4.000,159735.408,21-04 13:06:10
3.000,268.010,12.000,314659.503,21-04 13:06:11
4.000,371.019,16.001,433750.397,21-04 13:06:12
1.000,250.992,4.000,294390.611,21-04 13:06:13
0,0,0,0,21-04 13:06:14
0,10.999,0,12543.229,21-04 13:06:15
1.000,356.011,4.000,416524.548,21-04 13:06:16
0,447.382,0,515060.061,21-04 13:06:17
0,125.999,0,147454.488,21-04 13:06:18
0,0,0,0,21-04 13:06:19
0,0,0,0,21-04 13:06:20
0,0,0,0,21-04 13:06:21
0,132.010,0,151615.833,21-04 13:06:22
0,130.000,0,151552.419,21-04 13:06:23
4.000,428.003,16.000,500739.195,21-04 13:06:24
3.000,355.004,12.000,385028.714,21-04 13:06:25
0,131.997,0,154620.646,21-04 13:06:26
0,8.000,0,160.006,21-04 13:06:27
0,149.994,0,174933.110,21-04 13:06:28
0,474.980,0,522473.910,21-04 13:06:29
0,151.133,0,174746.308,21-04 13:06:30
0,143.878,0,167793.978,21-04 13:06:31
0,2.000,0,64.000,21-04 13:06:32
0,0,0,0,21-04 13:06:33
0,0,0,0,21-04 13:06:34
0,56.046,0,67639.505,21-04 13:06:35
0,370.663,0,431735.387,21-04 13:06:36
0,7.001,0,116.009,21-04 13:06:37
0,132.995,0,155641.973,21-04 13:06:38
0,133.001,0,155649.473,21-04 13:06:39
0,167.002,0,168622.424,21-04 13:06:40
0,377.009,0,398685.051,21-04 13:06:41
6.000,485.994,2155.972,528665.145,21-04 13:06:42
829.986,336.994,107626.221,359422.057,21-04 13:06:43
1135.988,180.998,145406.463,192685.963,21-04 13:06:44
1265.007,0,161664.926,0,21-04 13:06:45
1254.977,0,160637.005,0,21-04 13:06:46
1156.025,114.002,147971.159,105026.242,21-04 13:06:47
1272.014,0,162689.731,0,21-04 13:06:48
1485.776,0,190179.272,0,21-04 13:06:49
1056.005,0,135168.703,0,21-04 13:06:50
1230.049,211.008,157446.237,235385.324,21-04 13:06:51
1268.010,213.002,162177.269,235721.844,21-04 13:06:52
1442.055,24.001,184455.014,28161.071,21-04 13:06:53
1265.008,307.002,161920.994,352258.163,21-04 13:06:54
1257.922,294.982,161014.048,340330.965,21-04 13:06:55
1435.993,0,182910.532,0,21-04 13:06:56
1345.060,202.858,172167.743,218087.668,21-04 13:06:57
1219.016,384.005,155522.067,444933.915,21-04 13:06:58
1220.965,328.991,155259.568,383733.046,21-04 13:06:59
1473.046,103.003,187525.893,120067.773,21-04 13:07:00
1460.977,118.998,186621.032,139133.787,21-04 13:07:01
1456.975,2.000,186492.840,67.999,21-04 13:07:02
1266.996,0,162175.429,0,21-04 13:07:03
1411.093,0,180619.940,0,21-04 13:07:04
1476.098,30.002,188684.527,34306.278,21-04 13:07:05
1210.844,339.956,154092.122,395852.934,21-04 13:07:06
1302.005,148.001,165760.597,167888.605,21-04 13:07:07
1534.271,0,196386.730,0,21-04 13:07:08
1208.931,264.766,154743.194,306544.988,21-04 13:07:09
1371.068,318.016,175496.717,352069.487,21-04 13:07:10
1053.083,224.018,134794.593,258656.327,21-04 13:07:11
935.964,291.989,119803.427,335471.194,21-04 13:07:12
984.921,321.974,125941.852,360930.919,21-04 13:07:13
1357.095,98.007,173580.117,114567.998,21-04 13:07:14
1235.930,0,158071.035,0,21-04 13:07:15
1487.326,0,190377.685,0,21-04 13:07:16
1229.898,1.998,157299.069,51.953,21-04 13:07:17
1283.927,0,164214.721,0,21-04 13:07:18
1433.179,0,183318.886,0,21-04 13:07:19
1067.960,255.990,136698.895,290045.169,21-04 13:07:20
1472.288,131.115,188452.822,152445.330,21-04 13:07:21
1417.036,104.003,181252.617,104382.659,21-04 13:07:22
1264.828,350.675,161897.947,363367.218,21-04 13:07:23
1281.123,329.032,163983.730,360602.592,21-04 13:07:24
1363.957,226.993,174458.554,261623.832,21-04 13:07:25
1490.876,0,190832.096,0,21-04 13:07:26
1477.136,2.000,189073.385,64.006,21-04 13:07:27
1236.063,58.050,158216.045,60247.805,21-04 13:07:28
1333.932,376.981,170743.339,416326.881,21-04 13:07:29
1093.105,342.719,139917.422,391743.203,21-04 13:07:30
1158.919,341.976,148213.662,384101.207,21-04 13:07:31
1322.103,46.004,169101.233,45603.569,21-04 13:07:32
1202.964,0,153979.335,0,21-04 13:07:33
1290.695,0,165080.938,0,21-04 13:07:34
1191.317,0,152488.635,0,21-04 13:07:35
1081.035,157.005,138372.459,177541.722,21-04 13:07:36
1078.992,338.997,138110.951,375589.146,21-04 13:07:37
1424.964,338.992,182139.449,384762.386,21-04 13:07:38
1476.196,15.012,188953.119,16521.388,21-04 13:07:39
1362.890,0,174449.931,0,21-04 13:07:40
1287.015,0,164737.916,0,21-04 13:07:41
1256.007,151.001,160640.837,164164.855,21-04 13:07:42
1329.965,236.994,170235.489,266008.950,21-04 13:07:43
1447.024,122.002,185219.054,139266.296,21-04 13:07:44
1542.233,0,197277.709,0,21-04 13:07:45
1397.024,132.002,178691.038,148866.531,21-04 13:07:46
1074.975,122.997,136956.808,137904.786,21-04 13:07:47
1359.875,243.798,172785.003,278553.469,21-04 13:07:48
1396.002,311.000,177152.232,354560.464,21-04 13:07:49
1406.803,303.957,179814.805,331477.555,21-04 13:07:50
1131.158,342.048,144404.150,380337.072,21-04 13:07:51
1492.044,8.000,190981.583,160.005,21-04 13:07:52
1292.049,0,165382.254,0,21-04 13:07:53
1231.979,0,157565.330,0,21-04 13:07:54
1378.827,29.975,176489.884,31333.349,21-04 13:07:55
1031.068,326.022,131976.761,365720.278,21-04 13:07:56
917.952,404.979,117497.828,412250.344,21-04 13:07:57
1014.954,356.984,129914.125,385294.575,21-04 13:07:58
1265.042,34.001,161925.416,35869.200,21-04 13:07:59
1365.980,0,174717.493,0,21-04 13:08:00
