"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out1/dstat_out_wf.csv -D vdb",,,,"Date:","18 Apr 2024 08:00:52 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,18-04 08:00:52
60.940,0,831.183,0,18-04 08:00:53
92.005,0,3756.216,0,18-04 08:00:54
0,0,0,0,18-04 08:00:55
0,7.000,0,272.004,18-04 08:00:56
0,0,0,0,18-04 08:00:57
0,0,0,0,18-04 08:00:58
0,0,0,0,18-04 08:00:59
0,0,0,0,18-04 08:01:00
0,0,0,0,18-04 08:01:01
0,0,0,0,18-04 08:01:02
0,0,0,0,18-04 08:01:03
0,0,0,0,18-04 08:01:04
0,0,0,0,18-04 08:01:05
0,0,0,0,18-04 08:01:06
0,0,0,0,18-04 08:01:07
0,0,0,0,18-04 08:01:08
0,3.000,0,12.000,18-04 08:01:09
0,0,0,0,18-04 08:01:10
0,0,0,0,18-04 08:01:11
0,0,0,0,18-04 08:01:12
0,0,0,0,18-04 08:01:13
0,0,0,0,18-04 08:01:14
0,62.001,0,580.007,18-04 08:01:15
0,0,0,0,18-04 08:01:16
0,0,0,0,18-04 08:01:17
0,0,0,0,18-04 08:01:18
0,0,0,0,18-04 08:01:19
0,0,0,0,18-04 08:01:20
0,0,0,0,18-04 08:01:21
0,0,0,0,18-04 08:01:22
0,0,0,0,18-04 08:01:23
0,0,0,0,18-04 08:01:24
0,3.000,0,12.000,18-04 08:01:25
0,13.000,0,407.999,18-04 08:01:26
0,0,0,0,18-04 08:01:27
0,0,0,0,18-04 08:01:28
0,0,0,0,18-04 08:01:29
0,0,0,0,18-04 08:01:30
0,0,0,0,18-04 08:01:31
0,8.000,0,48.001,18-04 08:01:32
0,0,0,0,18-04 08:01:33
0,0,0,0,18-04 08:01:34
0,0,0,0,18-04 08:01:35
0,0,0,0,18-04 08:01:36
0,7.000,0,39.999,18-04 08:01:37
0,0,0,0,18-04 08:01:38
4.993,0,91.872,0,18-04 08:01:39
683.946,0,86824.043,0,18-04 08:01:40
918.935,0,117623.727,0,18-04 08:01:41
395.331,0,50602.428,0,18-04 08:01:42
0,0,0,0,18-04 08:01:43
0,0,0,0,18-04 08:01:44
0,19.996,0,183.967,18-04 08:01:45
0,0,0,0,18-04 08:01:46
0,0,0,0,18-04 08:01:47
0,0,0,0,18-04 08:01:48
0,0,0,0,18-04 08:01:49
0,19.000,0,203.998,18-04 08:01:50
0,0,0,0,18-04 08:01:51
0,0,0,0,18-04 08:01:52
3.000,22.999,12.000,21563.390,18-04 08:01:53
0,369.998,0,362598.376,18-04 08:01:54
0,20.001,0,7976.323,18-04 08:01:55
0,0,0,0,18-04 08:01:56
250.000,0,32000.034,0,18-04 08:01:57
250.999,0,31999.916,0,18-04 08:01:58
307.998,0,39295.802,0,18-04 08:01:59
249.942,2.999,31992.617,115.973,18-04 08:02:00
697.162,0,89236.720,0,18-04 08:02:01
203.998,0,26111.765,0,18-04 08:02:02
45.998,0,5887.710,0,18-04 08:02:03
0,0,0,0,18-04 08:02:04
0,7.000,0,84.004,18-04 08:02:05
0,0,0,0,18-04 08:02:06
0,0,0,0,18-04 08:02:07
0,0,0,0,18-04 08:02:08
0,0,0,0,18-04 08:02:09
1.000,19.001,4.000,448.013,18-04 08:02:10
4.000,486.969,15.999,330498.882,18-04 08:02:11
0,119.003,0,79821.811,18-04 08:02:12
0,0,0,0,18-04 08:02:13
0,0,0,0,18-04 08:02:14
372.016,6.000,47618.093,144.006,18-04 08:02:15
152.977,47.993,19333.069,6798.969,18-04 08:02:16
