"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out37/dstat_out_wf.csv -D vdb",,,,"Date:","21 Apr 2024 14:00:44 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,21-04 14:00:44
63.936,0,6173.820,0,21-04 14:00:45
193.008,2.000,7132.286,220.009,21-04 14:00:46
0,0,0,0,21-04 14:00:47
0,0,0,0,21-04 14:00:48
0,0,0,0,21-04 14:00:49
0,0,0,0,21-04 14:00:50
0,26.991,0,183.937,21-04 14:00:51
0,2.000,0,40.000,21-04 14:00:52
0,0,0,0,21-04 14:00:53
0,0,0,0,21-04 14:00:54
0,0,0,0,21-04 14:00:55
0,0,0,0,21-04 14:00:56
0,6.002,0,28.011,21-04 14:00:57
0,0,0,0,21-04 14:00:58
0,0,0,0,21-04 14:00:59
0,2.000,0,12.000,21-04 14:01:00
0,0,0,0,21-04 14:01:01
0,0,0,0,21-04 14:01:02
0,0,0,0,21-04 14:01:03
0,0,0,0,21-04 14:01:04
0,1.000,0,4.002,21-04 14:01:05
0,0,0,0,21-04 14:01:06
0,0,0,0,21-04 14:01:07
0,0,0,0,21-04 14:01:08
0,2.000,0,16.000,21-04 14:01:09
0,0,0,0,21-04 14:01:10
0,0,0,0,21-04 14:01:11
0,0,0,0,21-04 14:01:12
0,0,0,0,21-04 14:01:13
0,2.000,0,8.000,21-04 14:01:14
0,5.000,0,323.993,21-04 14:01:15
0,0,0,0,21-04 14:01:16
0,0,0,0,21-04 14:01:17
0,0,0,0,21-04 14:01:18
0,0,0,0,21-04 14:01:19
0,0,0,0,21-04 14:01:20
0,4.000,0,119.999,21-04 14:01:21
0,0,0,0,21-04 14:01:22
0,0,0,0,21-04 14:01:23
500.211,0,63482.832,0,21-04 14:01:24
879.664,0,112596.986,0,21-04 14:01:25
602.242,4.002,77086.927,24.010,21-04 14:01:26
0,2.000,0,176.005,21-04 14:01:27
0,2.000,0,12.000,21-04 14:01:28
0,0,0,0,21-04 14:01:29
0,0,0,0,21-04 14:01:30
0,0,0,0,21-04 14:01:31
0,7.999,0,155.988,21-04 14:01:32
0,2.000,0,88.004,21-04 14:01:33
