"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out35/dstat_out_wf.csv -D vdb",,,,"Date:","07 May 2024 12:53:54 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,07-05 12:53:54
60.947,0,3181.215,0,07-05 12:53:55
47.000,0,2240.004,0,07-05 12:53:56
0,0,0,0,07-05 12:53:57
0,0,0,0,07-05 12:53:58
0,0,0,0,07-05 12:53:59
327.005,7.000,3832.054,408.006,07-05 12:54:00
215.002,0,5264.058,0,07-05 12:54:01
829.997,0,59363.805,0,07-05 12:54:02
360.979,0,27458.428,0,07-05 12:54:03
569.029,0,65275.317,0,07-05 12:54:04
665.995,2.000,50875.633,64.000,07-05 12:54:05
368.018,0,80663.937,0,07-05 12:54:06
398.985,0,61941.691,0,07-05 12:54:07
298.087,0,56028.353,0,07-05 12:54:08
441.983,0,56573.876,0,07-05 12:54:09
361.045,0,46213.783,0,07-05 12:54:10
109.997,0,14079.673,0,07-05 12:54:11
227.001,0,29056.077,0,07-05 12:54:12
125.997,2.000,16127.608,12.000,07-05 12:54:13
187.010,0,23937.315,0,07-05 12:54:14
226.970,0,29052.156,0,07-05 12:54:15
106.012,0,13569.537,0,07-05 12:54:16
178.005,21.001,22784.702,188.006,07-05 12:54:17
226.998,0,29055.694,0,07-05 12:54:18
168.003,0,21504.339,0,07-05 12:54:19
116.992,0,14974.963,0,07-05 12:54:20
164.020,0,20994.583,0,07-05 12:54:21
176.999,0,22655.918,0,07-05 12:54:22
169.981,0,21757.556,0,07-05 12:54:23
171.008,0,21888.976,0,07-05 12:54:24
197.972,0,25340.409,0,07-05 12:54:25
126.014,0,16129.797,0,07-05 12:54:26
158.993,0,20351.124,0,07-05 12:54:27
199.015,0,25345.919,0,07-05 12:54:28
227.999,0,29183.895,0,07-05 12:54:29
142.002,1.000,18176.256,4.000,07-05 12:54:30
170.002,0,21760.236,0,07-05 12:54:31
174.997,2.000,22399.645,12.000,07-05 12:54:32
194.994,0,24959.264,0,07-05 12:54:33
143.005,0,18304.665,0,07-05 12:54:34
168.991,0,21630.824,0,07-05 12:54:35
200.000,0,25600.035,0,07-05 12:54:36
226.998,1.000,29055.769,4.000,07-05 12:54:37
228.011,0,29185.358,0,07-05 12:54:38
114.000,0,14591.938,0,07-05 12:54:39
141.995,0,18175.325,0,07-05 12:54:40
171.006,0,21888.794,0,07-05 12:54:41
201.003,0,25604.344,0,07-05 12:54:42
168.996,0,21631.443,0,07-05 12:54:43
172.003,0,22016.333,0,07-05 12:54:44
171.999,0,22015.822,0,07-05 12:54:45
170.998,0,21887.696,0,07-05 12:54:46
170.007,0,21760.851,0,07-05 12:54:47
130.998,2.000,16767.805,12.000,07-05 12:54:48
211.000,0,27007.937,0,07-05 12:54:49
227.998,0,29183.718,0,07-05 12:54:50
151.992,0,19454.920,0,07-05 12:54:51
133.002,0,17024.194,0,07-05 12:54:52
171.005,1.000,21888.689,4.000,07-05 12:54:53
170.998,0,21887.719,0,07-05 12:54:54
200.011,0,25601.459,0,07-05 12:54:55
114.002,0,14592.204,0,07-05 12:54:56
169.998,0,21759.783,0,07-05 12:54:57
171.002,0,21888.214,0,07-05 12:54:58
