"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out26/dstat_out_wf.csv -D vdb",,,,"Date:","16 Apr 2024 03:21:43 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,16-04 03:21:43
0,0,0,0,16-04 03:21:44
1.000,0,4.000,0,16-04 03:21:45
0,0,0,0,16-04 03:21:46
149.087,0,9601.626,0,16-04 03:21:47
0,0,0,0,16-04 03:21:48
0,0,0,0,16-04 03:21:49
0,8.007,0,436.373,16-04 03:21:50
0,0,0,0,16-04 03:21:51
0,0,0,0,16-04 03:21:52
0,0,0,0,16-04 03:21:53
0,0,0,0,16-04 03:21:54
0,2.999,0,27.989,16-04 03:21:55
0,0,0,0,16-04 03:21:56
0,41.998,0,871.968,16-04 03:21:57
0,0,0,0,16-04 03:21:58
0,0,0,0,16-04 03:21:59
0,0,0,0,16-04 03:22:00
0,0,0,0,16-04 03:22:01
0,0,0,0,16-04 03:22:02
0,0,0,0,16-04 03:22:03
0,0,0,0,16-04 03:22:04
0,0,0,0,16-04 03:22:05
0,0,0,0,16-04 03:22:06
0,0,0,0,16-04 03:22:07
0,0,0,0,16-04 03:22:08
0,0,0,0,16-04 03:22:09
0,0,0,0,16-04 03:22:10
0,0,0,0,16-04 03:22:11
0,0,0,0,16-04 03:22:12
0,0,0,0,16-04 03:22:13
0,0,0,0,16-04 03:22:14
0,0,0,0,16-04 03:22:15
0,0,0,0,16-04 03:22:16
0,0,0,0,16-04 03:22:17
0,0,0,0,16-04 03:22:18
0,0,0,0,16-04 03:22:19
0,0,0,0,16-04 03:22:20
0,0,0,0,16-04 03:22:21
0,0,0,0,16-04 03:22:22
80.012,0,9697.478,0,16-04 03:22:23
76.002,0,9728.194,0,16-04 03:22:24
83.001,0,10624.090,0,16-04 03:22:25
92.993,0,11903.142,0,16-04 03:22:26
90.007,3.000,11520.839,16.001,16-04 03:22:27
84.998,0,10751.786,0,16-04 03:22:28
81.999,0,10495.915,0,16-04 03:22:29
89.997,0,11519.597,0,16-04 03:22:30
104.006,0,13312.776,0,16-04 03:22:31
84.000,0,10752.015,0,16-04 03:22:32
119.983,0,15357.762,0,16-04 03:22:33
112.016,0,14338.053,0,16-04 03:22:34
95.999,0,12287.823,0,16-04 03:22:35
112.001,0,14336.190,0,16-04 03:22:36
93.999,0,12031.935,0,16-04 03:22:37
34.001,0,4352.098,0,16-04 03:22:38
27.998,0,3583.782,0,16-04 03:22:39
104.005,0,13312.634,0,16-04 03:22:40
105.993,0,13567.076,0,16-04 03:22:41
92.007,0,11776.912,0,16-04 03:22:42
91.995,0,11775.398,0,16-04 03:22:43
76.004,0,9728.465,0,16-04 03:22:44
69.999,0,8959.842,0,16-04 03:22:45
63.980,0,8189.454,0,16-04 03:22:46
81.982,0,10493.677,0,16-04 03:22:47
89.972,0,11516.381,0,16-04 03:22:48
58.046,0,7429.847,0,16-04 03:22:49
91.995,0,11775.345,0,16-04 03:22:50
108.013,0,13569.596,0,16-04 03:22:51
97.984,0,12541.994,0,16-04 03:22:52
82.014,0,10497.738,0,16-04 03:22:53
74.987,0,9598.386,0,16-04 03:22:54
87.013,0,11137.618,0,16-04 03:22:55
92.985,0,11902.089,0,16-04 03:22:56
79.012,0,10113.566,0,16-04 03:22:57
97.995,2.000,12543.382,8.000,16-04 03:22:58
62.004,0,7936.536,0,16-04 03:22:59
100.000,0,12800.037,0,16-04 03:23:00
94.000,0,12032.026,0,16-04 03:23:01
60.001,0,7680.068,0,16-04 03:23:02
61.999,0,7935.815,0,16-04 03:23:03
76.001,0,9728.188,0,16-04 03:23:04
97.991,0,12542.825,0,16-04 03:23:05
30.001,0,3840.091,0,16-04 03:23:06
71.998,0,9215.690,0,16-04 03:23:07
66.002,0,8448.209,0,16-04 03:23:08
80.999,0,10367.856,0,16-04 03:23:09
