"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out42/dstat_out_upload.csv -D vdb",,,,"Date:","21 Apr 2024 18:19:50 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,21-04 18:19:50
8.994,3.997,51.965,411.722,21-04 18:19:51
0,0,0,0,21-04 18:19:52
0,0,0,0,21-04 18:19:53
0,1.000,0,16.000,21-04 18:19:54
0,0,0,0,21-04 18:19:55
0,19.000,0,9083.922,21-04 18:19:56
0,0,0,0,21-04 18:19:57
0,0,0,0,21-04 18:19:58
0,0,0,0,21-04 18:19:59
0,0,0,0,21-04 18:20:00
0,259.984,0,262716.325,21-04 18:20:01
0,457.041,0,470294.146,21-04 18:20:02
0,502.986,0,515773.887,21-04 18:20:03
0,296.990,0,332329.262,21-04 18:20:04
0,0,0,0,21-04 18:20:05
0,35.999,0,687.980,21-04 18:20:06
0,0,0,0,21-04 18:20:07
0,0,0,0,21-04 18:20:08
0,43.999,0,51710.871,21-04 18:20:09
0,420.009,0,488702.056,21-04 18:20:10
1.000,432.822,3.998,503405.261,21-04 18:20:11
1.000,291.094,4.001,336492.446,21-04 18:20:12
0,0,0,0,21-04 18:20:13
0,0,0,0,21-04 18:20:14
0,0,0,0,21-04 18:20:15
0,7.000,0,103.999,21-04 18:20:16
0,8.001,0,9216.922,21-04 18:20:17
2.000,304.991,8.000,356341.731,21-04 18:20:18
2.001,396.103,8.002,461431.804,21-04 18:20:19
2.000,478.996,8.000,558587.701,21-04 18:20:20
0,32.992,0,35903.081,21-04 18:20:21
0,0,0,0,21-04 18:20:22
0,0,0,0,21-04 18:20:23
0,0,0,0,21-04 18:20:24
0,0,0,0,21-04 18:20:25
2.000,303.948,7.999,351244.050,21-04 18:20:26
1.000,414.971,4.000,483806.166,21-04 18:20:27
0,428.020,0,499735.701,21-04 18:20:28
0,32.999,0,37374.556,21-04 18:20:29
0,0,0,0,21-04 18:20:30
0,2.000,0,72.003,21-04 18:20:31
0,0,0,0,21-04 18:20:32
0,0,0,0,21-04 18:20:33
0,182.010,0,212491.924,21-04 18:20:34
0,443.985,0,517870.239,21-04 18:20:35
0,427.018,0,493944.571,21-04 18:20:36
0,133.994,0,156153.082,21-04 18:20:37
0,0,0,0,21-04 18:20:38
0,0,0,0,21-04 18:20:39
0,0,0,0,21-04 18:20:40
0,6.001,0,84.019,21-04 18:20:41
1.000,181.007,4.000,211227.959,21-04 18:20:42
0,472.901,0,552844.537,21-04 18:20:43
1.000,473.024,4.000,550172.425,21-04 18:20:44
0,98.994,0,114168.886,21-04 18:20:45
0,2.000,0,72.013,21-04 18:20:46
0,0,0,0,21-04 18:20:47
0,0,0,0,21-04 18:20:48
0,0,0,0,21-04 18:20:49
0,55.002,0,65026.186,21-04 18:20:50
0,528.983,0,582065.308,21-04 18:20:51
0,92.993,0,104592.564,21-04 18:20:52
0,0,0,0,21-04 18:20:53
0,0,0,0,21-04 18:20:54
0,185.028,0,217120.883,21-04 18:20:55
0,460.005,0,535865.985,21-04 18:20:56
0,501.999,0,559871.427,21-04 18:20:57
0,363.994,0,425976.949,21-04 18:20:58
0,0,0,0,21-04 18:20:59
0,0,0,0,21-04 18:21:00
0,8.000,0,156.005,21-04 18:21:01
0,0,0,0,21-04 18:21:02
0,3.001,0,3840.875,21-04 18:21:03
0,353.928,0,408424.660,21-04 18:21:04
0,211.989,0,216376.330,21-04 18:21:05
0,2.000,0,44.002,21-04 18:21:06
0,0,0,0,21-04 18:21:07
0,185.984,0,217069.684,21-04 18:21:08
3.001,295.059,2044.407,327745.196,21-04 18:21:09
925.856,378.941,118217.550,412715.590,21-04 18:21:10
1323.550,343.883,166855.216,351716.304,21-04 18:21:11
1296.333,237.061,163249.921,259386.608,21-04 18:21:12
1465.999,0,185215.881,0,21-04 18:21:13
1413.031,0,179607.959,0,21-04 18:21:14
1417.983,0,180585.888,0,21-04 18:21:15
1505.985,2.000,192254.126,40.000,21-04 18:21:16
1318.080,176.011,168338.225,197900.021,21-04 18:21:17
1236.981,166.997,157825.549,186613.102,21-04 18:21:18
1332.971,133.997,169988.338,151812.730,21-04 18:21:19
1491.041,145.004,190597.255,167684.623,21-04 18:21:20
1532.923,166.992,195706.176,180330.948,21-04 18:21:21
1198.968,153.996,153211.921,179451.223,21-04 18:21:22
1287.986,358.996,164606.242,417531.541,21-04 18:21:23
1375.860,350.964,175854.069,409302.266,21-04 18:21:24
1425.845,334.964,182380.213,390357.649,21-04 18:21:25
1283.322,158.040,163881.149,180873.415,21-04 18:21:26
1493.079,0,190986.135,0,21-04 18:21:27
1518.631,0,194256.829,0,21-04 18:21:28
1420.313,0,181544.003,0,21-04 18:21:29
1489.329,0,190506.110,0,21-04 18:21:30
1238.975,175.996,158332.772,196188.000,21-04 18:21:31
1145.783,374.929,146660.257,437165.303,21-04 18:21:32
1256.875,336.966,160623.980,391896.913,21-04 18:21:33
1249.110,342.030,159758.046,384801.833,21-04 18:21:34
1389.304,101.022,177318.786,117785.764,21-04 18:21:35
1381.542,1.999,176837.335,75.975,21-04 18:21:36
1519.522,0,194242.787,0,21-04 18:21:37
1523.618,0,195023.086,0,21-04 18:21:38
1469.050,0,187782.398,0,21-04 18:21:39
1181.988,225.998,151294.510,261629.423,21-04 18:21:40
1130.037,339.011,144388.784,370256.267,21-04 18:21:41
1153.997,312.999,147463.632,367123.084,21-04 18:21:42
1031.905,335.969,131955.808,370889.732,21-04 18:21:43
1348.080,144.009,172302.286,162077.676,21-04 18:21:44
1211.989,0,155006.571,0,21-04 18:21:45
1582.114,9.001,202510.616,144.010,21-04 18:21:46
1459.258,0,186400.978,0,21-04 18:21:47
1537.581,0,196810.359,0,21-04 18:21:48
1345.002,160.000,171776.296,172032.296,21-04 18:21:49
1169.054,338.015,149638.860,362552.621,21-04 18:21:50
1038.184,343.061,132759.533,377962.998,21-04 18:21:51
1319.939,281.987,168696.149,315901.298,21-04 18:21:52
1371.741,265.950,175454.836,303266.678,21-04 18:21:53
1461.395,0,186930.517,0,21-04 18:21:54
1485.610,0,190158.043,0,21-04 18:21:55
1534.986,8.000,196094.240,123.999,21-04 18:21:56
1480.336,0,189483.036,0,21-04 18:21:57
1151.823,203.969,147049.431,233436.172,21-04 18:21:58
1128.992,336.998,144510.937,393213.108,21-04 18:21:59
1194.970,316.992,152828.100,369398.573,21-04 18:22:00
1489.023,2.000,190594.960,56.001,21-04 18:22:01
1579.006,0,201984.823,0,21-04 18:22:02
1437.330,0,183978.285,0,21-04 18:22:03
1450.702,153.968,185689.870,179419.157,21-04 18:22:04
1233.917,139.991,157813.346,164596.888,21-04 18:22:05
1277.906,147.989,163443.936,167999.600,21-04 18:22:06
1379.186,141.019,176407.842,164118.181,21-04 18:22:07
1366.932,173.991,174839.263,203253.843,21-04 18:22:08
1340.984,173.998,171645.991,203261.621,21-04 18:22:09
1406.071,300.015,179849.025,349713.550,21-04 18:22:10
1235.003,337.001,158080.442,369745.033,21-04 18:22:11
1096.018,300.005,140162.354,346885.825,21-04 18:22:12
1301.931,320.983,166519.186,364780.692,21-04 18:22:13
1417.038,0,181252.885,0,21-04 18:22:14
1445.925,0,184950.396,0,21-04 18:22:15
1467.955,2.000,187770.264,59.998,21-04 18:22:16
1526.004,5.000,195328.544,84.000,21-04 18:22:17
1428.082,86.005,182666.446,96517.519,21-04 18:22:18
957.033,304.010,122372.179,352780.048,21-04 18:22:19
1096.949,383.982,140409.435,407020.968,21-04 18:22:20
1198.028,62.001,153347.618,63929.508,21-04 18:22:21
1365.317,0,174504.549,0,21-04 18:22:22
1341.713,0,171739.240,0,21-04 18:22:23
1284.321,96.024,164265.085,112156.052,21-04 18:22:24
1275.658,156.958,163156.270,174545.218,21-04 18:22:25
1319.017,137.002,168834.162,143469.837,21-04 18:22:26
785.016,319.007,100162.066,343047.077,21-04 18:22:27
0,481.003,0,531203.682,21-04 18:22:28
3.000,327.997,2039.981,375308.491,21-04 18:22:29
3.001,84.016,2040.388,96930.420,21-04 18:22:30
2.000,0,8.000,0,21-04 18:22:31
0,2.000,0,571.999,21-04 18:22:32
0,0,0,0,21-04 18:22:33
0,0,0,0,21-04 18:22:34
0,0,0,0,21-04 18:22:35
16.005,0,272.081,0,21-04 18:22:36
11.996,23.993,47.986,543.836,21-04 18:22:37
6.000,0,24.000,0,21-04 18:22:38
