"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out42/dstat_out_wf.csv -D vdb",,,,"Date:","21 Apr 2024 18:22:39 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,21-04 18:22:39
1.999,1.999,7.998,135.961,21-04 18:22:40
250.001,0,13120.032,0,21-04 18:22:41
0,0,0,0,21-04 18:22:42
0,0,0,0,21-04 18:22:43
0,0,0,0,21-04 18:22:44
0,13.000,0,64.000,21-04 18:22:45
0,2.000,0,171.995,21-04 18:22:46
0,0,0,0,21-04 18:22:47
0,0,0,0,21-04 18:22:48
0,0,0,0,21-04 18:22:49
0,0,0,0,21-04 18:22:50
0,20.001,0,160.009,21-04 18:22:51
0,0,0,0,21-04 18:22:52
0,0,0,0,21-04 18:22:53
0,0,0,0,21-04 18:22:54
0,0,0,0,21-04 18:22:55
0,2.001,0,12.008,21-04 18:22:56
0,0,0,0,21-04 18:22:57
0,0,0,0,21-04 18:22:58
0,0,0,0,21-04 18:22:59
0,0,0,0,21-04 18:23:00
0,1.000,0,4.000,21-04 18:23:01
0,0,0,0,21-04 18:23:02
0,0,0,0,21-04 18:23:03
0,0,0,0,21-04 18:23:04
0,0,0,0,21-04 18:23:05
0,6.892,0,401.705,21-04 18:23:06
0,0,0,0,21-04 18:23:07
0,0,0,0,21-04 18:23:08
0,2.000,0,47.996,21-04 18:23:09
0,0,0,0,21-04 18:23:10
0,0,0,0,21-04 18:23:11
0,0,0,0,21-04 18:23:12
0,0,0,0,21-04 18:23:13
0,6.000,0,39.998,21-04 18:23:14
0,0,0,0,21-04 18:23:15
0,0,0,0,21-04 18:23:16
0,0,0,0,21-04 18:23:17
0,0,0,0,21-04 18:23:18
2.001,0,8.006,0,21-04 18:23:19
804.046,0,102373.881,0,21-04 18:23:20
690.994,0,88447.270,0,21-04 18:23:21
487.010,0,62337.222,0,21-04 18:23:22
0,0,0,0,21-04 18:23:23
0,0,0,0,21-04 18:23:24
0,5.000,0,176.001,21-04 18:23:25
0,0,0,0,21-04 18:23:26
0,0,0,0,21-04 18:23:27
0,0,0,0,21-04 18:23:28
0,0,0,0,21-04 18:23:29
0,9.999,0,243.982,21-04 18:23:30
0,0,0,0,21-04 18:23:31
0,0,0,0,21-04 18:23:32
0,17.000,0,15683.954,21-04 18:23:33
0,0,0,0,21-04 18:23:34
0,2.000,0,103.999,21-04 18:23:35
390.998,0,50047.805,0,21-04 18:23:36
361.000,0,46208.047,0,21-04 18:23:37
571.995,161.999,72959.400,158434.698,21-04 18:23:38
431.967,381.971,55291.830,373567.828,21-04 18:23:39
250.001,226.001,32000.125,219216.854,21-04 18:23:40
0,0,0,0,21-04 18:23:41
0,0,0,0,21-04 18:23:42
0,0,0,0,21-04 18:23:43
0,0,0,0,21-04 18:23:44
0,9.000,0,243.995,21-04 18:23:45
0,0,0,0,21-04 18:23:46
0,0,0,0,21-04 18:23:47
0,0,0,0,21-04 18:23:48
0,0,0,0,21-04 18:23:49
0,8.002,0,148.031,21-04 18:23:50
0,0,0,0,21-04 18:23:51
325.980,0,41725.434,0,21-04 18:23:52
671.986,0,86014.253,0,21-04 18:23:53
665.505,0,85184.657,0,21-04 18:23:54
83.067,186.150,10508.445,107226.169,21-04 18:23:55
4.000,621.995,16.000,320077.537,21-04 18:23:56
2.000,606.008,8.000,335536.548,21-04 18:23:57
250.997,356.995,31999.586,185681.598,21-04 18:23:58
0,0,0,0,21-04 18:23:59
0,21.001,0,480.018,21-04 18:24:00
0,0,0,0,21-04 18:24:01
0,0,0,0,21-04 18:24:02
0,0,0,0,21-04 18:24:03
0,0,0,0,21-04 18:24:04
0,2.000,0,115.997,21-04 18:24:05
0,0,0,0,21-04 18:24:06
252.007,0,32000.832,0,21-04 18:24:07
135.002,0,17280.263,0,21-04 18:24:08
612.993,0,78463.082,0,21-04 18:24:09
0,8.000,0,152.002,21-04 18:24:10
279.984,0,35838.004,0,21-04 18:24:11
218.004,137.003,27904.510,95789.752,21-04 18:24:12
0,0,0,0,21-04 18:24:13
0,197.013,0,137617.167,21-04 18:24:14
0,584.983,0,399600.561,21-04 18:24:15
250.000,480.000,32000.000,321387.996,21-04 18:24:16
250.000,0,32000.000,0,21-04 18:24:17
0,0,0,0,21-04 18:24:18
0,0,0,0,21-04 18:24:19
0,25.001,0,428.009,21-04 18:24:20
0,0,0,0,21-04 18:24:21
255.001,0,32080.176,0,21-04 18:24:22
0,0,0,0,21-04 18:24:23
251.003,0,32000.423,0,21-04 18:24:24
0,2.000,0,120.003,21-04 18:24:25
0,0,0,0,21-04 18:24:26
0,0,0,0,21-04 18:24:27
249.996,0,31999.507,0,21-04 18:24:28
749.010,0,95745.298,0,21-04 18:24:29
0,56.999,0,34419.175,21-04 18:24:30
0,110.003,0,72402.303,21-04 18:24:31
0,0,0,0,21-04 18:24:32
249.991,631.976,31998.789,383757.474,21-04 18:24:33
0,731.986,0,453867.141,21-04 18:24:34
0,80.998,0,49314.891,21-04 18:24:35
498.012,0,63745.598,0,21-04 18:24:36
250.001,0,32000.094,0,21-04 18:24:37
0,0,0,0,21-04 18:24:38
0,0,0,0,21-04 18:24:39
0,25.001,0,384.016,21-04 18:24:40
0,0,0,0,21-04 18:24:41
0,0,0,0,21-04 18:24:42
249.996,0,31999.514,0,21-04 18:24:43
0,0,0,0,21-04 18:24:44
208.835,1.998,26602.946,115.908,21-04 18:24:45
40.031,0,5124.025,0,21-04 18:24:46
0,0,0,0,21-04 18:24:47
251.000,0,31999.973,0,21-04 18:24:48
260.007,88.002,33280.930,59665.667,21-04 18:24:49
487.992,82.999,62463.039,56891.125,21-04 18:24:50
0,367.013,0,253800.849,21-04 18:24:51
249.987,548.972,31998.349,391255.816,21-04 18:24:52
249.999,282.999,31999.928,195223.559,21-04 18:24:53
0,0,0,0,21-04 18:24:54
0,21.001,0,484.022,21-04 18:24:55
0,168.997,0,161681.476,21-04 18:24:56
0,121.001,0,118581.322,21-04 18:24:57
0,0,0,0,21-04 18:24:58
0,0,0,0,21-04 18:24:59
319.990,2.000,40958.681,243.992,21-04 18:25:00
178.007,0,22784.834,0,21-04 18:25:01
0,0,0,0,21-04 18:25:02
250.998,0,31999.752,0,21-04 18:25:03
248.007,0,31744.856,0,21-04 18:25:04
314.999,19.000,40191.858,271.999,21-04 18:25:05
390.001,0,49920.152,0,21-04 18:25:06
294.002,0,37632.264,0,21-04 18:25:07
0,0,0,0,21-04 18:25:08
0,0,0,0,21-04 18:25:09
0,173.993,0,114563.490,21-04 18:25:10
0,0,0,0,21-04 18:25:11
0,93.000,0,62579.900,21-04 18:25:12
0,616.019,0,423812.958,21-04 18:25:13
