"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out48/dstat_out_wf.csv -D vdb",,,,"Date:","14 Apr 2024 19:57:16 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,14-04 19:57:16
0.999,1.998,3.996,79.918,14-04 19:57:17
100.003,0,7400.230,0,14-04 19:57:18
174.001,0,5656.039,0,14-04 19:57:19
0,0,0,0,14-04 19:57:20
0,0,0,0,14-04 19:57:21
0,4.000,0,28.001,14-04 19:57:22
0,2.000,0,115.997,14-04 19:57:23
0,0,0,0,14-04 19:57:24
0,0,0,0,14-04 19:57:25
0,0,0,0,14-04 19:57:26
0,0,0,0,14-04 19:57:27
0,16.000,0,108.002,14-04 19:57:28
0,0,0,0,14-04 19:57:29
0,0,0,0,14-04 19:57:30
0,0,0,0,14-04 19:57:31
0,0,0,0,14-04 19:57:32
0,0,0,0,14-04 19:57:33
0,0,0,0,14-04 19:57:34
0,0,0,0,14-04 19:57:35
0,0,0,0,14-04 19:57:36
0,0,0,0,14-04 19:57:37
0,0,0,0,14-04 19:57:38
0,2.985,0,15.920,14-04 19:57:39
0,0,0,0,14-04 19:57:40
0,0,0,0,14-04 19:57:41
0,0,0,0,14-04 19:57:42
0,0,0,0,14-04 19:57:43
0,0,0,0,14-04 19:57:44
0,0,0,0,14-04 19:57:45
0,0,0,0,14-04 19:57:46
0,5.000,0,304.004,14-04 19:57:47
0,0,0,0,14-04 19:57:48
0,0,0,0,14-04 19:57:49
0,0,0,0,14-04 19:57:50
0,0,0,0,14-04 19:57:51
0,2.000,0,36.002,14-04 19:57:52
