"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out29/dstat_out_wf.csv -D vdb",,,,"Date:","07 May 2024 07:38:48 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,07-05 07:38:48
1.998,1.998,131.869,63.937,07-05 07:38:49
126.998,0,5375.930,0,07-05 07:38:50
128.057,0,2020.906,0,07-05 07:38:51
175.924,0,2474.931,0,07-05 07:38:52
313.007,0,14952.347,0,07-05 07:38:53
586.388,23.015,40802.964,568.376,07-05 07:38:54
585.594,0,59550.694,0,07-05 07:38:55
604.011,0,52052.954,0,07-05 07:38:56
660.436,0,68953.548,0,07-05 07:38:57
245.825,0,47194.349,0,07-05 07:38:58
314.174,3.002,71643.685,40.022,07-05 07:38:59
464.059,0,59399.612,0,07-05 07:39:00
430.040,0,55045.160,0,07-05 07:39:01
170.991,0,21886.882,0,07-05 07:39:02
142.008,0,18177.013,0,07-05 07:39:03
199.000,1.000,25471.974,4.000,07-05 07:39:04
153.997,2.000,19711.650,12.000,07-05 07:39:05
130.002,0,16640.287,0,07-05 07:39:06
199.000,0,25471.963,0,07-05 07:39:07
199.002,0,25472.220,0,07-05 07:39:08
169.996,0,21759.435,0,07-05 07:39:09
227.001,0,29056.098,0,07-05 07:39:10
127.002,0,16256.261,0,07-05 07:39:11
157.998,0,20223.723,0,07-05 07:39:12
197.999,0,25343.925,0,07-05 07:39:13
200.000,0,25600.028,0,07-05 07:39:14
214.003,0,27392.370,0,07-05 07:39:15
97.999,0,12543.923,0,07-05 07:39:16
200.000,0,25476.040,0,07-05 07:39:17
192.996,0,24703.517,0,07-05 07:39:18
120.002,0,15232.197,0,07-05 07:39:19
200.002,0,25600.217,0,07-05 07:39:20
119.989,0,15358.641,0,07-05 07:39:21
135.006,3.000,17280.723,16.001,07-05 07:39:22
170.992,0,21886.928,0,07-05 07:39:23
199.018,0,25474.352,0,07-05 07:39:24
118.999,0,15231.932,0,07-05 07:39:25
192.967,0,24699.769,0,07-05 07:39:26
148.026,0,18947.325,0,07-05 07:39:27
221.982,0,28413.642,0,07-05 07:39:28
105.008,0,13441.084,0,07-05 07:39:29
150.987,5.000,19326.274,27.998,07-05 07:39:30
199.020,0,25474.584,0,07-05 07:39:31
170.998,0,21887.689,0,07-05 07:39:32
159.985,0,20478.104,0,07-05 07:39:33
151.013,0,19329.708,0,07-05 07:39:34
173.977,0,22269.031,0,07-05 07:39:35
167.023,0,21378.935,0,07-05 07:39:36
174.982,0,22397.637,0,07-05 07:39:37
199.018,0,25474.258,0,07-05 07:39:38
146.995,0,18815.406,0,07-05 07:39:39
166.007,3.000,21248.907,16.001,07-05 07:39:40
170.999,0,21887.886,0,07-05 07:39:41
227.997,0,29183.553,0,07-05 07:39:42
171.003,0,21888.379,0,07-05 07:39:43
159.989,0,20478.537,0,07-05 07:39:44
182.013,0,23297.671,0,07-05 07:39:45
142.992,0,18302.944,0,07-05 07:39:46
171.010,2.000,21889.235,12.001,07-05 07:39:47
198.997,0,25471.604,0,07-05 07:39:48
170.996,0,21887.536,0,07-05 07:39:49
200.006,0,25600.830,0,07-05 07:39:50
141.992,0,18174.998,0,07-05 07:39:51
171.013,0,21889.670,0,07-05 07:39:52
145.991,0,18686.823,0,07-05 07:39:53
175.010,0,22401.327,0,07-05 07:39:54
191.993,0,24575.056,0,07-05 07:39:55
142.008,3.000,18176.988,20.001,07-05 07:39:56
193.998,0,24831.796,0,07-05 07:39:57
200.991,0,25726.862,0,07-05 07:39:58
147.006,0,18816.770,0,07-05 07:39:59
192.992,0,24703.012,0,07-05 07:40:00
206.008,0,26369.064,0,07-05 07:40:01
141.993,0,18175.130,0,07-05 07:40:02
171.004,0,21888.515,0,07-05 07:40:03
170.992,0,21886.929,0,07-05 07:40:04
124.008,0,15873.071,0,07-05 07:40:05
200.001,0,25600.097,0,07-05 07:40:06
188.989,0,24190.631,0,07-05 07:40:07
199.010,0,25473.258,0,07-05 07:40:08
199.998,0,25599.717,0,07-05 07:40:09
114.001,2.000,14592.166,16.000,07-05 07:40:10
227.982,3.000,29181.664,11.999,07-05 07:40:11
114.004,0,14592.548,0,07-05 07:40:12
170.600,0.998,21836.800,3.991,07-05 07:40:13
228.551,0,29254.558,0,07-05 07:40:14
169.993,0,21759.046,0,07-05 07:40:15
142.994,0,18303.258,0,07-05 07:40:16
171.015,0,21889.962,0,07-05 07:40:17
198.989,0,25470.539,0,07-05 07:40:18
171.006,0,21888.788,0,07-05 07:40:19
170.983,0,21885.860,0,07-05 07:40:20
172.006,0,22016.745,0,07-05 07:40:21
170.007,0,21760.861,0,07-05 07:40:22
171.000,0,21888.003,0,07-05 07:40:23
142.989,0,18302.593,0,07-05 07:40:24
142.000,0,18175.981,0,07-05 07:40:25
200.012,0,25601.578,0,07-05 07:40:26
142.002,0,18176.224,0,07-05 07:40:27
200.005,1.000,25600.701,4.000,07-05 07:40:28
175.993,2.000,22527.061,11.999,07-05 07:40:29
194.008,0,24833.085,0,07-05 07:40:30
142.999,0,18303.841,0,07-05 07:40:31
169.996,0,21759.513,0,07-05 07:40:32
200.010,0,25601.240,0,07-05 07:40:33
182.974,0,23420.662,0,07-05 07:40:34
216.027,0,27651.510,0,07-05 07:40:35
170.979,0,21885.320,0,07-05 07:40:36
85.006,0,10880.760,0,07-05 07:40:37
227.991,0,29182.858,0,07-05 07:40:38
199.006,0,25472.781,0,07-05 07:40:39
172.000,0,22016.037,0,07-05 07:40:40
113.982,0,14589.643,0,07-05 07:40:41
182.043,0,23301.511,0,07-05 07:40:42
215.999,0,27647.878,0,07-05 07:40:43
191.998,0,24575.695,0,07-05 07:40:44
150.998,1.000,19327.732,4.000,07-05 07:40:45
169.923,1.999,21750.122,11.995,07-05 07:40:46
143.051,0,18310.498,0,07-05 07:40:47
199.000,0,25472.057,0,07-05 07:40:48
228.912,0,29172.844,0,07-05 07:40:49
143.006,0,18304.799,0,07-05 07:40:50
142.021,0,18178.657,0,07-05 07:40:51
227.992,0,29182.930,0,07-05 07:40:52
143.047,0,18310.078,0,07-05 07:40:53
192.998,0,24703.793,0,07-05 07:40:54
176.979,0,22653.305,0,07-05 07:40:55
171.022,0,21890.822,0,07-05 07:40:56
174.995,0,22399.358,0,07-05 07:40:57
167.002,0,21376.314,0,07-05 07:40:58
180.993,0,23167.070,0,07-05 07:40:59
218.010,0,27905.256,0,07-05 07:41:00
169.995,1.000,21759.400,4.000,07-05 07:41:01
168.003,2.000,21504.372,12.000,07-05 07:41:02
145.102,0,18573.019,0,07-05 07:41:03
200.215,0,25627.463,0,07-05 07:41:04
143.019,0,18306.372,0,07-05 07:41:05
192.993,0,24703.074,0,07-05 07:41:06
177.007,0,22656.850,0,07-05 07:41:07
159.998,0,20479.745,0,07-05 07:41:08
