"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out50/dstat_out_wf.csv -D vdb",,,,"Date:","20 Apr 2024 05:14:57 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,20-04 05:14:57
7.992,0,31.968,0,20-04 05:14:58
159.000,0,8535.974,0,20-04 05:14:59
109.000,0,4260.008,0,20-04 05:15:00
0,4.002,0,16.006,20-04 05:15:01
0,0,0,0,20-04 05:15:02
0,0,0,0,20-04 05:15:03
0,19.998,0,179.979,20-04 05:15:04
0,0,0,0,20-04 05:15:05
0,0,0,0,20-04 05:15:06
0,0,0,0,20-04 05:15:07
0,0,0,0,20-04 05:15:08
0,30.003,0,168.019,20-04 05:15:09
0,0,0,0,20-04 05:15:10
0,0,0,0,20-04 05:15:11
0,0,0,0,20-04 05:15:12
0,0,0,0,20-04 05:15:13
0,0,0,0,20-04 05:15:14
0,3.999,0,11.996,20-04 05:15:15
0,0,0,0,20-04 05:15:16
0,0,0,0,20-04 05:15:17
0,0,0,0,20-04 05:15:18
0,0,0,0,20-04 05:15:19
0,0,0,0,20-04 05:15:20
0,0,0,0,20-04 05:15:21
0,0,0,0,20-04 05:15:22
0,0,0,0,20-04 05:15:23
0,0,0,0,20-04 05:15:24
0,0,0,0,20-04 05:15:25
0,0,0,0,20-04 05:15:26
0,0,0,0,20-04 05:15:27
0,0,0,0,20-04 05:15:28
0,0,0,0,20-04 05:15:29
0,3.000,0,12.000,20-04 05:15:30
0,11.000,0,407.991,20-04 05:15:31
0,0,0,0,20-04 05:15:32
0,0,0,0,20-04 05:15:33
0,0,0,0,20-04 05:15:34
0,0,0,0,20-04 05:15:35
0,0,0,0,20-04 05:15:36
0,4.000,0,40.000,20-04 05:15:37
0,0,0,0,20-04 05:15:38
0,0,0,0,20-04 05:15:39
0,0,0,0,20-04 05:15:40
0,0,0,0,20-04 05:15:41
0,0,0,0,20-04 05:15:42
0,0,0,0,20-04 05:15:43
196.078,0,22356.853,0,20-04 05:15:44
659.758,0,74940.495,0,20-04 05:15:45
693.694,4.991,79394.572,23.955,20-04 05:15:46
437.962,0,51805.184,0,20-04 05:15:47
0,0,0,0,20-04 05:15:48
0,6.008,0,184.256,20-04 05:15:49
0,0,0,0,20-04 05:15:50
0,0,0,0,20-04 05:15:51
0,0,0,0,20-04 05:15:52
0,0,0,0,20-04 05:15:53
0,3.000,0,84.002,20-04 05:15:54
0,0,0,0,20-04 05:15:55
0,0,0,0,20-04 05:15:56
0,6.000,0,4903.800,20-04 05:15:57
0,374.016,0,366535.644,20-04 05:15:58
0,56.000,0,20879.852,20-04 05:15:59
0,0,0,0,20-04 05:16:00
251.933,0,32119.496,0,20-04 05:16:01
529.137,0,67729.516,0,20-04 05:16:02
683.972,0,87548.477,0,20-04 05:16:03
540.025,0,69123.138,0,20-04 05:16:04
0,10.000,0,112.000,20-04 05:16:05
0,0,0,0,20-04 05:16:06
0,0,0,0,20-04 05:16:07
0,0,0,0,20-04 05:16:08
0,0,0,0,20-04 05:16:09
0,21.001,0,212.007,20-04 05:16:10
0,0,0,0,20-04 05:16:11
0,7.000,0,1907.975,20-04 05:16:12
0,445.001,0,299260.618,20-04 05:16:13
0,0,0,0,20-04 05:16:14
0,5.000,0,148.000,20-04 05:16:15
4.000,70.995,387.970,43568.665,20-04 05:16:16
65.978,622.793,8445.192,390030.338,20-04 05:16:17
556.202,298.108,71193.898,273055.327,20-04 05:16:18
374.027,0,47875.499,0,20-04 05:16:19
547.999,6.000,67383.820,156.000,20-04 05:16:20
226.969,0,25984.430,0,20-04 05:16:21
257.032,0,31247.830,0,20-04 05:16:22
