"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out47/dstat_out_upload.csv -D vdb",,,,"Date:","14 Apr 2024 19:09:04 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,14-04 19:09:04
0,0.999,0,3.998,14-04 19:09:05
0,0,0,0,14-04 19:09:06
0,0,0,0,14-04 19:09:07
0,0,0,0,14-04 19:09:08
0,30.000,0,1363.998,14-04 19:09:09
0,273.007,0,168280.329,14-04 19:09:10
0,0,0,0,14-04 19:09:11
0,0,0,0,14-04 19:09:12
0,0,0,0,14-04 19:09:13
1.000,81.997,4.000,61661.879,14-04 19:09:14
1.000,139.001,4.000,141272.662,14-04 19:09:15
1.000,432.149,4.001,444400.996,14-04 19:09:16
0,145.947,0,148634.318,14-04 19:09:17
0,0,0,0,14-04 19:09:18
0,87.008,0,86551.517,14-04 19:09:19
0,481.997,0,494893.134,14-04 19:09:20
0,446.982,0,462585.151,14-04 19:09:21
0,241.009,0,253437.811,14-04 19:09:22
0,0,0,0,14-04 19:09:23
0,2.000,0,104.003,14-04 19:09:24
0,0,0,0,14-04 19:09:25
0,0,0,0,14-04 19:09:26
1.000,209.906,3.998,213320.930,14-04 19:09:27
0,139.004,0,159452.652,14-04 19:09:28
0,385.029,0,448093.437,14-04 19:09:29
0,235.981,0,275946.132,14-04 19:09:30
0,0,0,0,14-04 19:09:31
0,0,0,0,14-04 19:09:32
0,370.188,0,433628.110,14-04 19:09:33
0,474.751,0,552993.521,14-04 19:09:34
0,171.998,0,201214.034,14-04 19:09:35
0,0,0,0,14-04 19:09:36
0,0,0,0,14-04 19:09:37
0,0,0,0,14-04 19:09:38
0,79.960,0,91386.645,14-04 19:09:39
0,188.006,0,219910.622,14-04 19:09:40
0,387.012,0,447329.494,14-04 19:09:41
0,451.971,0,528606.285,14-04 19:09:42
0,59.000,0,68607.696,14-04 19:09:43
0,2.000,0,75.999,14-04 19:09:44
0,0,0,0,14-04 19:09:45
0,61.999,0,73215.358,14-04 19:09:46
0,359.021,0,420376.133,14-04 19:09:47
0,480.000,0,561408.202,14-04 19:09:48
0,186.084,0,213924.193,14-04 19:09:49
0,0,0,0,14-04 19:09:50
0,0,0,0,14-04 19:09:51
0,301.002,0,351746.816,14-04 19:09:52
0,445.950,0,518529.539,14-04 19:09:53
0,201.036,0,227032.710,14-04 19:09:54
0,37.996,0,43514.896,14-04 19:09:55
0,0,0,0,14-04 19:09:56
0,0,0,0,14-04 19:09:57
0,4.000,0,5120.020,14-04 19:09:58
0,376.015,0,437324.882,14-04 19:09:59
0,0,0,0,14-04 19:10:00
0,373.003,0,425731.672,14-04 19:10:01
0,423.798,0,484865.082,14-04 19:10:02
0,0,0,0,14-04 19:10:03
0,2.000,0,63.996,14-04 19:10:04
0,0,0,0,14-04 19:10:05
0,186.025,0,191174.102,14-04 19:10:06
0,416.980,0,482256.677,14-04 19:10:07
0,501.006,0,585222.725,14-04 19:10:08
0,2.000,0,68.001,14-04 19:10:09
0,0,0,0,14-04 19:10:10
0,0,0,0,14-04 19:10:11
0,349.000,0,408344.094,14-04 19:10:12
0,480.997,0,443132.865,14-04 19:10:13
0,135.067,0,155789.366,14-04 19:10:14
0,0,0,0,14-04 19:10:15
0,0,0,0,14-04 19:10:16
0,27.996,0,17469.649,14-04 19:10:17
0,461.100,0,413737.385,14-04 19:10:18
0,46.999,0,44138.714,14-04 19:10:19
0,387.193,0,414242.646,14-04 19:10:20
0,426.804,0,453279.930,14-04 19:10:21
0,170.994,0,176709.919,14-04 19:10:22
0,0,0,0,14-04 19:10:23
0,2.000,0,63.999,14-04 19:10:24
0,52.999,0,49915.458,14-04 19:10:25
0,392.199,0,413529.866,14-04 19:10:26
0,511.762,0,566871.961,14-04 19:10:27
0,321.003,0,357019.794,14-04 19:10:28
0,2.001,0,76.035,14-04 19:10:29
0,0,0,0,14-04 19:10:30
0,0,0,0,14-04 19:10:31
0,0,0,0,14-04 19:10:32
0,113.003,0,125911.523,14-04 19:10:33
0,469.988,0,532018.471,14-04 19:10:34
0,237.001,0,273153.034,14-04 19:10:35
0,0,0,0,14-04 19:10:36
0,0,0,0,14-04 19:10:37
0,211.003,0,239803.378,14-04 19:10:38
0,461.983,0,534452.476,14-04 19:10:39
0,0,0,0,14-04 19:10:40
0,0,0,0,14-04 19:10:41
0,266.007,0,312016.049,14-04 19:10:42
0,475.003,0,554499.760,14-04 19:10:43
0,481.770,0,557625.250,14-04 19:10:44
0,350.974,0,399674.825,14-04 19:10:45
149.999,0,20459.921,0,14-04 19:10:46
577.306,0,73895.223,0,14-04 19:10:47
607.656,0,77671.973,0,14-04 19:10:48
593.020,2.000,77274.640,56.002,14-04 19:10:49
1185.036,0,151684.665,0,14-04 19:10:50
1151.966,0,147195.688,0,14-04 19:10:51
1148.078,106.007,146954.042,123912.468,14-04 19:10:52
1019.967,136.996,130427.804,159678.863,14-04 19:10:53
1091.001,121.000,139648.095,139328.095,14-04 19:10:54
1207.960,139.995,154490.844,151598.941,14-04 19:10:55
1271.070,200.011,162696.904,232972.751,14-04 19:10:56
1154.993,334.998,147839.166,381889.846,14-04 19:10:57
1261.931,176.990,161175.157,202100.912,14-04 19:10:58
1383.729,2.001,176829.183,76.040,14-04 19:10:59
1237.466,287.876,158395.670,337006.619,14-04 19:11:00
1216.950,321.987,154469.616,364272.945,14-04 19:11:01
1136.978,303.994,145133.253,355321.275,14-04 19:11:02
1201.007,124.001,153728.867,129408.730,14-04 19:11:03
1347.996,44.000,172159.486,39723.881,14-04 19:11:04
1506.932,0,192375.375,0,14-04 19:11:05
1406.754,0,180064.499,0,14-04 19:11:06
1475.286,0,188836.634,0,14-04 19:11:07
955.481,1.001,122301.558,1016.512,14-04 19:11:08
952.515,243.876,121921.962,240125.816,14-04 19:11:09
1286.047,354.013,164614.038,329532.087,14-04 19:11:10
1099.011,364.004,140673.450,385259.971,14-04 19:11:11
1484.659,113.050,190036.411,126296.098,14-04 19:11:12
1315.384,0,168241.267,0,14-04 19:11:13
1408.977,2.000,180349.107,55.999,14-04 19:11:14
1387.057,90.004,177415.311,82343.393,14-04 19:11:15
1268.978,289.995,162429.194,310470.637,14-04 19:11:16
1223.030,360.009,156419.809,397821.689,14-04 19:11:17
1379.651,290.137,175826.949,323692.706,14-04 19:11:18
1369.315,224.887,173865.019,255180.339,14-04 19:11:19
1476.937,0,187383.959,0,14-04 19:11:20
1510.037,0,191364.647,0,14-04 19:11:21
1530.954,0,194554.154,0,14-04 19:11:22
1478.051,140.005,188038.514,156037.406,14-04 19:11:23
1041.012,310.004,133249.587,342492.080,14-04 19:11:24
1064.015,334.005,136193.868,382469.245,14-04 19:11:25
1413.980,324.995,180989.402,363002.788,14-04 19:11:26
1485.987,68.999,190206.309,78207.305,14-04 19:11:27
1512.935,0,193527.637,0,14-04 19:11:28
1265.082,146.009,161930.457,169066.918,14-04 19:11:29
1419.595,355.149,181580.128,394341.329,14-04 19:11:30
1455.356,294.870,186285.560,329670.105,14-04 19:11:31
1395.663,129.061,178644.840,143428.115,14-04 19:11:32
1621.197,0,207385.287,0,14-04 19:11:33
1569.048,2.000,200838.171,60.002,14-04 19:11:34
1500.656,0,191955.936,0,14-04 19:11:35
1415.089,78.005,180235.336,88277.552,14-04 19:11:36
1350.316,296.850,171816.990,325259.286,14-04 19:11:37
1508.050,58.002,193030.444,63426.117,14-04 19:11:38
1500.968,171.996,190587.873,194671.785,14-04 19:11:39
994.472,132.063,126011.755,127092.267,14-04 19:11:40
1250.426,299.862,158775.108,337589.016,14-04 19:11:41
1269.583,369.170,161354.158,364795.660,14-04 19:11:42
1412.949,336.988,179961.450,342547.532,14-04 19:11:43
1379.346,135.936,175276.898,139329.941,14-04 19:11:44
1223.634,80.041,155984.803,67631.034,14-04 19:11:45
1174.653,357.894,150355.521,371350.145,14-04 19:11:46
1185.757,335.931,151776.841,368664.315,14-04 19:11:47
1512.739,39.019,192734.094,42272.638,14-04 19:11:48
1485.305,50.976,189223.440,50724.260,14-04 19:11:49
1306.574,82.036,167241.427,92752.723,14-04 19:11:50
1498.316,0,191784.424,0,14-04 19:11:51
1578.948,0,201977.328,0,14-04 19:11:52
1464.747,22.011,187487.593,24176.327,14-04 19:11:53
1123.406,344.818,143795.995,373666.494,14-04 19:11:54
1532.039,16.000,196101.053,15744.406,14-04 19:11:55
1073.034,117.004,137348.319,126979.993,14-04 19:11:56
1117.001,339.000,142848.167,378212.443,14-04 19:11:57
1181.000,333.000,151168.020,370716.048,14-04 19:11:58
1142.972,215.995,145496.468,238662.206,14-04 19:11:59
1259.998,7.000,159011.788,80.000,14-04 19:12:00
1292.994,0,163839.266,0,14-04 19:12:01
1334.625,0,169679.435,0,14-04 19:12:02
1184.489,222.904,149951.370,253202.868,14-04 19:12:03
931.010,331.004,118145.326,369976.151,14-04 19:12:04
876.903,370.959,111731.664,412754.429,14-04 19:12:05
1350.081,0,172810.312,0,14-04 19:12:06
1258.968,0,161019.894,0,14-04 19:12:07
1317.998,0,168703.762,0,14-04 19:12:08
1245.060,17.001,159367.673,17968.865,14-04 19:12:09
1240.884,235.978,158833.156,260631.643,14-04 19:12:10
1355.815,0,173544.270,0,14-04 19:12:11
1237.391,163.919,158386.018,187431.717,14-04 19:12:12
1310.959,192.994,166650.829,213877.364,14-04 19:12:13
1153.035,109.003,146692.484,122935.758,14-04 19:12:14
1173.817,116.982,148840.828,126956.235,14-04 19:12:15
1226.131,117.012,155152.572,126989.564,14-04 19:12:16
1077.016,329.005,136961.983,304480.408,14-04 19:12:17
1248.979,177.997,157949.365,183200.944,14-04 19:12:18
1208.049,290.012,154630.211,322840.967,14-04 19:12:19
1131.036,339.011,144648.615,331082.564,14-04 19:12:20
1321.927,323.982,169206.681,327093.986,14-04 19:12:21
1252.650,313.162,160339.158,334589.532,14-04 19:12:22
1266.346,115.940,161964.303,121153.393,14-04 19:12:23
1410.973,2.000,180348.552,75.999,14-04 19:12:24
1461.964,12.000,186107.426,107.997,14-04 19:12:25
1491.022,0,189570.767,0,14-04 19:12:26
1494.794,0,190052.995,0,14-04 19:12:27
1034.414,12.993,131381.633,13560.324,14-04 19:12:28
1126.626,293.163,143183.604,319281.507,14-04 19:12:29
1314.412,336.849,167221.181,374408.480,14-04 19:12:30
1288.980,336.995,163709.438,368866.227,14-04 19:12:31
1589.994,17.000,200831.237,18839.928,14-04 19:12:32
1514.008,0,191616.986,0,14-04 19:12:33
1327.029,4.000,167427.611,3588.077,14-04 19:12:34
1271.961,241.993,161147.090,265403.914,14-04 19:12:35
1152.992,345.998,145854.946,379873.255,14-04 19:12:36
1235.001,363.000,155968.156,403400.404,14-04 19:12:37
1372.962,264.993,174331.123,288203.938,14-04 19:12:38
1436.941,0,182584.566,0,14-04 19:12:39
1500.040,8.000,190661.071,156.004,14-04 19:12:40
1196.099,83.007,151592.596,92775.709,14-04 19:12:41
700.938,169.985,88440.167,181971.883,14-04 19:12:42
670.338,289.146,85931.315,317432.006,14-04 19:12:43
20.991,537.770,2558.906,534847.341,14-04 19:12:44
3.000,125.997,2039.951,73218.245,14-04 19:12:45
1.000,0,4.000,0,14-04 19:12:46
0,0,0,0,14-04 19:12:47
0,0,0,0,14-04 19:12:48
13.000,0,259.999,0,14-04 19:12:49
15.005,40.014,60.022,1296.469,14-04 19:12:50
0,0,0,0,14-04 19:12:51
6.000,0,24.000,0,14-04 19:12:52
0,0,0,0,14-04 19:12:53
0,0,0,0,14-04 19:12:54
