"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out10/dstat_out_upload.csv -D vdb",,,,"Date:","18 Apr 2024 16:21:54 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,18-04 16:21:54
0,1.999,0,7.994,18-04 16:21:55
0,0,0,0,18-04 16:21:56
0,0,0,0,18-04 16:21:57
0,4.000,0,15.999,18-04 16:21:58
0,26.004,0,568.088,18-04 16:21:59
1.000,192.970,3.999,176780.144,18-04 16:22:00
0,0,0,0,18-04 16:22:01
0,0,0,0,18-04 16:22:02
0,0,0,0,18-04 16:22:03
0,34.002,0,320.015,18-04 16:22:04
0,22.000,0,21504.226,18-04 16:22:05
0,0,0,0,18-04 16:22:06
0,0,0,0,18-04 16:22:07
0,0,0,0,18-04 16:22:08
0,6.000,0,32.001,18-04 16:22:09
0,0,0,0,18-04 16:22:10
0,0,0,0,18-04 16:22:11
0,0,0,0,18-04 16:22:12
0,0,0,0,18-04 16:22:13
0,132.017,0,132121.381,18-04 16:22:14
0,32.996,0,31747.689,18-04 16:22:15
0,223.999,0,226302.673,18-04 16:22:16
0,479.998,0,487417.524,18-04 16:22:17
0,548.987,0,558362.999,18-04 16:22:18
0,8.000,0,80.002,18-04 16:22:19
0,0,0,0,18-04 16:22:20
0,0,0,0,18-04 16:22:21
0,0,0,0,18-04 16:22:22
0,0,0,0,18-04 16:22:23
0,7.001,0,72.012,18-04 16:22:24
0,1.000,0,3.999,18-04 16:22:25
0,0,0,0,18-04 16:22:26
0,0,0,0,18-04 16:22:27
0,0,0,0,18-04 16:22:28
0,4.000,0,11.999,18-04 16:22:29
0,32.001,0,28381.291,18-04 16:22:30
0,124.994,0,127993.588,18-04 16:22:31
0,157.013,0,156684.602,18-04 16:22:32
