"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out30/dstat_out_upload.csv -D vdb",,,,"Date:","19 Apr 2024 10:40:39 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,19-04 10:40:39
0,0.999,0,3.997,19-04 10:40:40
0,0,0,0,19-04 10:40:41
0,0,0,0,19-04 10:40:42
0,0,0,0,19-04 10:40:43
0,10.000,0,252.003,19-04 10:40:44
0,107.002,0,94549.457,19-04 10:40:45
0,0,0,0,19-04 10:40:46
0,0,0,0,19-04 10:40:47
0,343.016,0,270044.971,19-04 10:40:48
0,169.995,0,159799.323,19-04 10:40:49
0,66.002,0,61449.762,19-04 10:40:50
0,476.974,0,484317.203,19-04 10:40:51
0,10.000,0,10239.861,19-04 10:40:52
0,154.027,0,155675.189,19-04 10:40:53
0,5.999,0,63.988,19-04 10:40:54
0,0,0,0,19-04 10:40:55
0,0,0,0,19-04 10:40:56
1.000,173.998,4.000,176125.470,19-04 10:40:57
0,261.005,0,258052.818,19-04 10:40:58
0,103.004,0,90163.892,19-04 10:40:59
0,563.000,0,569344.283,19-04 10:41:00
0,75.996,0,76796.275,19-04 10:41:01
0,0,0,0,19-04 10:41:02
0,117.001,0,117760.929,19-04 10:41:03
0,449.003,0,457546.844,19-04 10:41:04
0,268.996,0,272644.377,19-04 10:41:05
0,0,0,0,19-04 10:41:06
0,0,0,0,19-04 10:41:07
0,0,0,0,19-04 10:41:08
0,110.999,0,108559.446,19-04 10:41:09
0,455.067,0,464964.606,19-04 10:41:10
0,0,0,0,19-04 10:41:11
0,22.000,0,21503.601,19-04 10:41:12
0,338.990,0,347125.478,19-04 10:41:13
0,77.014,0,69704.476,19-04 10:41:14
0,525.908,0,535450.176,19-04 10:41:15
0,66.002,0,67594.490,19-04 10:41:16
0,0,0,0,19-04 10:41:17
0,183.007,0,186387.239,19-04 10:41:18
0,488.019,0,498695.853,19-04 10:41:19
0,242.988,0,216364.939,19-04 10:41:20
0,0,0,0,19-04 10:41:21
0,0,0,0,19-04 10:41:22
0,0,0,0,19-04 10:41:23
0,154.006,0,147490.121,19-04 10:41:24
0,482.008,0,490504.293,19-04 10:41:25
0,269.947,0,275401.513,19-04 10:41:26
0,0,0,0,19-04 10:41:27
0,0,0,0,19-04 10:41:28
0,6.000,0,56.001,19-04 10:41:29
