"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out31/dstat_out_wf.csv -D vdb",,,,"Date:","07 May 2024 09:24:05 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,07-05 09:24:05
43.954,0,2597.284,0,07-05 09:24:06
281.015,0,5476.290,0,07-05 09:24:07
206.004,0,4060.082,0,07-05 09:24:08
650.002,0,43272.105,0,07-05 09:24:09
345.994,0,25639.562,0,07-05 09:24:10
612.986,7.000,68394.398,415.990,07-05 09:24:11
566.942,0,44611.414,0,07-05 09:24:12
523.053,0,74543.492,0,07-05 09:24:13
280.087,0,44937.925,0,07-05 09:24:14
357.583,0,69930.473,0,07-05 09:24:15
416.516,0,53314.078,0,07-05 09:24:16
423.008,2.000,54145.061,40.001,07-05 09:24:17
142.001,0,18176.170,0,07-05 09:24:18
199.001,0,25472.146,0,07-05 09:24:19
167.998,0,21503.777,0,07-05 09:24:20
201.002,0,25728.289,0,07-05 09:24:21
198.999,0,25471.869,0,07-05 09:24:22
117.999,0,15103.896,0,07-05 09:24:23
195.002,20.000,24960.210,188.002,07-05 09:24:24
198.995,0,25471.318,0,07-05 09:24:25
199.008,0,25473.048,0,07-05 09:24:26
169.984,0,21757.923,0,07-05 09:24:27
163.014,0,20865.768,0,07-05 09:24:28
150.000,0,19199.957,0,07-05 09:24:29
226.999,0,29055.830,0,07-05 09:24:30
190.005,0,24320.653,0,07-05 09:24:31
179.977,0,23037.080,0,07-05 09:24:32
199.021,0,25474.736,0,07-05 09:24:33
132.992,0,16894.978,0,07-05 09:24:34
209.006,0,26752.771,0,07-05 09:24:35
216.987,0,27774.318,0,07-05 09:24:36
122.013,0,15617.695,0,07-05 09:24:37
171.992,2.000,22014.922,11.999,07-05 09:24:38
226.007,0,28928.940,0,07-05 09:24:39
143.000,0,18303.995,0,07-05 09:24:40
198.989,0,25470.531,0,07-05 09:24:41
145.009,0,18561.101,0,07-05 09:24:42
195.991,0,25086.893,0,07-05 09:24:43
171.007,0,21888.881,0,07-05 09:24:44
193.963,1.000,24827.274,3.999,07-05 09:24:45
148.021,0,18946.672,0,07-05 09:24:46
171.008,0,21889.072,0,07-05 09:24:47
179.992,0,22914.994,0,07-05 09:24:48
192.010,0,24577.317,0,07-05 09:24:49
163.994,0,20991.189,0,07-05 09:24:50
127.006,0,16256.766,0,07-05 09:24:51
192.992,0,24703.021,0,07-05 09:24:52
228.011,0,29185.378,0,07-05 09:24:53
162.991,2.000,20862.830,11.999,07-05 09:24:54
150.008,0,19201.063,0,07-05 09:24:55
200.002,0,25600.244,0,07-05 09:24:56
170.986,0,21886.235,0,07-05 09:24:57
199.013,0,25473.680,0,07-05 09:24:58
113.994,0,14591.273,0,07-05 09:24:59
190.009,0,24321.148,0,07-05 09:25:00
180.985,0,23166.086,0,07-05 09:25:01
174.015,0,22273.943,0,07-05 09:25:02
166.990,0,21374.671,0,07-05 09:25:03
