"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out23/dstat_out_wf.csv -D vdb",,,,"Date:","07 May 2024 02:30:42 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,07-05 02:30:42
1.998,0,7.993,0,07-05 02:30:43
118.996,0,4627.834,0,07-05 02:30:44
0,0,0,0,07-05 02:30:45
0,0,0,0,07-05 02:30:46
0,0,0,0,07-05 02:30:47
0,0,0,0,07-05 02:30:48
121.991,2.000,1939.859,131.990,07-05 02:30:49
438.000,0,27295.985,0,07-05 02:30:50
387.978,0,20538.846,0,07-05 02:30:51
726.045,0,51807.239,0,07-05 02:30:52
606.004,0,49796.367,0,07-05 02:30:53
563.008,2.000,79485.134,44.001,07-05 02:30:54
309.980,0,66527.726,0,07-05 02:30:55
453.353,25.963,57202.301,447.361,07-05 02:30:56
491.891,0,62962.110,0,07-05 02:30:57
170.008,0,21761.042,0,07-05 02:30:58
198.992,0,25471.032,0,07-05 02:30:59
228.000,0,29183.974,0,07-05 02:31:00
197.998,2.000,25343.719,28.000,07-05 02:31:01
147.009,0,18817.156,0,07-05 02:31:02
194.000,0,24832.043,0,07-05 02:31:03
193.998,0,24831.803,0,07-05 02:31:04
138.994,0,17791.272,0,07-05 02:31:05
150.003,0,19200.371,0,07-05 02:31:06
227.996,0,29183.547,0,07-05 02:31:07
191.003,0,24448.422,0,07-05 02:31:08
122.006,0,15616.783,0,07-05 02:31:09
197.999,0,25343.850,0,07-05 02:31:10
170.986,0,21886.145,0,07-05 02:31:11
170.005,0,21760.603,0,07-05 02:31:12
143.004,0,18180.531,0,07-05 02:31:13
198.999,0,25471.891,0,07-05 02:31:14
199.998,0,25471.780,0,07-05 02:31:15
171.003,0,21888.343,0,07-05 02:31:16
199.001,0,25472.144,0,07-05 02:31:17
169.995,3.000,21759.297,15.999,07-05 02:31:18
115.005,0,14720.591,0,07-05 02:31:19
197.997,0,25343.569,0,07-05 02:31:20
199.004,0,25472.484,0,07-05 02:31:21
198.940,0,25464.358,0,07-05 02:31:22
183.054,0,23430.941,0,07-05 02:31:23
129.001,0,16512.129,0,07-05 02:31:24
199.955,0,25594.271,0,07-05 02:31:25
175.032,0,22404.151,0,07-05 02:31:26
166.950,0,21369.583,0,07-05 02:31:27
183.062,0,23431.932,0,07-05 02:31:28
158.995,0,20351.375,0,07-05 02:31:29
199.008,2.000,25472.976,16.001,07-05 02:31:30
170.997,0,21887.595,0,07-05 02:31:31
170.993,4.000,21887.101,23.999,07-05 02:31:32
91.001,0,11648.164,0,07-05 02:31:33
197.989,1.000,25342.586,4.000,07-05 02:31:34
190.012,0,24321.493,0,07-05 02:31:35
176.001,0,22528.172,0,07-05 02:31:36
171.004,0,21888.478,0,07-05 02:31:37
227.985,0,29182.051,0,07-05 02:31:38
171.010,0,21889.317,0,07-05 02:31:39
142.994,0,18303.168,0,07-05 02:31:40
195.009,0,24961.188,0,07-05 02:31:41
147.001,0,18816.079,0,07-05 02:31:42
198.990,0,25470.754,0,07-05 02:31:43
171.008,0,21889.040,0,07-05 02:31:44
199.986,2.000,25598.230,15.999,07-05 02:31:45
193.011,0,24705.374,0,07-05 02:31:46
104.000,0,13311.965,0,07-05 02:31:47
177.994,0,22783.202,0,07-05 02:31:48
180.000,0,23040.040,0,07-05 02:31:49
198.993,1.000,25471.155,4.000,07-05 02:31:50
199.010,2.000,25473.229,12.001,07-05 02:31:51
129.998,0,16639.781,0,07-05 02:31:52
156.001,0,19968.174,0,07-05 02:31:53
198.994,0,25471.285,0,07-05 02:31:54
228.020,0,29186.571,0,07-05 02:31:55
141.987,0,18174.374,0,07-05 02:31:56
228.010,0,29185.268,0,07-05 02:31:57
143.004,0,18304.464,0,07-05 02:31:58
179.991,0,23038.802,0,07-05 02:31:59
133.008,0,17025.058,0,07-05 02:32:00
199.989,0,25598.624,0,07-05 02:32:01
171.003,0,21888.413,0,07-05 02:32:02
150.003,0,19200.320,0,07-05 02:32:03
220.002,0,28160.305,0,07-05 02:32:04
143.002,0,18304.228,0,07-05 02:32:05
167.000,0,21376.028,0,07-05 02:32:06
175.000,3.000,22399.947,16.000,07-05 02:32:07
199.001,0,25472.114,0,07-05 02:32:08
227.997,0,29183.677,0,07-05 02:32:09
113.754,0,14560.524,0,07-05 02:32:10
156.339,0,20011.343,0,07-05 02:32:11
158.001,0,20224.162,0,07-05 02:32:12
198.981,0,25469.542,0,07-05 02:32:13
171.006,0,21888.741,0,07-05 02:32:14
228.007,0,29184.836,0,07-05 02:32:15
113.996,2.000,14591.500,8.000,07-05 02:32:16
171.000,0,21888.008,0,07-05 02:32:17
190.006,0,24320.812,0,07-05 02:32:18
180.003,0,23040.352,0,07-05 02:32:19
199.998,0,25599.798,0,07-05 02:32:20
141.994,0,18175.205,0,07-05 02:32:21
199.002,0,25472.264,0,07-05 02:32:22
170.982,3.000,21885.741,15.998,07-05 02:32:23
200.026,0,25603.363,0,07-05 02:32:24
170.969,0,21884.028,0,07-05 02:32:25
199.037,0,25476.770,0,07-05 02:32:26
157.001,0,20096.099,0,07-05 02:32:27
149.999,0,19199.928,0,07-05 02:32:28
206.001,0,26368.096,0,07-05 02:32:29
171.001,0,21888.115,0,07-05 02:32:30
199.997,0,25599.671,0,07-05 02:32:31
170.003,0,21760.334,0,07-05 02:32:32
199.959,0,25594.707,0,07-05 02:32:33
205.038,0,26244.869,0,07-05 02:32:34
137.003,0,17536.325,0,07-05 02:32:35
170.990,0,21886.748,0,07-05 02:32:36
142.001,0,18176.189,0,07-05 02:32:37
191.006,0,24448.760,0,07-05 02:32:38
151.001,3.000,19328.124,16.000,07-05 02:32:39
228.001,0,29184.186,0,07-05 02:32:40
200.000,0,25600.021,0,07-05 02:32:41
162.999,0,20735.909,0,07-05 02:32:42
151.000,0,19328.063,0,07-05 02:32:43
193.998,0,24831.763,0,07-05 02:32:44
204.992,0,26238.937,0,07-05 02:32:45
170.995,0,21887.387,0,07-05 02:32:46
177.008,0,22656.984,0,07-05 02:32:47
165.006,0,21120.749,0,07-05 02:32:48
198.998,0,25471.727,0,07-05 02:32:49
171.002,0,21888.215,0,07-05 02:32:50
199.962,0,25595.179,0,07-05 02:32:51
171.008,0,21889.032,0,07-05 02:32:52
142.015,0,18177.886,0,07-05 02:32:53
143.002,0,18304.314,0,07-05 02:32:54
228.006,3.000,29184.714,16.000,07-05 02:32:55
227.934,0,29175.583,0,07-05 02:32:56
122.036,0,15620.579,0,07-05 02:32:57
218.990,0,28030.744,0,07-05 02:32:58
113.980,0,14589.388,0,07-05 02:32:59
199.988,0,25598.408,0,07-05 02:33:00
171.001,0,21888.071,0,07-05 02:33:01
199.010,0,25473.284,0,07-05 02:33:02
200.027,0,25603.456,0,07-05 02:33:03
162.010,0,20737.288,0,07-05 02:33:04
150.971,0,19324.244,0,07-05 02:33:05
200.014,0,25601.842,0,07-05 02:33:06
142.022,0,18178.872,0,07-05 02:33:07
199.955,0,25594.274,0,07-05 02:33:08
142.026,0,18179.307,0,07-05 02:33:09
199.952,0,25593.828,0,07-05 02:33:10
227.061,3.001,29063.759,16.004,07-05 02:33:11
114.001,0,14592.070,0,07-05 02:33:12
