"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out1/dstat_out_upload.csv -D vdb",,,,"Date:","20 Apr 2024 06:26:27 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,20-04 06:26:27
0,1.998,0,7.994,20-04 06:26:28
0,0,0,0,20-04 06:26:29
0,0,0,0,20-04 06:26:30
0,0,0,0,20-04 06:26:31
0,91.000,0,78911.929,20-04 06:26:32
0,0,0,0,20-04 06:26:33
0,0,0,0,20-04 06:26:34
0,0,0,0,20-04 06:26:35
0,0,0,0,20-04 06:26:36
0,2.000,0,75.982,20-04 06:26:37
0,264.002,0,307202.178,20-04 06:26:38
0,493.168,0,573634.924,20-04 06:26:39
0,260.916,0,303006.664,20-04 06:26:40
0,0,0,0,20-04 06:26:41
0,2.000,0,79.995,20-04 06:26:42
0,0,0,0,20-04 06:26:43
0,0,0,0,20-04 06:26:44
0,0,0,0,20-04 06:26:45
0,0,0,0,20-04 06:26:46
0,2.001,0,16.005,20-04 06:26:47
0,0,0,0,20-04 06:26:48
0,0,0,0,20-04 06:26:49
0,189.984,0,208966.512,20-04 06:26:50
0,32.000,0,36863.930,20-04 06:26:51
0,185.001,0,210237.187,20-04 06:26:52
0,462.986,0,539855.260,20-04 06:26:53
0,263.003,0,304675.674,20-04 06:26:54
0,0,0,0,20-04 06:26:55
0,0,0,0,20-04 06:26:56
0,2.000,0,63.996,20-04 06:26:57
0,255.022,0,294425.967,20-04 06:26:58
0,459.956,0,530125.728,20-04 06:26:59
0,281.006,0,326919.044,20-04 06:27:00
0,0,0,0,20-04 06:27:01
0,2.000,0,68.003,20-04 06:27:02
0,0,0,0,20-04 06:27:03
0,0,0,0,20-04 06:27:04
0,186.001,0,218625.176,20-04 06:27:05
0,478.996,0,560123.071,20-04 06:27:06
0,61.998,0,70198.033,20-04 06:27:07
0,0,0,0,20-04 06:27:08
0,0,0,0,20-04 06:27:09
0,4.998,0,107.966,20-04 06:27:10
0,298.020,0,352279.897,20-04 06:27:11
0,2.000,0,39.998,20-04 06:27:12
0,1.000,0,1023.961,20-04 06:27:13
0,195.015,0,228370.102,20-04 06:27:14
0,97.988,0,114674.169,20-04 06:27:15
0,369.034,0,433191.736,20-04 06:27:16
0,400.021,0,467548.339,20-04 06:27:17
0,156.030,0,182171.224,20-04 06:27:18
0,0,0,0,20-04 06:27:19
