"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out49/dstat_out_upload.csv -D vdb",,,,"Date:","22 Apr 2024 00:27:34 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,22-04 00:27:34
0,0,0,0,22-04 00:27:35
0,0,0,0,22-04 00:27:36
0,0,0,0,22-04 00:27:37
0,0,0,0,22-04 00:27:38
0,2.000,0,216.012,22-04 00:27:39
0,233.026,0,233838.567,22-04 00:27:40
0,0,0,0,22-04 00:27:41
0,0,0,0,22-04 00:27:42
0,41.998,0,38350.470,22-04 00:27:43
0,125.021,0,125928.693,22-04 00:27:44
0,66.991,0,69318.960,22-04 00:27:45
0,464.001,0,491312.827,22-04 00:27:46
0,27.999,0,32254.352,22-04 00:27:47
0,0,0,0,22-04 00:27:48
0,217.011,0,206266.142,22-04 00:27:49
0,484.040,0,517542.265,22-04 00:27:50
1.000,304.002,4.000,352770.420,22-04 00:27:51
0,197.002,0,229378.314,22-04 00:27:52
0,0,0,0,22-04 00:27:53
0,2.000,0,83.985,22-04 00:27:54
0,0,0,0,22-04 00:27:55
0,0,0,0,22-04 00:27:56
0,0,0,0,22-04 00:27:57
1.000,335.004,4.000,392709.036,22-04 00:27:58
1.000,408.003,4.000,476475.155,22-04 00:27:59
0,63.008,0,71949.212,22-04 00:28:00
0,0,0,0,22-04 00:28:01
0,0,0,0,22-04 00:28:02
0,56.001,0,66049.217,22-04 00:28:03
0,443.061,0,514943.206,22-04 00:28:04
0,484.938,0,565959.183,22-04 00:28:05
0,147.987,0,175088.430,22-04 00:28:06
0,0,0,0,22-04 00:28:07
0,0,0,0,22-04 00:28:08
0,15.000,0,236.000,22-04 00:28:09
0,0,0,0,22-04 00:28:10
0,185.996,0,217083.282,22-04 00:28:11
0,478.024,0,560155.937,22-04 00:28:12
0,236.992,0,276470.749,22-04 00:28:13
0,2.000,0,64.002,22-04 00:28:14
0,0,0,0,22-04 00:28:15
0,0,0,0,22-04 00:28:16
0,315.998,0,370173.793,22-04 00:28:17
0,444.988,0,521201.854,22-04 00:28:18
0,326.995,0,376417.931,22-04 00:28:19
0,0,0,0,22-04 00:28:20
0,0,0,0,22-04 00:28:21
0,0,0,0,22-04 00:28:22
0,0,0,0,22-04 00:28:23
0,258.952,0,298516.955,22-04 00:28:24
0,531.003,0,619778.919,22-04 00:28:25
0,150.009,0,175370.389,22-04 00:28:26
0,0,0,0,22-04 00:28:27
0,0,0,0,22-04 00:28:28
0,2.000,0,56.008,22-04 00:28:29
0,351.984,0,403729.409,22-04 00:28:30
0,500.970,0,584412.647,22-04 00:28:31
0,226.990,0,246773.174,22-04 00:28:32
0,0,0,0,22-04 00:28:33
0,2.000,0,72.001,22-04 00:28:34
0,0,0,0,22-04 00:28:35
0,1.000,0,1280.037,22-04 00:28:36
0,373.017,0,421403.751,22-04 00:28:37
0,416.977,0,456158.488,22-04 00:28:38
0,218.994,0,253761.163,22-04 00:28:39
0,5.999,0,99.990,22-04 00:28:40
0,0,0,0,22-04 00:28:41
0,47.001,0,55297.347,22-04 00:28:42
0,426.996,0,499707.003,22-04 00:28:43
0,422.963,0,492560.637,22-04 00:28:44
0,48.910,0,57238.147,22-04 00:28:45
0,0,0,0,22-04 00:28:46
0,0,0,0,22-04 00:28:47
0,0,0,0,22-04 00:28:48
0,52.999,0,55367.347,22-04 00:28:49
0,500.020,0,551154.121,22-04 00:28:50
0,389.997,0,405080.383,22-04 00:28:51
6.000,110.993,4087.748,122048.464,22-04 00:28:52
1049.053,0,133734.717,0,22-04 00:28:53
1331.982,2.000,170493.632,87.999,22-04 00:28:54
1120.034,95.003,143236.332,97778.957,22-04 00:28:55
1059.167,335.053,135445.400,352775.737,22-04 00:28:56
1354.781,215.965,173276.047,229179.028,22-04 00:28:57
1419.183,0,181527.350,0,22-04 00:28:58
1330.803,2.000,170342.810,51.992,22-04 00:28:59
1189.073,66.004,152201.291,60871.716,22-04 00:29:00
1339.000,182.000,170496.015,202652.018,22-04 00:29:01
1301.992,186.999,166526.964,211810.682,22-04 00:29:02
1236.004,334.001,158080.519,376477.237,22-04 00:29:03
1161.979,336.994,148733.254,386372.866,22-04 00:29:04
1406.909,160.990,180084.379,185716.015,22-04 00:29:05
1446.014,0,180797.792,0,22-04 00:29:06
1621.988,0,206590.526,0,22-04 00:29:07
1534.005,11.000,195328.694,12288.044,22-04 00:29:08
1052.996,306.999,134783.526,357422.743,22-04 00:29:09
1308.080,361.022,167434.187,416217.324,22-04 00:29:10
1292.000,327.000,164908.058,381056.134,22-04 00:29:11
1463.015,174.002,185661.914,202650.089,22-04 00:29:12
1467.998,0,187775.746,0,22-04 00:29:13
1503.172,2.000,192278.013,64.007,22-04 00:29:14
1506.748,0,192095.812,0,22-04 00:29:15
1212.071,21.001,153961.037,24705.450,22-04 00:29:16
1018.022,289.006,128522.772,334599.217,22-04 00:29:17
1348.972,373.992,171036.425,435446.899,22-04 00:29:18
1335.996,267.999,169307.518,301247.143,22-04 00:29:19
1119.992,5.000,142358.925,83.999,22-04 00:29:20
1213.992,0,155262.984,0,22-04 00:29:21
1445.012,0,184301.577,0,22-04 00:29:22
1351.041,229.007,170397.224,264304.102,22-04 00:29:23
1377.898,146.989,176242.925,153532.610,22-04 00:29:24
1556.078,5.000,199049.953,6400.320,22-04 00:29:25
1324.001,151.000,169472.085,174952.088,22-04 00:29:26
1206.145,238.029,154386.544,269240.340,22-04 00:29:27
1433.658,144.965,183508.262,168895.744,22-04 00:29:28
1226.159,352.046,155668.174,390018.544,22-04 00:29:29
1137.930,352.978,144503.120,385392.316,22-04 00:29:30
1325.994,37.000,168831.189,41319.802,22-04 00:29:31
1577.000,0,200660.026,0,22-04 00:29:32
1511.263,0,191821.343,0,22-04 00:29:33
1259.748,157.968,160223.999,177796.489,22-04 00:29:34
1186.000,355.000,151679.989,379215.973,22-04 00:29:35
1316.106,318.026,167821.482,351988.278,22-04 00:29:36
1391.947,335.987,177273.260,387677.259,22-04 00:29:37
1614.981,65.999,206461.602,74611.134,22-04 00:29:38
1478.993,2.000,189055.055,68.000,22-04 00:29:39
1499.301,176.035,191910.569,192258.639,22-04 00:29:40
1236.759,285.944,158181.216,320997.529,22-04 00:29:41
1302.035,355.010,165892.522,399086.880,22-04 00:29:42
1366.746,167.969,174047.597,189432.733,22-04 00:29:43
1518.223,2.000,193052.405,68.010,22-04 00:29:44
1563.976,0,197501.021,0,22-04 00:29:45
1527.950,0,194425.690,0,22-04 00:29:46
1577.059,0,201735.551,0,22-04 00:29:47
1221.091,290.022,156299.603,334616.841,22-04 00:29:48
1259.972,106.998,160380.457,120105.347,22-04 00:29:49
1467.479,71.974,186557.780,78180.250,22-04 00:29:50
1140.361,304.096,145966.169,338923.202,22-04 00:29:51
1252.044,336.012,160261.684,381965.546,22-04 00:29:52
1493.919,192.990,191221.626,209524.633,22-04 00:29:53
1335.042,2.000,170885.364,64.002,22-04 00:29:54
1267.010,7.000,162049.286,200.002,22-04 00:29:55
1385.060,201.009,177287.730,226185.862,22-04 00:29:56
1222.983,375.995,156541.770,415906.074,22-04 00:29:57
1326.001,339.000,169088.167,372784.369,22-04 00:29:58
1267.968,320.992,161451.901,352231.057,22-04 00:29:59
1589.015,0,202961.915,0,22-04 00:30:00
