"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out19/dstat_out_wf.csv -D vdb",,,,"Date:","10 May 2024 02:49:04 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,10-05 02:49:04
45.954,0,3484.542,0,10-05 02:49:05
11.000,0,763.987,0,10-05 02:49:06
0,0,0,0,10-05 02:49:07
0,0,0,0,10-05 02:49:08
0,0,0,0,10-05 02:49:09
0,6.002,0,116.041,10-05 02:49:10
140.003,0,13600.250,0,10-05 02:49:11
279.905,0,31645.292,0,10-05 02:49:12
35.999,0,2867.952,0,10-05 02:49:13
76.002,0,20848.573,0,10-05 02:49:14
31.999,13.999,15463.383,87.996,10-05 02:49:15
22.000,4.000,16427.944,44.000,10-05 02:49:16
649.184,0,82823.421,0,10-05 02:49:17
267.015,0,34177.978,0,10-05 02:49:18
222.992,0,28542.944,0,10-05 02:49:19
198.012,0,25345.509,0,10-05 02:49:20
227.951,5.999,29177.762,31.993,10-05 02:49:21
170.041,5.001,21765.223,16.004,10-05 02:49:22
170.988,0,21886.505,0,10-05 02:49:23
141.987,0,18174.384,0,10-05 02:49:24
227.031,0,29060.003,0,10-05 02:49:25
198.992,0,25470.943,0,10-05 02:49:26
199.007,0,25472.907,0,10-05 02:49:27
94.998,0,12159.767,0,10-05 02:49:28
189.002,0,24192.288,0,10-05 02:49:29
227.990,0,29182.738,0,10-05 02:49:30
199.010,0,25473.255,0,10-05 02:49:31
170.000,0,21760.054,0,10-05 02:49:32
170.983,0,21885.779,0,10-05 02:49:33
170.020,0,21762.499,0,10-05 02:49:34
169.978,0,21757.224,0,10-05 02:49:35
200.022,6.001,25602.846,268.030,10-05 02:49:36
201.993,0,25855.045,0,10-05 02:49:37
175.003,0,22400.341,0,10-05 02:49:38
162.002,4.000,20736.255,36.000,10-05 02:49:39
171.003,0,21888.437,0,10-05 02:49:40
169.954,0,21754.099,0,10-05 02:49:41
142.040,1.000,18181.108,4.001,10-05 02:49:42
199.976,0,25596.917,0,10-05 02:49:43
179.024,0,22915.053,0,10-05 02:49:44
161.977,0,20733.011,0,10-05 02:49:45
175.007,0,22400.928,0,10-05 02:49:46
166.985,3.000,21374.098,19.998,10-05 02:49:47
199.010,0,25473.264,0,10-05 02:49:48
153.012,0,19585.491,0,10-05 02:49:49
132.005,0,16896.656,0,10-05 02:49:50
228.004,0,29184.528,0,10-05 02:49:51
227.998,0,29183.778,0,10-05 02:49:52
142.992,0,18303.020,0,10-05 02:49:53
150.007,0,19200.899,0,10-05 02:49:54
162.986,3.000,20862.151,11.999,10-05 02:49:55
