"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out4/dstat_out_upload.csv -D vdb",,,,"Date:","13 Apr 2024 12:34:38 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,13-04 12:34:38
0,1.998,0,7.993,13-04 12:34:39
0,0,0,0,13-04 12:34:40
0,23.984,0,799.463,13-04 12:34:41
0,0,0,0,13-04 12:34:42
0,3.000,0,211.987,13-04 12:34:43
0,239.002,0,139945.172,13-04 12:34:44
0,0,0,0,13-04 12:34:45
0,0,0,0,13-04 12:34:46
0,0,0,0,13-04 12:34:47
0,2.000,0,68.000,13-04 12:34:48
0,29.001,0,14344.719,13-04 12:34:49
0,465.289,0,460269.501,13-04 12:34:50
0,484.711,0,495984.748,13-04 12:34:51
0,476.264,0,487582.530,13-04 12:34:52
0,119.931,0,98842.897,13-04 12:34:53
0,0,0,0,13-04 12:34:54
0,0,0,0,13-04 12:34:55
0,0,0,0,13-04 12:34:56
0,11.998,0,12109.851,13-04 12:34:57
0,378.005,0,386160.801,13-04 12:34:58
0,412.234,0,444008.443,13-04 12:34:59
0,531.690,0,621205.905,13-04 12:35:00
0,77.004,0,88836.985,13-04 12:35:01
0,0,0,0,13-04 12:35:02
0,6.996,0,135.923,13-04 12:35:03
0,0,0,0,13-04 12:35:04
0,0,0,0,13-04 12:35:05
0,366.180,0,428242.747,13-04 12:35:06
0,472.651,0,549993.372,13-04 12:35:07
0,477.078,0,552610.676,13-04 12:35:08
0,14.000,0,16384.550,13-04 12:35:09
0,0,0,0,13-04 12:35:10
0,0,0,0,13-04 12:35:11
0,0,0,0,13-04 12:35:12
0,6.000,0,99.996,13-04 12:35:13
0,410.253,0,479015.449,13-04 12:35:14
0,409.989,0,479219.680,13-04 12:35:15
0,455.688,0,532627.032,13-04 12:35:16
0,0,0,0,13-04 12:35:17
0,2.001,0,84.048,13-04 12:35:18
0,0,0,0,13-04 12:35:19
0,0,0,0,13-04 12:35:20
0,122.981,0,143846.081,13-04 12:35:21
0,475.964,0,557014.168,13-04 12:35:22
0,469.040,0,540837.787,13-04 12:35:23
0,256.113,0,298864.427,13-04 12:35:24
0,0,0,0,13-04 12:35:25
0,0,0,0,13-04 12:35:26
0,0,0,0,13-04 12:35:27
0,2.000,0,39.999,13-04 12:35:28
0,204.967,0,233266.168,13-04 12:35:29
0,477.010,0,556555.420,13-04 12:35:30
