"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out7/dstat_out_wf.csv -D vdb",,,,"Date:","18 Apr 2024 13:37:09 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,18-04 13:37:09
61.939,0,2825.198,0,18-04 13:37:10
196.171,0,7238.293,0,18-04 13:37:11
80.929,0,1698.507,0,18-04 13:37:12
0,16.000,0,227.995,18-04 13:37:13
0,0,0,0,18-04 13:37:14
0,0,0,0,18-04 13:37:15
0,0,0,0,18-04 13:37:16
0,0,0,0,18-04 13:37:17
0,34.997,0,211.983,18-04 13:37:18
0,3.000,0,12.000,18-04 13:37:19
0,0,0,0,18-04 13:37:20
0,0,0,0,18-04 13:37:21
0,0,0,0,18-04 13:37:22
0,0,0,0,18-04 13:37:23
0,0,0,0,18-04 13:37:24
0,0,0,0,18-04 13:37:25
0,2.997,0,11.989,18-04 13:37:26
0,0,0,0,18-04 13:37:27
0,0,0,0,18-04 13:37:28
0,0,0,0,18-04 13:37:29
0,0,0,0,18-04 13:37:30
0,0,0,0,18-04 13:37:31
0,0,0,0,18-04 13:37:32
0,0,0,0,18-04 13:37:33
0,0,0,0,18-04 13:37:34
0,0,0,0,18-04 13:37:35
0,0,0,0,18-04 13:37:36
0,0,0,0,18-04 13:37:37
0,0,0,0,18-04 13:37:38
0,0,0,0,18-04 13:37:39
0,0,0,0,18-04 13:37:40
0,3.000,0,12.000,18-04 13:37:41
0,0,0,0,18-04 13:37:42
0,14.000,0,408.004,18-04 13:37:43
0,0,0,0,18-04 13:37:44
0,0,0,0,18-04 13:37:45
0,0,0,0,18-04 13:37:46
0,0,0,0,18-04 13:37:47
0,0,0,0,18-04 13:37:48
0,6.000,0,48.000,18-04 13:37:49
0,0,0,0,18-04 13:37:50
0,0,0,0,18-04 13:37:51
0,0,0,0,18-04 13:37:52
5.995,0,91.926,0,18-04 13:37:53
722.962,5.983,89798.827,31.910,18-04 13:37:54
815.922,0,104438.037,0,18-04 13:37:55
475.217,0,60699.430,0,18-04 13:37:56
0,0,0,0,18-04 13:37:57
0,0,0,0,18-04 13:37:58
0,3.000,0,164.000,18-04 13:37:59
0,0,0,0,18-04 13:38:00
0,0,0,0,18-04 13:38:01
0,0,0,0,18-04 13:38:02
0,0,0,0,18-04 13:38:03
0,0,0,0,18-04 13:38:04
0,0,0,0,18-04 13:38:05
0,0,0,0,18-04 13:38:06
0,0,0,0,18-04 13:38:07
0,3.000,0,115.999,18-04 13:38:08
0,0,0,0,18-04 13:38:09
0,0,0,0,18-04 13:38:10
250.004,0,32000.480,0,18-04 13:38:11
0,0,0,0,18-04 13:38:12
792.006,5.000,101376.788,116.001,18-04 13:38:13
462.997,0,58879.658,0,18-04 13:38:14
502.001,0,64256.128,0,18-04 13:38:15
0,0,0,0,18-04 13:38:16
2.000,54.000,8.000,38240.302,18-04 13:38:17
0,160.000,0,134075.831,18-04 13:38:18
0.997,1.994,3.987,1949.823,18-04 13:38:19
8.026,394.263,32.103,381566.452,18-04 13:38:20
0,431.995,0,415318.754,18-04 13:38:21
0,55.000,0,53775.626,18-04 13:38:22
0,0,0,0,18-04 13:38:23
0,5.000,0,155.998,18-04 13:38:24
0,0,0,0,18-04 13:38:25
0,0,0,0,18-04 13:38:26
0,0,0,0,18-04 13:38:27
0,0,0,0,18-04 13:38:28
250.001,4.000,32000.175,116.001,18-04 13:38:29
249.999,0,31999.918,0,18-04 13:38:30
789.995,0,101119.366,0,18-04 13:38:31
457.005,0,58368.584,0,18-04 13:38:32
0,0,0,0,18-04 13:38:33
250.034,3.000,32004.294,116.016,18-04 13:38:34
0,0,0,0,18-04 13:38:35
1.000,93.998,4.000,62602.557,18-04 13:38:36
5.000,98.002,20.000,40624.707,18-04 13:38:37
4.000,489.024,16.001,382182.453,18-04 13:38:38
0,468.003,0,400742.238,18-04 13:38:39
0,0,0,0,18-04 13:38:40
0,0,0,0,18-04 13:38:41
0,0,0,0,18-04 13:38:42
0,0,0,0,18-04 13:38:43
0,3.000,0,115.999,18-04 13:38:44
0,0,0,0,18-04 13:38:45
0,0,0,0,18-04 13:38:46
498.992,0,63742.928,0,18-04 13:38:47
3.000,0,384.007,0,18-04 13:38:48
246.998,3.000,31615.808,111.999,18-04 13:38:49
283.000,0,36223.979,0,18-04 13:38:50
216.010,0,27649.304,0,18-04 13:38:51
498.977,0,63869.032,0,18-04 13:38:52
153.986,0,19710.234,0,18-04 13:38:53
96.009,6.001,12289.118,116.011,18-04 13:38:54
2.000,178.001,8.000,123260.393,18-04 13:38:55
0,0,0,0,18-04 13:38:56
0,212.007,0,193862.511,18-04 13:38:57
0,519.984,0,498448.301,18-04 13:38:58
0,68.001,0,43112.677,18-04 13:38:59
0,0,0,0,18-04 13:39:00
0,0,0,0,18-04 13:39:01
0,22.000,0,16771.989,18-04 13:39:02
248.001,61.000,31744.185,59484.346,18-04 13:39:03
0,3.000,0,144.000,18-04 13:39:04
0,0,0,0,18-04 13:39:05
249.995,0,31999.320,0,18-04 13:39:06
250.007,0,32000.883,0,18-04 13:39:07
0,0,0,0,18-04 13:39:08
251.003,8.000,32000.357,116.001,18-04 13:39:09
501.964,0,64251.418,0,18-04 13:39:10
246.009,0,31489.117,0,18-04 13:39:11
0,0,0,0,18-04 13:39:12
0,0,0,0,18-04 13:39:13
