"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out33/dstat_out_upload.csv -D vdb",,,,"Date:","16 Apr 2024 08:28:40 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,16-04 08:28:40
0,0,0,0,16-04 08:28:41
0,0.996,0,3.985,16-04 08:28:42
0,1.004,0,16.060,16-04 08:28:43
0,0,0,0,16-04 08:28:44
0,11.989,0,231.788,16-04 08:28:45
0,0,0,0,16-04 08:28:46
0,0,0,0,16-04 08:28:47
0,109.003,0,98986.441,16-04 08:28:48
0,0,0,0,16-04 08:28:49
0,6.000,0,64.002,16-04 08:28:50
0,0,0,0,16-04 08:28:51
0,214.001,0,172032.594,16-04 08:28:52
0,339.021,0,295954.723,16-04 08:28:53
0,536.972,0,546927.384,16-04 08:28:54
0,603.014,0,546668.300,16-04 08:28:55
0,2.000,0,4.000,16-04 08:28:56
0,0,0,0,16-04 08:28:57
0,0,0,0,16-04 08:28:58
0,0,0,0,16-04 08:28:59
0,22.001,0,16417.119,16-04 08:29:00
0,233.993,0,224085.762,16-04 08:29:01
0,206.994,0,179347.220,16-04 08:29:02
0,248.233,0,235741.341,16-04 08:29:03
0,305.717,0,300777.815,16-04 08:29:04
0,558.969,0,567264.456,16-04 08:29:05
0,437.968,0,441455.288,16-04 08:29:06
0,0,0,0,16-04 08:29:07
0,0,0,0,16-04 08:29:08
0,0,0,0,16-04 08:29:09
0,6.000,0,20.001,16-04 08:29:10
0,67.064,0,64634.120,16-04 08:29:11
0,237.797,0,239412.101,16-04 08:29:12
0,245.974,0,244710.565,16-04 08:29:13
0,192.994,0,189434.137,16-04 08:29:14
0,511.030,0,519190.402,16-04 08:29:15
0,491.958,0,500701.269,16-04 08:29:16
0,202.024,0,203223.780,16-04 08:29:17
0,0,0,0,16-04 08:29:18
0,0,0,0,16-04 08:29:19
0,3.003,0,20.018,16-04 08:29:20
0,0,0,0,16-04 08:29:21
0,178.963,0,180243.213,16-04 08:29:22
0,180.206,0,180429.907,16-04 08:29:23
0,201.798,0,204595.403,16-04 08:29:24
0,228.007,0,221246.609,16-04 08:29:25
0,430.014,0,432805.740,16-04 08:29:26
0,530.518,0,543250.525,16-04 08:29:27
0,297.985,0,304724.530,16-04 08:29:28
0,0,0,0,16-04 08:29:29
0,18.999,0,163.991,16-04 08:29:30
0,0,0,0,16-04 08:29:31
0,0,0,0,16-04 08:29:32
0,237.002,0,237570.315,16-04 08:29:33
0,197.004,0,191491.631,16-04 08:29:34
0,85.002,0,81357.590,16-04 08:29:35
0,215.191,0,218918.707,16-04 08:29:36
0,285.731,0,286861.837,16-04 08:29:37
0,530.497,0,540154.498,16-04 08:29:38
0,446.932,0,451515.371,16-04 08:29:39
0,9.992,0,75.940,16-04 08:29:40
0,8.000,0,79.999,16-04 08:29:41
0,0,0,0,16-04 08:29:42
0,0,0,0,16-04 08:29:43
0,220.831,0,221015.110,16-04 08:29:44
0,218.985,0,211989.037,16-04 08:29:45
0,82.012,0,82956.274,16-04 08:29:46
0,248.977,0,253928.942,16-04 08:29:47
1.000,239.980,4.000,235500.690,16-04 08:29:48
0,517.084,0,527445.668,16-04 08:29:49
0,538.961,0,544140.180,16-04 08:29:50
0,91.996,0,79964.181,16-04 08:29:51
0,0,0,0,16-04 08:29:52
0,0,0,0,16-04 08:29:53
0,0,0,0,16-04 08:29:54
0,3.000,0,20.000,16-04 08:29:55
0,192.012,0,181783.703,16-04 08:29:56
0,108.001,0,107664.691,16-04 08:29:57
0,231.099,0,235032.593,16-04 08:29:58
0,192.896,0,194455.326,16-04 08:29:59
0,81.007,0,75838.583,16-04 08:30:00
0,384.001,0,388889.425,16-04 08:30:01
0,576.534,0,586066.539,16-04 08:30:02
0,301.992,0,304120.156,16-04 08:30:03
0,0,0,0,16-04 08:30:04
0,21.000,0,155.999,16-04 08:30:05
0,0,0,0,16-04 08:30:06
0,0,0,0,16-04 08:30:07
0,289.996,0,278524.612,16-04 08:30:08
0,285.001,0,278529.361,16-04 08:30:09
0,65.998,0,52582.787,16-04 08:30:10
0,235.992,0,225980.505,16-04 08:30:11
0,351.020,0,349931.674,16-04 08:30:12
0,528.013,0,532789.338,16-04 08:30:13
0,387.989,0,391157.112,16-04 08:30:14
0,14.000,0,168.003,16-04 08:30:15
0,0,0,0,16-04 08:30:16
0,0,0,0,16-04 08:30:17
0,0,0,0,16-04 08:30:18
0,279.002,0,278529.570,16-04 08:30:19
0,195.160,0,194755.940,16-04 08:30:20
0,142.882,0,143242.025,16-04 08:30:21
0,225.974,0,227301.572,16-04 08:30:22
0,391.397,0,366964.567,16-04 08:30:23
0,494.460,0,495075.418,16-04 08:30:24
0,441.050,0,436885.801,16-04 08:30:25
0,0,0,0,16-04 08:30:26
34.000,0,5739.928,0,16-04 08:30:27
554.982,0,71785.620,0,16-04 08:30:28
887.015,0,112769.918,0,16-04 08:30:29
872.893,5.999,110962.450,43.995,16-04 08:30:30
760.028,64.002,96295.485,42881.552,16-04 08:30:31
