"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out35/dstat_out_wf.csv -D vdb",,,,"Date:","16 Apr 2024 10:02:25 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,16-04 10:02:25
0,0,0,0,16-04 10:02:26
0,11.000,0,108.001,16-04 10:02:27
87.995,0,6951.592,0,16-04 10:02:28
64.943,0,2869.484,0,16-04 10:02:29
0,0,0,0,16-04 10:02:30
0,0,0,0,16-04 10:02:31
0,14.003,0,64.012,16-04 10:02:32
0,3.000,0,83.998,16-04 10:02:33
0,0,0,0,16-04 10:02:34
0,0,0,0,16-04 10:02:35
0,0,0,0,16-04 10:02:36
0,0,0,0,16-04 10:02:37
0,0,0,0,16-04 10:02:38
0,7.002,0,76.017,16-04 10:02:39
0,0,0,0,16-04 10:02:40
0,0,0,0,16-04 10:02:41
0,0,0,0,16-04 10:02:42
0,0,0,0,16-04 10:02:43
0,0,0,0,16-04 10:02:44
0,0,0,0,16-04 10:02:45
0,0,0,0,16-04 10:02:46
0,0,0,0,16-04 10:02:47
0,0,0,0,16-04 10:02:48
0,0,0,0,16-04 10:02:49
0,0,0,0,16-04 10:02:50
0,0,0,0,16-04 10:02:51
0,0,0,0,16-04 10:02:52
0,0,0,0,16-04 10:02:53
0,11.000,0,304.004,16-04 10:02:54
0,0,0,0,16-04 10:02:55
0,0,0,0,16-04 10:02:56
0,0,0,0,16-04 10:02:57
0,0,0,0,16-04 10:02:58
0,0,0,0,16-04 10:02:59
0,3.003,0,36.030,16-04 10:03:00
0,0,0,0,16-04 10:03:01
0,0,0,0,16-04 10:03:02
0,0,0,0,16-04 10:03:03
0,0,0,0,16-04 10:03:04
0,5.004,0,28.023,16-04 10:03:05
52.008,0,6112.942,0,16-04 10:03:06
82.000,0,10496.004,0,16-04 10:03:07
84.004,0,10752.530,0,16-04 10:03:08
81.998,0,10495.780,0,16-04 10:03:09
84.000,3.000,10752.035,12.000,16-04 10:03:10
78.002,0,9984.193,0,16-04 10:03:11
82.002,0,10496.237,0,16-04 10:03:12
66.000,0,8448.003,0,16-04 10:03:13
82.001,0,10496.085,0,16-04 10:03:14
