"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out15/dstat_out_wf.csv -D vdb",,,,"Date:","18 Apr 2024 20:59:16 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,18-04 20:59:16
5.994,0,23.976,0,18-04 20:59:17
248.979,0,12118.988,0,18-04 20:59:18
0,0,0,0,18-04 20:59:19
0,0,0,0,18-04 20:59:20
0,0,0,0,18-04 20:59:21
0,0,0,0,18-04 20:59:22
0,14.000,0,164.004,18-04 20:59:23
0,0,0,0,18-04 20:59:24
0,0,0,0,18-04 20:59:25
0,0,0,0,18-04 20:59:26
0,0,0,0,18-04 20:59:27
0,0,0,0,18-04 20:59:28
0,0,0,0,18-04 20:59:29
0,0,0,0,18-04 20:59:30
0,0,0,0,18-04 20:59:31
0,0,0,0,18-04 20:59:32
0,3.000,0,12.001,18-04 20:59:33
0,0,0,0,18-04 20:59:34
0,0,0,0,18-04 20:59:35
0,0,0,0,18-04 20:59:36
0,0,0,0,18-04 20:59:37
0,0,0,0,18-04 20:59:38
0,0,0,0,18-04 20:59:39
0,46.006,0,660.079,18-04 20:59:40
0,0,0,0,18-04 20:59:41
0,0,0,0,18-04 20:59:42
0,0,0,0,18-04 20:59:43
0,0,0,0,18-04 20:59:44
0,2.999,0,11.998,18-04 20:59:45
0,0,0,0,18-04 20:59:46
0,0,0,0,18-04 20:59:47
0,7.000,0,324.011,18-04 20:59:48
0,0,0,0,18-04 20:59:49
0,0,0,0,18-04 20:59:50
0,3.000,0,88.003,18-04 20:59:51
0,0,0,0,18-04 20:59:52
0,4.000,0,44.000,18-04 20:59:53
0,0,0,0,18-04 20:59:54
0,0,0,0,18-04 20:59:55
0,0,0,0,18-04 20:59:56
5.004,0,32.024,0,18-04 20:59:57
493.626,3.997,62640.577,23.982,18-04 20:59:58
859.649,0,110035.086,0,18-04 20:59:59
628.998,0,80511.791,0,18-04 21:00:00
0,0,0,0,18-04 21:00:01
0,12.001,0,168.009,18-04 21:00:02
0,3.000,0,12.000,18-04 21:00:03
0,0,0,0,18-04 21:00:04
0,0,0,0,18-04 21:00:05
0,0,0,0,18-04 21:00:06
0,8.000,0,112.004,18-04 21:00:07
0,3.000,0,87.999,18-04 21:00:08
0,0,0,0,18-04 21:00:09
0,0,0,0,18-04 21:00:10
0,117.001,0,113684.522,18-04 21:00:11
0,284.003,0,278323.004,18-04 21:00:12
0,26.000,0,243.999,18-04 21:00:13
251.992,0,31998.953,0,18-04 21:00:14
250.008,0,32001.066,0,18-04 21:00:15
198.000,0,25343.968,0,18-04 21:00:16
366.000,0,46847.983,0,18-04 21:00:17
604.998,5.000,77439.706,112.000,18-04 21:00:18
335.002,0,42880.300,0,18-04 21:00:19
0,0,0,0,18-04 21:00:20
0,0,0,0,18-04 21:00:21
0,0,0,0,18-04 21:00:22
0,5.000,0,112.004,18-04 21:00:23
