"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out18/dstat_out_wf.csv -D vdb",,,,"Date:","18 Apr 2024 23:44:21 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,18-04 23:44:21
46.956,0,3560.646,0,18-04 23:44:22
275.051,10.002,9577.764,212.039,18-04 23:44:23
0,0,0,0,18-04 23:44:24
2.000,0,23.998,0,18-04 23:44:25
0,0,0,0,18-04 23:44:26
0,0,0,0,18-04 23:44:27
0,66.024,0,616.228,18-04 23:44:28
0,3.000,0,39.995,18-04 23:44:29
0,0,0,0,18-04 23:44:30
0,0,0,0,18-04 23:44:31
0,0,0,0,18-04 23:44:32
0,0,0,0,18-04 23:44:33
0,0,0,0,18-04 23:44:34
0,0,0,0,18-04 23:44:35
0,0,0,0,18-04 23:44:36
0,0,0,0,18-04 23:44:37
0,3.000,0,12.001,18-04 23:44:38
0,0,0,0,18-04 23:44:39
0,0,0,0,18-04 23:44:40
0,0,0,0,18-04 23:44:41
0,0,0,0,18-04 23:44:42
0,0,0,0,18-04 23:44:43
0,0,0,0,18-04 23:44:44
0,0,0,0,18-04 23:44:45
0,0,0,0,18-04 23:44:46
0,0,0,0,18-04 23:44:47
0,0,0,0,18-04 23:44:48
0,0,0,0,18-04 23:44:49
0,3.000,0,12.001,18-04 23:44:50
0,0,0,0,18-04 23:44:51
0,0,0,0,18-04 23:44:52
0,8.000,0,192.003,18-04 23:44:53
0,4.000,0,216.009,18-04 23:44:54
0,0,0,0,18-04 23:44:55
0,0,0,0,18-04 23:44:56
0,0,0,0,18-04 23:44:57
0,0,0,0,18-04 23:44:58
0,0,0,0,18-04 23:44:59
0,16.998,0,91.990,18-04 23:45:00
0,0,0,0,18-04 23:45:01
3.000,0,44.001,0,18-04 23:45:02
579.989,0,71954.659,0,18-04 23:45:03
845.004,0,107944.570,0,18-04 23:45:04
583.092,0,74635.775,0,18-04 23:45:05
0,0,0,0,18-04 23:45:06
0,6.000,0,164.006,18-04 23:45:07
0,0,0,0,18-04 23:45:08
0,0,0,0,18-04 23:45:09
0,0,0,0,18-04 23:45:10
0,0,0,0,18-04 23:45:11
0,0,0,0,18-04 23:45:12
0,0,0,0,18-04 23:45:13
0,0,0,0,18-04 23:45:14
0,0,0,0,18-04 23:45:15
0,0,0,0,18-04 23:45:16
0,3.000,0,116.006,18-04 23:45:17
0,0,0,0,18-04 23:45:18
0,0,0,0,18-04 23:45:19
559.984,0,71361.938,0,18-04 23:45:20
521.002,0,66320.310,0,18-04 23:45:21
426.014,15.001,54529.847,112.004,18-04 23:45:22
0,0,0,0,18-04 23:45:23
250.930,0,31931.083,0,18-04 23:45:24
252.070,48.013,32136.982,45036.587,18-04 23:45:25
0,236.001,0,230733.062,18-04 23:45:26
0,11.000,0,135.994,18-04 23:45:27
0,0,0,0,18-04 23:45:28
0,4.000,0,4096.133,18-04 23:45:29
0,392.930,0,379976.639,18-04 23:45:30
0,347.023,0,336282.370,18-04 23:45:31
0,3.000,0,143.995,18-04 23:45:32
0,20.002,0,156.017,18-04 23:45:33
0,0,0,0,18-04 23:45:34
0,0,0,0,18-04 23:45:35
50.990,0,6526.684,0,18-04 23:45:36
449.086,3.001,57482.976,112.021,18-04 23:45:37
376.944,0,48120.796,0,18-04 23:45:38
373.054,0,47622.953,0,18-04 23:45:39
433.217,0,55451.806,0,18-04 23:45:40
63.891,0,8178.080,0,18-04 23:45:41
