"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out13/dstat_out_wf.csv -D vdb",,,,"Date:","15 Apr 2024 17:46:35 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,15-04 17:46:35
0,0,0,0,15-04 17:46:36
0,0,0,0,15-04 17:46:37
44.999,0,1455.957,0,15-04 17:46:38
76.936,0,2813.673,0,15-04 17:46:39
0,8.000,0,43.998,15-04 17:46:40
0,0,0,0,15-04 17:46:41
0,3.000,0,128.006,15-04 17:46:42
0,0,0,0,15-04 17:46:43
0,0,0,0,15-04 17:46:44
0,0,0,0,15-04 17:46:45
0,0,0,0,15-04 17:46:46
0,14.000,0,120.000,15-04 17:46:47
0,0,0,0,15-04 17:46:48
0,0,0,0,15-04 17:46:49
0,0,0,0,15-04 17:46:50
0,0,0,0,15-04 17:46:51
0,0,0,0,15-04 17:46:52
0,0,0,0,15-04 17:46:53
0,0,0,0,15-04 17:46:54
0,0,0,0,15-04 17:46:55
0,0,0,0,15-04 17:46:56
0,0,0,0,15-04 17:46:57
0,0,0,0,15-04 17:46:58
0,0,0,0,15-04 17:46:59
0,0,0,0,15-04 17:47:00
0,0,0,0,15-04 17:47:01
0,0,0,0,15-04 17:47:02
0,0,0,0,15-04 17:47:03
0,0,0,0,15-04 17:47:04
0,0,0,0,15-04 17:47:05
0,0,0,0,15-04 17:47:06
0,0,0,0,15-04 17:47:07
0,0,0,0,15-04 17:47:08
0,3.997,0,303.748,15-04 17:47:09
0,0,0,0,15-04 17:47:10
0,0,0,0,15-04 17:47:11
0,0,0,0,15-04 17:47:12
0,0,0,0,15-04 17:47:13
56.001,0,6624.106,0,15-04 17:47:14
75.001,0,9472.145,0,15-04 17:47:15
82.002,4.000,10496.305,40.001,15-04 17:47:16
88.999,0,11263.932,0,15-04 17:47:17
97.000,0,12288.058,0,15-04 17:47:18
86.000,0,11007.992,0,15-04 17:47:19
93.999,0,11903.888,0,15-04 17:47:20
83.996,6.000,10623.548,31.999,15-04 17:47:21
