"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out11/dstat_out_wf.csv -D vdb",,,,"Date:","13 Apr 2024 17:38:15 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,13-04 17:38:15
0,0,0,0,13-04 17:38:16
177.996,0,10067.779,0,13-04 17:38:17
57.002,0,2620.081,0,13-04 17:38:18
0,6.000,0,36.000,13-04 17:38:19
0,0,0,0,13-04 17:38:20
0,7.990,0,423.480,13-04 17:38:21
0,0,0,0,13-04 17:38:22
0,0,0,0,13-04 17:38:23
0,0,0,0,13-04 17:38:24
0,0,0,0,13-04 17:38:25
0,13.000,0,92.002,13-04 17:38:26
0,2.000,0,27.999,13-04 17:38:27
0,0,0,0,13-04 17:38:28
0,0,0,0,13-04 17:38:29
0,0,0,0,13-04 17:38:30
0,0,0,0,13-04 17:38:31
0,3.000,0,20.001,13-04 17:38:32
0,0,0,0,13-04 17:38:33
0,0,0,0,13-04 17:38:34
0,0,0,0,13-04 17:38:35
0,0,0,0,13-04 17:38:36
0,2.000,0,12.000,13-04 17:38:37
0,0,0,0,13-04 17:38:38
0,0,0,0,13-04 17:38:39
0,0,0,0,13-04 17:38:40
0,0,0,0,13-04 17:38:41
0,1.000,0,4.000,13-04 17:38:42
0,0,0,0,13-04 17:38:43
0,0,0,0,13-04 17:38:44
0,0,0,0,13-04 17:38:45
0,0,0,0,13-04 17:38:46
0,0,0,0,13-04 17:38:47
0,0,0,0,13-04 17:38:48
0,0,0,0,13-04 17:38:49
0,0,0,0,13-04 17:38:50
1.001,0,64.061,0,13-04 17:38:51
48.001,0,5600.117,0,13-04 17:38:52
84.002,0,10752.249,0,13-04 17:38:53
92.000,0,11775.957,0,13-04 17:38:54
98.000,0,12544.038,0,13-04 17:38:55
94.000,0,12031.958,0,13-04 17:38:56
89.998,2.000,11519.779,12.000,13-04 17:38:57
86.000,0,11007.982,0,13-04 17:38:58
94.000,0,12031.945,0,13-04 17:38:59
102.003,0,13056.368,0,13-04 17:39:00
81.998,0,10495.748,0,13-04 17:39:01
121.990,1.000,15614.774,4.000,13-04 17:39:02
114.010,0,14593.339,0,13-04 17:39:03
91.999,0,11775.810,0,13-04 17:39:04
117.004,0,14848.500,0,13-04 17:39:05
95.999,0,12287.831,0,13-04 17:39:06
30.000,0,3840.001,0,13-04 17:39:07
56.000,0,7167.973,0,13-04 17:39:08
101.997,0,13055.648,0,13-04 17:39:09
106.004,0,13568.529,0,13-04 17:39:10
97.996,0,12543.465,0,13-04 17:39:11
94.004,0,12032.463,0,13-04 17:39:12
84.002,0,10752.208,0,13-04 17:39:13
83.990,0,10750.704,0,13-04 17:39:14
90.001,0,11520.085,0,13-04 17:39:15
92.003,0,11776.392,0,13-04 17:39:16
76.001,0,9728.088,0,13-04 17:39:17
118.000,0,15103.981,0,13-04 17:39:18
101.997,0,13055.635,0,13-04 17:39:19
94.006,0,12032.805,0,13-04 17:39:20
77.995,0,9983.303,0,13-04 17:39:21
94.000,0,12031.990,0,13-04 17:39:22
110.998,0,14079.772,0,13-04 17:39:23
84.001,0,10752.171,0,13-04 17:39:24
106.998,0,13567.725,0,13-04 17:39:25
64.002,0,8192.217,0,13-04 17:39:26
103.997,0,13311.581,0,13-04 17:39:27
81.997,0,10495.565,0,13-04 17:39:28
60.004,0,7680.571,0,13-04 17:39:29
57.999,0,7423.837,0,13-04 17:39:30
76.002,0,9728.247,0,13-04 17:39:31
103.997,0,13311.559,0,13-04 17:39:32
37.999,0,4863.876,0,13-04 17:39:33
80.003,0,10240.411,0,13-04 17:39:34
73.995,0,9471.377,0,13-04 17:39:35
72.003,0,9216.370,0,13-04 17:39:36
88.000,0,11264.027,0,13-04 17:39:37
110.006,0,14080.741,0,13-04 17:39:38
90.000,0,11519.948,0,13-04 17:39:39
97.991,0,12542.911,0,13-04 17:39:40
100.001,0,12800.146,0,13-04 17:39:41
64.005,0,8192.580,0,13-04 17:39:42
91.991,0,11774.792,0,13-04 17:39:43
64.007,0,8192.957,0,13-04 17:39:44
89.997,0,11519.571,0,13-04 17:39:45
110.000,0,14079.984,0,13-04 17:39:46
98.002,0,12544.194,0,13-04 17:39:47
98.001,0,12544.171,0,13-04 17:39:48
86.000,0,11008.021,0,13-04 17:39:49
73.999,0,9471.904,0,13-04 17:39:50
103.000,0,13183.961,0,13-04 17:39:51
101.002,0,12928.306,0,13-04 17:39:52
110.998,0,14207.747,0,13-04 17:39:53
80.999,0,10367.853,0,13-04 17:39:54
74.001,0,9472.136,0,13-04 17:39:55
112.999,0,14335.914,0,13-04 17:39:56
120.999,0,15359.921,0,13-04 17:39:57
99.998,0,12799.806,0,13-04 17:39:58
70.000,0,8960.056,0,13-04 17:39:59
62.002,0,7936.245,0,13-04 17:40:00
86.000,0,11008.047,0,13-04 17:40:01
106.001,0,13568.087,0,13-04 17:40:02
50.002,0,6400.213,0,13-04 17:40:03
52.000,0,6655.953,0,13-04 17:40:04
47.999,0,6143.857,0,13-04 17:40:05
42.000,0,5376.044,0,13-04 17:40:06
40.000,0,5120.005,0,13-04 17:40:07
101.996,0,13055.542,0,13-04 17:40:08
114.000,0,14592.027,0,13-04 17:40:09
110.001,0,14080.129,0,13-04 17:40:10
91.999,0,11775.833,0,13-04 17:40:11
24.001,0,3072.133,0,13-04 17:40:12
30.000,0,3839.970,0,13-04 17:40:13
30.000,0,3840.049,0,13-04 17:40:14
28.001,0,3584.077,0,13-04 17:40:15
23.999,0,3071.865,0,13-04 17:40:16
24.000,0,3072.024,0,13-04 17:40:17
28.000,0,3583.959,0,13-04 17:40:18
92.002,0,11776.223,0,13-04 17:40:19
91.997,0,11775.667,0,13-04 17:40:20
84.003,0,10752.427,0,13-04 17:40:21
85.995,0,11007.362,0,13-04 17:40:22
105.999,0,13567.901,0,13-04 17:40:23
70.004,0,8960.501,0,13-04 17:40:24
103.998,0,13311.752,0,13-04 17:40:25
107.997,0,13823.671,0,13-04 17:40:26
107.999,0,13823.880,0,13-04 17:40:27
86.002,0,11008.230,0,13-04 17:40:28
91.998,0,11775.772,0,13-04 17:40:29
112.003,0,14336.427,0,13-04 17:40:30
146.003,0,18688.354,0,13-04 17:40:31
113.995,0,14591.401,0,13-04 17:40:32
103.000,0,13056.022,0,13-04 17:40:33
117.001,0,14848.117,0,13-04 17:40:34
135.999,0,17407.813,0,13-04 17:40:35
84.002,0,10752.287,0,13-04 17:40:36
54.001,0,6912.120,0,13-04 17:40:37
65.997,0,8447.578,0,13-04 17:40:38
76.002,0,9728.257,0,13-04 17:40:39
77.998,0,9983.793,0,13-04 17:40:40
78.001,0,9984.091,0,13-04 17:40:41
68.000,0,8704.042,0,13-04 17:40:42
55.997,0,7167.619,0,13-04 17:40:43
69.987,0,8958.330,0,13-04 17:40:44
92.021,0,11778.660,0,13-04 17:40:45
84.002,0,10752.228,0,13-04 17:40:46
126.000,0,16128.045,0,13-04 17:40:47
83.992,0,10750.989,0,13-04 17:40:48
78.006,0,9984.729,0,13-04 17:40:49
56.002,0,7168.224,0,13-04 17:40:50
42.000,0,5376.058,0,13-04 17:40:51
51.994,0,6655.199,0,13-04 17:40:52
28.003,0,3584.435,0,13-04 17:40:53
20.000,0,2560.021,0,13-04 17:40:54
20.000,0,2559.980,0,13-04 17:40:55
22.000,0,2815.976,0,13-04 17:40:56
26.000,0,3327.978,0,13-04 17:40:57
20.000,0,2560.011,0,13-04 17:40:58
25.999,0,3327.916,0,13-04 17:40:59
26.001,0,3328.104,0,13-04 17:41:00
71.999,0,9215.825,0,13-04 17:41:01
103.928,0,13302.723,0,13-04 17:41:02
126.088,0,16139.208,0,13-04 17:41:03
78.001,0,9984.097,0,13-04 17:41:04
56.000,0,7168.003,0,13-04 17:41:05
42.000,0,5376.026,0,13-04 17:41:06
57.999,2.000,7423.915,12.000,13-04 17:41:07
88.000,0,11264.013,0,13-04 17:41:08
88.000,0,11264.009,0,13-04 17:41:09
80.001,0,10240.079,0,13-04 17:41:10
91.999,0,11775.925,0,13-04 17:41:11
130.001,1.000,16640.085,4.000,13-04 17:41:12
119.001,0,15104.090,0,13-04 17:41:13
90.998,0,11519.740,0,13-04 17:41:14
70.001,0,8960.150,0,13-04 17:41:15
73.997,0,9471.650,0,13-04 17:41:16
92.002,0,11776.258,0,13-04 17:41:17
87.999,0,11263.916,0,13-04 17:41:18
