"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out28/dstat_out_wf.csv -D vdb",,,,"Date:","16 Apr 2024 04:50:10 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,16-04 04:50:10
0,0,0,0,16-04 04:50:11
0,0,0,0,16-04 04:50:12
70.982,0,6414.410,0,16-04 04:50:13
86.025,13.004,3224.953,64.019,16-04 04:50:14
0,0,0,0,16-04 04:50:15
0,0,0,0,16-04 04:50:16
0,16.999,0,127.989,16-04 04:50:17
0,0,0,0,16-04 04:50:18
0,0,0,0,16-04 04:50:19
0,0,0,0,16-04 04:50:20
0,0,0,0,16-04 04:50:21
0,18.998,0,119.989,16-04 04:50:22
0,0,0,0,16-04 04:50:23
0,0,0,0,16-04 04:50:24
0,0,0,0,16-04 04:50:25
0,0,0,0,16-04 04:50:26
0,0,0,0,16-04 04:50:27
0,0,0,0,16-04 04:50:28
0,0,0,0,16-04 04:50:29
0,0,0,0,16-04 04:50:30
0,0,0,0,16-04 04:50:31
0,0,0,0,16-04 04:50:32
0,0,0,0,16-04 04:50:33
0,0,0,0,16-04 04:50:34
0,0,0,0,16-04 04:50:35
0,0,0,0,16-04 04:50:36
0,0,0,0,16-04 04:50:37
0,0,0,0,16-04 04:50:38
0,0,0,0,16-04 04:50:39
0,0,0,0,16-04 04:50:40
0,0,0,0,16-04 04:50:41
0,0,0,0,16-04 04:50:42
0,0,0,0,16-04 04:50:43
0,0,0,0,16-04 04:50:44
0,5.000,0,304.006,16-04 04:50:45
0,0,0,0,16-04 04:50:46
0,0,0,0,16-04 04:50:47
0,0,0,0,16-04 04:50:48
68.007,0,8160.782,0,16-04 04:50:49
78.998,0,9983.748,0,16-04 04:50:50
98.003,3.000,12288.437,32.001,16-04 04:50:51
99.994,0,12799.286,0,16-04 04:50:52
96.005,0,12032.588,0,16-04 04:50:53
89.995,0,11263.374,0,16-04 04:50:54
88.006,0,11264.831,0,16-04 04:50:55
99.998,4.000,12799.766,24.000,16-04 04:50:56
102.997,0,13055.615,0,16-04 04:50:57
81.000,0,10240.060,0,16-04 04:50:58
137.997,0,17663.666,0,16-04 04:50:59
120.002,0,15104.250,0,16-04 04:51:00
83.997,0,10751.634,0,16-04 04:51:01
126.003,0,16128.430,0,16-04 04:51:02
65.998,0,8191.801,0,16-04 04:51:03
22.002,0,2816.225,0,16-04 04:51:04
59.991,0,7678.874,0,16-04 04:51:05
76.005,0,9472.674,0,16-04 04:51:06
104.000,0,13055.964,0,16-04 04:51:07
96.043,0,12037.368,0,16-04 04:51:08
87.960,0,11258.860,0,16-04 04:51:09
78.000,0,9728.028,0,16-04 04:51:10
69.999,0,8959.918,0,16-04 04:51:11
81.003,0,10240.421,0,16-04 04:51:12
103.999,0,13311.816,0,16-04 04:51:13
72.002,0,9216.193,0,16-04 04:51:14
78.999,0,9983.927,0,16-04 04:51:15
105.000,0,13312.040,0,16-04 04:51:16
96.999,0,12287.931,0,16-04 04:51:17
89.999,0,11519.917,0,16-04 04:51:18
66.003,0,8448.367,0,16-04 04:51:19
87.995,0,11263.316,0,16-04 04:51:20
85.006,0,10752.766,0,16-04 04:51:21
60.990,0,7678.733,0,16-04 04:51:22
64.008,0,8193.053,0,16-04 04:51:23
87.998,0,11263.796,0,16-04 04:51:24
72.003,0,9216.367,0,16-04 04:51:25
79.983,0,10237.817,0,16-04 04:51:26
70.011,0,8961.454,0,16-04 04:51:27
77.996,0,9983.435,0,16-04 04:51:28
62.007,0,7936.893,0,16-04 04:51:29
61.994,0,7935.265,0,16-04 04:51:30
53.799,0,6886.291,0,16-04 04:51:31
74.282,0,9508.156,0,16-04 04:51:32
41.987,0,5374.369,0,16-04 04:51:33
39.000,0,4863.988,0,16-04 04:51:34
80.010,0,10241.332,0,16-04 04:51:35
74.011,0,9473.426,0,16-04 04:51:36
71.993,0,9215.133,0,16-04 04:51:37
61.994,0,7935.176,0,16-04 04:51:38
94.004,0,12032.534,0,16-04 04:51:39
100.016,0,12698.034,0,16-04 04:51:40
70.994,0,9063.256,0,16-04 04:51:41
105.009,0,13313.134,0,16-04 04:51:42
89.995,0,11519.324,0,16-04 04:51:43
50.001,0,6400.087,0,16-04 04:51:44
90.005,0,11520.613,0,16-04 04:51:45
44.000,0,5632.049,0,16-04 04:51:46
115.999,0,14847.878,0,16-04 04:51:47
97.000,0,12416.048,0,16-04 04:51:48
89.000,0,11391.949,0,16-04 04:51:49
124.001,0,15872.097,0,16-04 04:51:50
84.001,0,10752.090,0,16-04 04:51:51
98.000,0,12544.044,0,16-04 04:51:52
95.999,0,12287.881,0,16-04 04:51:53
100.000,0,12799.971,0,16-04 04:51:54
74.001,0,9472.075,0,16-04 04:51:55
75.999,0,9727.900,0,16-04 04:51:56
56.993,0,7167.182,0,16-04 04:51:57
100.009,0,12801.182,0,16-04 04:51:58
124.004,0,15872.459,0,16-04 04:51:59
93.997,0,12031.672,0,16-04 04:52:00
74.004,0,9472.498,0,16-04 04:52:01
60.000,0,7679.999,0,16-04 04:52:02
72.999,0,9215.836,0,16-04 04:52:03
107.998,0,13823.777,0,16-04 04:52:04
62.002,0,7936.296,0,16-04 04:52:05
48.000,0,6143.998,0,16-04 04:52:06
53.997,0,6911.665,0,16-04 04:52:07
38.002,0,4864.248,0,16-04 04:52:08
38.000,0,4864.007,0,16-04 04:52:09
45.998,0,5887.743,0,16-04 04:52:10
97.002,0,12288.261,0,16-04 04:52:11
106.999,0,13567.930,0,16-04 04:52:12
119.000,0,15104.009,0,16-04 04:52:13
76.000,0,9727.962,0,16-04 04:52:14
26.000,0,3328.027,0,16-04 04:52:15
