"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out6/dstat_out_upload.csv -D vdb",,,,"Date:","15 Apr 2024 12:26:30 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,15-04 12:26:30
0,0.999,0,3.997,15-04 12:26:31
0,1.000,0,4.000,15-04 12:26:32
0,0,0,0,15-04 12:26:33
0,0,0,0,15-04 12:26:34
0,70.004,0,53823.121,15-04 12:26:35
0,1.000,0,15.999,15-04 12:26:36
0,0,0,0,15-04 12:26:37
0,354.060,0,347534.727,15-04 12:26:38
0,0,0,0,15-04 12:26:39
0,111.005,0,97364.554,15-04 12:26:40
0,256.990,0,263149.903,15-04 12:26:41
0,0,0,0,15-04 12:26:42
0,132.002,0,17404.258,15-04 12:26:43
0,0,0,0,15-04 12:26:44
0,78.047,0,64606.932,15-04 12:26:45
0,469.004,0,477352.172,15-04 12:26:46
0,0,0,0,15-04 12:26:47
0,235.997,0,233433.094,15-04 12:26:48
0,564.710,0,576252.269,15-04 12:26:49
0,134.996,0,123132.094,15-04 12:26:50
0,158.086,0,158642.621,15-04 12:26:51
0,0,0,0,15-04 12:26:52
0,0,0,0,15-04 12:26:53
0,24.001,0,23553.245,15-04 12:26:54
0,244.994,0,225914.356,15-04 12:26:55
0,301.979,0,303506.956,15-04 12:26:56
0,171.010,0,157541.054,15-04 12:26:57
0,568.986,0,581618.105,15-04 12:26:58
0,47.001,0,46081.285,15-04 12:26:59
0,4.002,0,68.036,15-04 12:27:00
2.000,195.002,8.000,189441.728,15-04 12:27:01
1.997,420.276,7.986,429340.220,15-04 12:27:02
0,374.406,0,380656.328,15-04 12:27:03
0,0,0,0,15-04 12:27:04
0,3.998,0,71.958,15-04 12:27:05
0,147.992,0,134324.943,15-04 12:27:06
0,517.027,0,528419.949,15-04 12:27:07
0,239.003,0,244730.619,15-04 12:27:08
0,0,0,0,15-04 12:27:09
0,4.000,0,56.000,15-04 12:27:10
1.000,332.005,4.000,332465.017,15-04 12:27:11
0,481.006,0,481285.677,15-04 12:27:12
0,278.001,0,284673.162,15-04 12:27:13
0,0,0,0,15-04 12:27:14
0,7.000,0,76.003,15-04 12:27:15
0,25.002,0,13400.925,15-04 12:27:16
0,456.999,0,467966.529,15-04 12:27:17
0,21.999,0,22526.505,15-04 12:27:18
0,225.141,0,227470.163,15-04 12:27:19
0,85.950,0,79877.930,15-04 12:27:20
0,514.010,0,523274.529,15-04 12:27:21
0,126.995,0,130042.627,15-04 12:27:22
0,0,0,0,15-04 12:27:23
0,117.049,0,116784.889,15-04 12:27:24
0,501.778,0,505632.316,15-04 12:27:25
0,318.010,0,316529.778,15-04 12:27:26
0,0,0,0,15-04 12:27:27
0,0,0,0,15-04 12:27:28
0,0,0,0,15-04 12:27:29
0,151.002,0,147486.168,15-04 12:27:30
0,480.010,0,478217.881,15-04 12:27:31
0,183.987,0,185386.579,15-04 12:27:32
0,0,0,0,15-04 12:27:33
0,328.331,0,333137.508,15-04 12:27:34
0,212.562,0,207472.833,15-04 12:27:35
0,476.633,0,485034.306,15-04 12:27:36
0,410.600,0,412169.121,15-04 12:27:37
0,0,0,0,15-04 12:27:38
0,93.007,0,90118.307,15-04 12:27:39
0,6.000,0,64.000,15-04 12:27:40
0,7.000,0,88.001,15-04 12:27:41
0,185.101,0,180322.034,15-04 12:27:42
0,289.827,0,286549.448,15-04 12:27:43
0,102.050,0,98351.966,15-04 12:27:44
0,511.750,0,503561.742,15-04 12:27:45
0,195.000,0,191555.753,15-04 12:27:46
0,0,0,0,15-04 12:27:47
0,0,0,0,15-04 12:27:48
0,375.241,0,374000.691,15-04 12:27:49
0,544.410,0,549344.474,15-04 12:27:50
0,15.007,0,13322.532,15-04 12:27:51
0,0,0,0,15-04 12:27:52
0,7.996,0,8187.668,15-04 12:27:53
0,407.001,0,395257.019,15-04 12:27:54
0,398.989,0,393212.797,15-04 12:27:55
0,480.008,0,476168.235,15-04 12:27:56
0,94.053,0,86140.207,15-04 12:27:57
0,0,0,0,15-04 12:27:58
0,0,0,0,15-04 12:27:59
0,7.000,0,24.001,15-04 12:28:00
0,7.998,0,7266.104,15-04 12:28:01
0,475.399,0,478509.501,15-04 12:28:02
0,160.907,0,161698.200,15-04 12:28:03
0,133.071,0,121920.999,15-04 12:28:04
0,553.680,0,562623.318,15-04 12:28:05
0,149.092,0,146850.717,15-04 12:28:06
0,129.926,0,110697.046,15-04 12:28:07
0,0,0,0,15-04 12:28:08
0,0,0,0,15-04 12:28:09
0,182.995,0,176123.196,15-04 12:28:10
0,356.985,0,347245.317,15-04 12:28:11
0,288.033,0,281632.139,15-04 12:28:12
0,505.979,0,502351.543,15-04 12:28:13
0,173.992,0,169363.815,15-04 12:28:14
278.996,34.000,36843.520,22231.710,15-04 12:28:15
563.968,121.993,72839.861,104890.040,15-04 12:28:16
1075.116,0,138222.937,0,15-04 12:28:17
1259.012,0,160601.523,0,15-04 12:28:18
1196.994,48.000,153087.232,46007.769,15-04 12:28:19
974.543,224.125,124465.322,208123.916,15-04 12:28:20
355.796,316.819,45322.068,318209.931,15-04 12:28:21
3.000,485.002,268.001,475649.993,15-04 12:28:22
234.016,457.030,29377.954,434856.930,15-04 12:28:23
507.976,112.995,64764.980,108042.963,15-04 12:28:24
640.979,6.000,81673.322,91.997,15-04 12:28:25
578.028,49.002,73103.495,44542.130,15-04 12:28:26
2.999,482.889,323.926,470423.959,15-04 12:28:27
187.155,493.410,23479.505,505251.717,15-04 12:28:28
623.559,184.869,78696.365,188922.439,15-04 12:28:29
641.069,27.003,81992.788,192.021,15-04 12:28:30
683.015,96.002,86237.946,96422.176,15-04 12:28:31
426.976,307.983,54372.939,304066.883,15-04 12:28:32
