"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out31/dstat_out_wf.csv -D vdb",,,,"Date:","10 May 2024 13:27:45 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,10-05 13:27:45
0.999,0,3.996,0,10-05 13:27:46
152.982,0,8990.962,0,10-05 13:27:47
70.009,0,3348.411,0,10-05 13:27:48
0,10.000,0,276.003,10-05 13:27:49
218.137,0,19808.398,0,10-05 13:27:50
442.715,0,43224.192,0,10-05 13:27:51
105.065,10.006,30999.311,152.095,10-05 13:27:52
122.909,0,34710.431,0,10-05 13:27:53
95.996,0,63301.433,0,10-05 13:27:54
58.002,15.001,35589.444,144.006,10-05 13:27:55
81.010,0,42813.350,0,10-05 13:27:56
401.936,2.913,53824.432,19.417,10-05 13:27:57
496.161,0,63508.572,0,10-05 13:27:58
244.039,0,31236.948,0,10-05 13:27:59
142.003,0,18176.339,0,10-05 13:28:00
136.004,0,17408.546,0,10-05 13:28:01
149.001,3.000,19072.147,16.000,10-05 13:28:02
192.991,0,24702.907,0,10-05 13:28:03
118.998,0,15231.703,0,10-05 13:28:04
199.004,0,25472.479,0,10-05 13:28:05
170.999,0,21887.836,0,10-05 13:28:06
145.002,0,18560.288,0,10-05 13:28:07
223.998,0,28671.688,0,10-05 13:28:08
121.999,0,15615.935,0,10-05 13:28:09
218.987,0,28030.374,0,10-05 13:28:10
170.004,0,21760.467,0,10-05 13:28:11
199.010,0,25473.280,0,10-05 13:28:12
142.002,0,18176.205,0,10-05 13:28:13
170.996,0,21887.507,0,10-05 13:28:14
169.994,0,21759.185,0,10-05 13:28:15
143.004,0,18304.514,0,10-05 13:28:16
170.001,0,21760.104,0,10-05 13:28:17
198.998,0,25471.702,0,10-05 13:28:18
170.996,0,21887.427,0,10-05 13:28:19
170.002,3.000,21760.194,12.000,10-05 13:28:20
170.007,0,21760.908,0,10-05 13:28:21
142.991,0,18302.803,0,10-05 13:28:22
142.004,0,18176.548,0,10-05 13:28:23
198.004,0,25344.513,0,10-05 13:28:24
123.001,0,15744.150,0,10-05 13:28:25
151.999,0,19455.896,0,10-05 13:28:26
208.997,4.000,26751.607,20.000,10-05 13:28:27
171.003,0,21888.396,0,10-05 13:28:28
199.000,0,25472.011,0,10-05 13:28:29
200.000,0,25599.949,0,10-05 13:28:30
92.999,0,11903.884,0,10-05 13:28:31
219.992,0,28159.035,0,10-05 13:28:32
170.999,0,21887.910,0,10-05 13:28:33
171.000,0,21887.943,0,10-05 13:28:34
147.002,0,18816.231,0,10-05 13:28:35
138.000,0,17664.025,0,10-05 13:28:36
171.007,3.000,21888.903,12.000,10-05 13:28:37
142.000,0,18176.062,0,10-05 13:28:38
199.999,0,25599.819,0,10-05 13:28:39
142.000,0,18175.958,0,10-05 13:28:40
143.001,0,18304.089,0,10-05 13:28:41
145.973,0,18684.600,0,10-05 13:28:42
141.020,0,18050.623,0,10-05 13:28:43
225.997,0,28927.630,0,10-05 13:28:44
170.995,0,21887.395,0,10-05 13:28:45
142.002,0,18176.227,0,10-05 13:28:46
143.001,0,18304.114,0,10-05 13:28:47
170.007,0,21760.940,0,10-05 13:28:48
145.000,0,18559.976,0,10-05 13:28:49
207.001,0,26496.148,0,10-05 13:28:50
160.993,0,20607.165,0,10-05 13:28:51
114.005,0,14592.666,0,10-05 13:28:52
199.989,0,25598.647,0,10-05 13:28:53
114.004,5.000,14592.521,16.001,10-05 13:28:54
122.996,0,15743.484,0,10-05 13:28:55
196.004,0,25088.514,0,10-05 13:28:56
222.005,0,28416.676,0,10-05 13:28:57
171.000,0,21888.008,0,10-05 13:28:58
142.997,0,18303.590,0,10-05 13:28:59
113.999,0,14591.934,0,10-05 13:29:00
171.006,0,21888.792,0,10-05 13:29:01
142.001,1.000,18176.137,4.000,10-05 13:29:02
226.999,0,29055.880,0,10-05 13:29:03
75.999,0,9727.888,0,10-05 13:29:04
210.001,0,26880.148,0,10-05 13:29:05
142.000,0,18175.959,0,10-05 13:29:06
161.000,1.000,20607.986,4.000,10-05 13:29:07
198.005,0,25344.576,0,10-05 13:29:08
101.000,0,12928.055,0,10-05 13:29:09
196.000,0,25087.945,0,10-05 13:29:10
114.002,0,14592.281,0,10-05 13:29:11
198.989,0,25470.613,0,10-05 13:29:12
109.001,4.000,13952.071,12.000,10-05 13:29:13
204.009,0,26113.152,0,10-05 13:29:14
133.997,0,17151.629,0,10-05 13:29:15
151.000,0,19327.955,0,10-05 13:29:16
170.982,0,21885.758,0,10-05 13:29:17
161.017,0,20610.143,0,10-05 13:29:18
119.997,0,15231.580,0,10-05 13:29:19
176.000,0,22528.028,0,10-05 13:29:20
176.001,0,22528.118,0,10-05 13:29:21
140.000,0,17919.967,0,10-05 13:29:22
168.999,0,21631.836,0,10-05 13:29:23
228.001,0,29184.095,0,10-05 13:29:24
141.997,0,18175.587,0,10-05 13:29:25
200.003,0,25600.436,0,10-05 13:29:26
113.001,0,14464.133,0,10-05 13:29:27
200.001,0,25600.076,0,10-05 13:29:28
159.998,0,20479.739,0,10-05 13:29:29
145.218,2.984,18587.950,11.936,10-05 13:29:30
93.499,0,11967.931,0,10-05 13:29:31
228.012,0,29185.544,0,10-05 13:29:32
114.000,0,14592.049,0,10-05 13:29:33
171.001,0,21888.073,0,10-05 13:29:34
142.001,0,18176.107,0,10-05 13:29:35
157.994,0,20223.234,0,10-05 13:29:36
124.004,0,15872.520,0,10-05 13:29:37
203.000,1.000,25983.978,4.000,10-05 13:29:38
142.000,0,18175.949,0,10-05 13:29:39
199.996,0,25599.547,0,10-05 13:29:40
205.005,0,26240.616,0,10-05 13:29:41
164.899,0,21107.083,0,10-05 13:29:42
163.095,0,20876.163,0,10-05 13:29:43
150.006,0,19200.752,0,10-05 13:29:44
227.999,0,29183.850,0,10-05 13:29:45
114.001,0,14592.153,0,10-05 13:29:46
124.990,0,15998.686,0,10-05 13:29:47
189.016,3.000,24194.044,12.001,10-05 13:29:48
188.976,0,24188.864,0,10-05 13:29:49
153.014,0,19585.805,0,10-05 13:29:50
142.002,0,18176.220,0,10-05 13:29:51
143.997,0,18303.664,0,10-05 13:29:52
199.003,0,25472.414,0,10-05 13:29:53
142.963,0,18299.270,0,10-05 13:29:54
227.068,0,29064.656,0,10-05 13:29:55
151.997,0,19455.620,0,10-05 13:29:56
114.002,0,14592.280,0,10-05 13:29:57
218.997,0,28031.679,0,10-05 13:29:58
171.002,0,21888.204,0,10-05 13:29:59
170.998,0,21887.728,0,10-05 13:30:00
171.994,0,22015.220,0,10-05 13:30:01
141.006,0,18048.812,0,10-05 13:30:02
170.992,0,21886.962,0,10-05 13:30:03
171.009,0,21889.139,0,10-05 13:30:04
167.993,3.000,21503.137,12.000,10-05 13:30:05
174.007,0,22272.921,0,10-05 13:30:06
182.992,0,23423.039,0,10-05 13:30:07
105.995,0,13567.311,0,10-05 13:30:08
195.018,0,24962.278,0,10-05 13:30:09
170.993,0,21887.044,0,10-05 13:30:10
200.012,0,25601.488,0,10-05 13:30:11
170.984,0,21885.967,0,10-05 13:30:12
171.016,0,21890.021,0,10-05 13:30:13
141.993,1.000,18175.139,4.000,10-05 13:30:14
183.008,0,23425.049,0,10-05 13:30:15
188.001,0,24064.085,0,10-05 13:30:16
190.991,0,24446.797,0,10-05 13:30:17
179.008,0,22912.978,0,10-05 13:30:18
144.001,0,18432.066,0,10-05 13:30:19
198.000,0,25344.024,0,10-05 13:30:20
142.921,0,18293.943,0,10-05 13:30:21
199.104,3.002,25485.252,12.006,10-05 13:30:22
141.998,0,18175.772,0,10-05 13:30:23
200.003,0,25600.442,0,10-05 13:30:24
181.998,0,23295.742,0,10-05 13:30:25
160.000,0,20479.968,0,10-05 13:30:26
199.000,0,25471.945,0,10-05 13:30:27
170.998,0,21887.736,0,10-05 13:30:28
171.002,0,21888.204,0,10-05 13:30:29
200.001,0,25600.111,0,10-05 13:30:30
85.001,0,10880.096,0,10-05 13:30:31
198.999,0,25471.841,0,10-05 13:30:32
182.002,0,23296.290,0,10-05 13:30:33
216.989,0,27774.569,0,10-05 13:30:34
191.999,0,24575.903,0,10-05 13:30:35
122.003,0,15616.348,0,10-05 13:30:36
141.998,0,18175.710,0,10-05 13:30:37
227.927,3.999,29174.611,11.996,10-05 13:30:38
114.035,0,14596.503,0,10-05 13:30:39
160.009,0,20481.148,0,10-05 13:30:40
179.990,0,23038.774,0,10-05 13:30:41
115.973,0,14844.528,0,10-05 13:30:42
200.054,0,25606.902,0,10-05 13:30:43
181.991,0,23294.807,0,10-05 13:30:44
159.003,0,20352.437,0,10-05 13:30:45
142.989,0,18302.569,0,10-05 13:30:46
200.026,0,25731.281,0,10-05 13:30:47
169.997,0,21631.677,0,10-05 13:30:48
117.005,0,14976.613,0,10-05 13:30:49
167.992,1.000,21503.003,4.000,10-05 13:30:50
171.986,0,21886.163,0,10-05 13:30:51
143.001,0,18304.172,0,10-05 13:30:52
198.786,0,25444.565,0,10-05 13:30:53
160.185,0,20503.693,0,10-05 13:30:54
182.005,4.000,23296.598,12.000,10-05 13:30:55
142.995,0,18303.405,0,10-05 13:30:56
142.001,0,18176.098,0,10-05 13:30:57
227.988,0,29182.441,0,10-05 13:30:58
126.997,0,16255.624,0,10-05 13:30:59
215.015,0,27521.935,0,10-05 13:31:00
170.990,0,21886.781,0,10-05 13:31:01
113.999,0,14591.855,0,10-05 13:31:02
199.000,0,25472.044,0,10-05 13:31:03
195.004,0,24960.485,0,10-05 13:31:04
119.000,0,15232.053,0,10-05 13:31:05
198.977,0,25469.057,0,10-05 13:31:06
181.032,0,23172.059,0,10-05 13:31:07
189.981,0,24317.546,0,10-05 13:31:08
120.921,0,15477.906,0,10-05 13:31:09
148.090,0,18955.535,0,10-05 13:31:10
215.030,0,27523.805,0,10-05 13:31:11
198.974,3.000,25468.718,11.998,10-05 13:31:12
171.018,0,21890.256,0,10-05 13:31:13
184.005,0,23424.591,0,10-05 13:31:14
122.986,0,15742.251,0,10-05 13:31:15
207.023,0,26499.007,0,10-05 13:31:16
189.996,0,24319.476,0,10-05 13:31:17
181.002,0,23168.197,0,10-05 13:31:18
113.997,0,14591.596,0,10-05 13:31:19
216.009,2.000,27649.097,8.000,10-05 13:31:20
183.001,0,23424.076,0,10-05 13:31:21
169.977,0,21757.083,0,10-05 13:31:22
200.024,0,25603.052,0,10-05 13:31:23
113.990,0,14590.737,0,10-05 13:31:24
199.016,0,25474.045,0,10-05 13:31:25
142.996,4.000,18303.524,23.999,10-05 13:31:26
171.000,0,21888.021,0,10-05 13:31:27
134.994,0,17279.179,0,10-05 13:31:28
207.020,0,26498.506,0,10-05 13:31:29
198.998,0,25471.803,0,10-05 13:31:30
199.987,0,25598.344,0,10-05 13:31:31
140.011,0,17921.398,0,10-05 13:31:32
119.995,0,15359.343,0,10-05 13:31:33
224.008,0,28673.060,0,10-05 13:31:34
198.980,0,25469.406,0,10-05 13:31:35
200.022,0,25602.784,0,10-05 13:31:36
113.994,0,14591.247,0,10-05 13:31:37
142.007,0,18176.920,0,10-05 13:31:38
171.000,0,21888.055,0,10-05 13:31:39
199.953,0,25593.983,0,10-05 13:31:40
194.047,0,24838.063,0,10-05 13:31:41
204.991,0,26238.844,0,10-05 13:31:42
171.005,0,21888.658,0,10-05 13:31:43
141.999,0,18175.920,0,10-05 13:31:44
200.001,4.000,25600.086,12.000,10-05 13:31:45
177.000,0,22655.992,0,10-05 13:31:46
165.001,0,21120.110,0,10-05 13:31:47
169.977,0,21757.074,0,10-05 13:31:48
171.016,0,21890.042,0,10-05 13:31:49
128.006,0,16384.792,0,10-05 13:31:50
153.985,0,19710.036,0,10-05 13:31:51
146.007,0,18688.858,0,10-05 13:31:52
198.999,0,25471.868,0,10-05 13:31:53
199.997,0,25599.624,0,10-05 13:31:54
47.002,0,6016.297,0,10-05 13:31:55
181.001,5.000,23168.119,20.000,10-05 13:31:56
228.001,0,29184.156,0,10-05 13:31:57
178.000,0,22783.992,0,10-05 13:31:58
118.992,0,15230.959,0,10-05 13:31:59
159.003,0,20352.418,0,10-05 13:32:00
171.006,0,21888.707,0,10-05 13:32:01
179.000,4.000,22912.019,12.000,10-05 13:32:02
191.003,0,24448.434,0,10-05 13:32:03
170.998,0,21887.709,0,10-05 13:32:04
160.000,0,20479.939,0,10-05 13:32:05
153.001,0,19584.108,0,10-05 13:32:06
171.000,0,21887.939,0,10-05 13:32:07
228.001,0,29184.091,0,10-05 13:32:08
171.002,0,21888.290,0,10-05 13:32:09
117.995,0,15103.391,0,10-05 13:32:10
196.006,0,25088.772,0,10-05 13:32:11
113.002,0,14464.233,0,10-05 13:32:12
228.998,0,29311.730,0,10-05 13:32:13
171.000,0,21887.944,0,10-05 13:32:14
114.003,0,14592.326,0,10-05 13:32:15
169.996,0,21759.535,0,10-05 13:32:16
200.000,0,25599.979,0,10-05 13:32:17
171.004,0,21888.504,0,10-05 13:32:18
226.995,3.000,29055.414,12.000,10-05 13:32:19
94.999,0,12031.904,0,10-05 13:32:20
134.991,0,17278.846,0,10-05 13:32:21
228.016,0,29186.084,0,10-05 13:32:22
142.003,0,18176.338,0,10-05 13:32:23
143.002,0,18304.229,0,10-05 13:32:24
126.002,0,16128.222,0,10-05 13:32:25
216.001,0,27648.184,0,10-05 13:32:26
163.996,0,20991.496,0,10-05 13:32:27
171.993,1.000,22015.122,4.000,10-05 13:32:28
119.002,0,15232.260,0,10-05 13:32:29
199.000,0,25471.980,0,10-05 13:32:30
115.001,0,14720.100,0,10-05 13:32:31
199.001,0,25472.148,0,10-05 13:32:32
170.999,0,21887.925,0,10-05 13:32:33
199.992,0,25598.917,0,10-05 13:32:34
171.004,0,21888.568,0,10-05 13:32:35
198.999,0,25471.860,0,10-05 13:32:36
155.001,3.000,19840.075,12.000,10-05 13:32:37
158.999,0,20351.825,0,10-05 13:32:38
189.001,0,24192.097,0,10-05 13:32:39
210.000,0,26880.017,0,10-05 13:32:40
227.006,0,29056.717,0,10-05 13:32:41
120.998,0,15487.802,0,10-05 13:32:42
164.001,0,20992.083,0,10-05 13:32:43
142.987,0,18302.370,0,10-05 13:32:44
228.015,0,29185.949,0,10-05 13:32:45
141.997,0,18175.660,0,10-05 13:32:46
163.002,0,20864.231,0,10-05 13:32:47
94.002,0,12032.251,0,10-05 13:32:48
171.003,0,21888.321,0,10-05 13:32:49
227.993,0,29183.110,0,10-05 13:32:50
141.996,0,18175.429,0,10-05 13:32:51
171.000,0,21887.950,0,10-05 13:32:52
170.868,2.998,21871.087,11.991,10-05 13:32:53
137.104,0,17549.361,0,10-05 13:32:54
148.005,0,18944.670,0,10-05 13:32:55
177.004,0,22656.520,0,10-05 13:32:56
203.002,0,25984.313,0,10-05 13:32:57
189.999,0,24319.840,0,10-05 13:32:58
141.998,0,18175.749,0,10-05 13:32:59
142.994,0,18303.285,0,10-05 13:33:00
114.006,0,14592.760,0,10-05 13:33:01
198.994,0,25471.206,0,10-05 13:33:02
200.012,0,25601.553,0,10-05 13:33:03
165.994,1.000,21247.262,4.000,10-05 13:33:04
147.006,0,18816.752,0,10-05 13:33:05
198.991,0,25470.845,0,10-05 13:33:06
128.998,0,16511.692,0,10-05 13:33:07
185.004,0,23680.529,0,10-05 13:33:08
171.002,0,21888.314,0,10-05 13:33:09
158.999,3.000,20351.928,12.000,10-05 13:33:10
169.002,0,21632.284,0,10-05 13:33:11
184.996,0,23679.452,0,10-05 13:33:12
199.009,0,25473.121,0,10-05 13:33:13
113.998,0,14591.714,0,10-05 13:33:14
209.003,0,26752.436,0,10-05 13:33:15
178.999,0,22911.833,0,10-05 13:33:16
182.001,0,23296.129,0,10-05 13:33:17
142.999,0,18303.908,0,10-05 13:33:18
142.002,0,18176.207,0,10-05 13:33:19
198.997,0,25471.585,0,10-05 13:33:20
199.968,0,25595.877,0,10-05 13:33:21
227.934,0,29175.530,0,10-05 13:33:22
114.052,0,14598.710,0,10-05 13:33:23
198.864,0,25454.587,0,10-05 13:33:24
171.113,0,21902.479,0,10-05 13:33:25
199.995,0,25599.421,0,10-05 13:33:26
142.999,3.000,18303.925,12.000,10-05 13:33:27
199.000,0,25472.036,0,10-05 13:33:28
198.969,0,25468.089,0,10-05 13:33:29
171.027,0,21891.463,0,10-05 13:33:30
196.002,0,25088.275,0,10-05 13:33:31
116.989,0,14974.594,0,10-05 13:33:32
169.017,0,21634.159,0,10-05 13:33:33
173.972,0,22268.472,0,10-05 13:33:34
198.025,0,25347.171,0,10-05 13:33:35
58.968,0,7547.852,0,10-05 13:33:36
200.115,0,25614.769,0,10-05 13:33:37
199.994,0,25599.180,0,10-05 13:33:38
166.004,0,21248.567,0,10-05 13:33:39
120.000,1.000,15359.971,4.000,10-05 13:33:40
200.002,0,25600.198,0,10-05 13:33:41
199.998,0,25599.732,0,10-05 13:33:42
170.993,3.000,21887.088,11.999,10-05 13:33:43
133.005,0,17024.599,0,10-05 13:33:44
161.002,1.000,20608.253,4.000,10-05 13:33:45
141.006,0,18048.708,0,10-05 13:33:46
193.883,0,24817.081,0,10-05 13:33:47
171.100,0,21900.799,0,10-05 13:33:48
171.995,0,22015.333,0,10-05 13:33:49
142.002,0,18176.255,0,10-05 13:33:50
143.996,0,18303.438,0,10-05 13:33:51
171.994,0,22015.277,0,10-05 13:33:52
179.017,0,22914.147,0,10-05 13:33:53
105.998,0,13567.690,0,10-05 13:33:54
199.999,0,25599.821,0,10-05 13:33:55
199.999,0,25599.850,0,10-05 13:33:56
138.998,0,17791.807,0,10-05 13:33:57
118.003,4.000,15104.360,16.000,10-05 13:33:58
171.994,0,22015.226,0,10-05 13:33:59
171.005,0,21888.615,0,10-05 13:34:00
228.994,0,29311.217,0,10-05 13:34:01
91.996,0,11775.534,0,10-05 13:34:02
222.007,0,28416.951,0,10-05 13:34:03
142.988,0,18302.425,0,10-05 13:34:04
109.011,0,13953.391,0,10-05 13:34:05
176.996,0,22655.472,0,10-05 13:34:06
171.008,0,21889.047,0,10-05 13:34:07
170.991,0,21886.885,0,10-05 13:34:08
168.009,0,21505.181,0,10-05 13:34:09
203.992,0,26111.009,0,10-05 13:34:10
171.005,0,21888.666,0,10-05 13:34:11
143.001,0,18304.145,0,10-05 13:34:12
171.979,0,22013.320,0,10-05 13:34:13
199.028,0,25475.549,0,10-05 13:34:14
200.975,0,25724.832,0,10-05 13:34:15
101.013,0,12929.634,0,10-05 13:34:16
183.994,0,23551.293,0,10-05 13:34:17
143.004,4.000,18304.568,12.000,10-05 13:34:18
228.999,0,29311.925,0,10-05 13:34:19
213.994,0,27391.281,0,10-05 13:34:20
128.004,0,16384.509,0,10-05 13:34:21
171.994,0,22015.190,0,10-05 13:34:22
200.007,0,25600.913,0,10-05 13:34:23
171.991,0,22014.828,0,10-05 13:34:24
173.010,0,22145.232,0,10-05 13:34:25
140.988,1.000,18046.436,4.000,10-05 13:34:26
200.015,0,25601.953,0,10-05 13:34:27
142.001,0,18176.151,0,10-05 13:34:28
228.782,0,29284.058,0,10-05 13:34:29
171.157,0,21908.034,0,10-05 13:34:30
114.992,1.000,14718.928,4.000,10-05 13:34:31
170.992,0,21886.957,0,10-05 13:34:32
228.986,0,29310.230,0,10-05 13:34:33
137.017,4.001,17538.222,12.002,10-05 13:34:34
171.987,0,22014.378,0,10-05 13:34:35
90.995,0,11647.387,0,10-05 13:34:36
228.021,0,29186.625,0,10-05 13:34:37
171.981,0,22013.536,0,10-05 13:34:38
142.011,0,18177.365,0,10-05 13:34:39
99.000,0,12672.030,0,10-05 13:34:40
183.998,0,23551.712,0,10-05 13:34:41
94.990,0,12158.760,0,10-05 13:34:42
194.022,0,24834.865,0,10-05 13:34:43
171.005,0,21888.612,0,10-05 13:34:44
167.988,0,21502.435,0,10-05 13:34:45
124.010,0,15873.335,0,10-05 13:34:46
193.997,0,24831.672,0,10-05 13:34:47
143.008,0,18304.989,0,10-05 13:34:48
170.979,0,21885.267,0,10-05 13:34:49
200.018,0,25602.355,0,10-05 13:34:50
162.987,0,20862.320,0,10-05 13:34:51
151.015,4.000,19329.942,12.001,10-05 13:34:52
143.001,0,18304.115,0,10-05 13:34:53
142.995,0,18303.356,0,10-05 13:34:54
141.000,0,18048.036,0,10-05 13:34:55
144.983,0,18557.802,0,10-05 13:34:56
170.018,0,21762.334,0,10-05 13:34:57
172.995,0,22143.318,0,10-05 13:34:58
142.999,0,18303.820,0,10-05 13:34:59
170.977,0,21885.084,0,10-05 13:35:00
114.021,0,14594.654,0,10-05 13:35:01
199.997,1.000,25599.680,4.000,10-05 13:35:02
171.985,0,22014.127,0,10-05 13:35:03
200.034,0,25604.308,0,10-05 13:35:04
75.001,0,9600.098,0,10-05 13:35:05
182.006,0,23296.819,0,10-05 13:35:06
199.982,0,25597.658,0,10-05 13:35:07
114.009,0,14593.102,0,10-05 13:35:08
229.004,0,29312.494,0,10-05 13:35:09
98.000,3.000,12543.967,12.000,10-05 13:35:10
187.002,0,23936.246,0,10-05 13:35:11
85.984,0,11005.933,0,10-05 13:35:12
200.032,0,25604.056,0,10-05 13:35:13
171.004,0,21888.477,0,10-05 13:35:14
171.999,0,22015.921,0,10-05 13:35:15
200.001,0,25600.110,0,10-05 13:35:16
200.002,0,25600.260,0,10-05 13:35:17
143.000,0,18303.970,0,10-05 13:35:18
144.999,0,18559.858,0,10-05 13:35:19
198.004,0,25344.509,0,10-05 13:35:20
198.998,0,25471.693,0,10-05 13:35:21
172.000,0,22015.973,0,10-05 13:35:22
199.999,0,25599.880,0,10-05 13:35:23
115.002,0,14592.207,0,10-05 13:35:24
229.002,0,29312.218,0,10-05 13:35:25
199.917,0,25589.345,0,10-05 13:35:26
149.062,4.002,19079.987,12.005,10-05 13:35:27
213.999,0,27391.827,0,10-05 13:35:28
179.999,0,23039.905,0,10-05 13:35:29
142.000,0,18175.976,0,10-05 13:35:30
