"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out50/dstat_out_upload.csv -D vdb",,,,"Date:","16 Apr 2024 21:02:22 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,16-04 21:02:22
0,1.999,0,7.995,16-04 21:02:23
0,0,0,0,16-04 21:02:24
0,0,0,0,16-04 21:02:25
0,0,0,0,16-04 21:02:26
0,22.997,0,247.965,16-04 21:02:27
0,0,0,0,16-04 21:02:28
0,0,0,0,16-04 21:02:29
0,0,0,0,16-04 21:02:30
0,0,0,0,16-04 21:02:31
0,4.000,0,32.001,16-04 21:02:32
0,157.003,0,131754.386,16-04 21:02:33
0,408.123,0,287058.833,16-04 21:02:34
0,566.868,0,569975.657,16-04 21:02:35
0,479.957,0,491499.812,16-04 21:02:36
0,76.000,0,56428.232,16-04 21:02:37
0,0,0,0,16-04 21:02:38
0,0,0,0,16-04 21:02:39
0,0,0,0,16-04 21:02:40
0,20.003,0,16386.317,16-04 21:02:41
0,262.008,0,229438.853,16-04 21:02:42
0,219.991,0,196580.351,16-04 21:02:43
0,199.001,0,196608.767,16-04 21:02:44
0,400.108,0,391273.906,16-04 21:02:45
0,526.003,0,527363.490,16-04 21:02:46
0,459.603,0,444464.422,16-04 21:02:47
0,0,0,0,16-04 21:02:48
0,0,0,0,16-04 21:02:49
0,0,0,0,16-04 21:02:50
0,0,0,0,16-04 21:02:51
1.000,160.973,3.999,148499.318,16-04 21:02:52
0,217.047,0,220199.909,16-04 21:02:53
0,223.000,0,217916.204,16-04 21:02:54
0,167.956,0,167064.518,16-04 21:02:55
0,391.100,0,395168.583,16-04 21:02:56
0,537.952,0,549839.283,16-04 21:02:57
0,325.023,0,328819.448,16-04 21:02:58
0,0,0,0,16-04 21:02:59
0,0,0,0,16-04 21:03:00
0,0,0,0,16-04 21:03:01
0,3.000,0,24.000,16-04 21:03:02
0,116.996,0,117756.202,16-04 21:03:03
0,256.089,0,259161.891,16-04 21:03:04
0,200.008,0,204807.977,16-04 21:03:05
0,215.990,0,221173.790,16-04 21:03:06
0,174.997,0,175152.807,16-04 21:03:07
0,499.863,0,506740.956,16-04 21:03:08
0,516.985,0,523344.482,16-04 21:03:09
0,74.006,0,74642.425,16-04 21:03:10
0,0,0,0,16-04 21:03:11
0,12.000,0,68.000,16-04 21:03:12
0,0,0,0,16-04 21:03:13
0,236.000,0,237568.463,16-04 21:03:14
0,237.055,0,237623.241,16-04 21:03:15
0,64.986,0,63590.095,16-04 21:03:16
0,183.981,0,182188.864,16-04 21:03:17
0,251.005,0,253956.879,16-04 21:03:18
0,322.016,0,324752.361,16-04 21:03:19
