"pcp-dstat 6.0.5 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","vnode-0.localdomain",,,,"User:","root"
"Cmdline:","dstat --disk-tps -d -t --noheaders -o /home/root/dstat_out50/dstat_out_wf.csv -D vdb",,,,"Date:","16 Apr 2024 21:06:04 UTC"
"dsk/vdb",,"dsk/vdb",,"system"
"dsk/vdb:#read","dsk/vdb:#writ","dsk/vdb:read","dsk/vdb:writ","time"
,,,,16-04 21:06:04
0.999,0,3.996,0,16-04 21:06:05
30.001,0,3532.080,0,16-04 21:06:06
212.010,0,9028.405,0,16-04 21:06:07
0,0,0,0,16-04 21:06:08
0,0,0,0,16-04 21:06:09
0,0,0,0,16-04 21:06:10
0,19.994,0,123.962,16-04 21:06:11
0,0,0,0,16-04 21:06:12
0,0,0,0,16-04 21:06:13
0,0,0,0,16-04 21:06:14
0,0,0,0,16-04 21:06:15
0,0,0,0,16-04 21:06:16
0,0,0,0,16-04 21:06:17
0,0,0,0,16-04 21:06:18
0,0,0,0,16-04 21:06:19
0,0,0,0,16-04 21:06:20
0,0,0,0,16-04 21:06:21
0,0,0,0,16-04 21:06:22
0,0,0,0,16-04 21:06:23
0,0,0,0,16-04 21:06:24
0,0,0,0,16-04 21:06:25
0,0,0,0,16-04 21:06:26
0,0,0,0,16-04 21:06:27
0,0,0,0,16-04 21:06:28
0,0,0,0,16-04 21:06:29
0,0,0,0,16-04 21:06:30
0,0,0,0,16-04 21:06:31
0,0,0,0,16-04 21:06:32
0,0,0,0,16-04 21:06:33
0,0,0,0,16-04 21:06:34
0,20.941,0,167.532,16-04 21:06:35
0,2.008,0,124.498,16-04 21:06:36
0,0,0,0,16-04 21:06:37
0,0,0,0,16-04 21:06:38
0,0,0,0,16-04 21:06:39
0,0,0,0,16-04 21:06:40
60.003,7.000,7136.337,216.010,16-04 21:06:41
74.001,0,9472.162,0,16-04 21:06:42
